ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1973,1973-10-07,4,23.319,BAL,@,NWE,L 16-24
2,1973,1973-10-14,5,23.326,BAL,@,BUF,L 13-31
3,1974,1974-09-15,1,24.297,BAL,@,PIT,L 0-30
4,1974,1974-09-22,2,24.304,BAL,,GNB,L 13-20
5,1974,1974-09-29,3,24.311,BAL,@,PHI,L 10-30
6,1974,1974-10-06,4,24.318,BAL,@,NWE,L 3-42
7,1974,1974-10-13,5,24.325,BAL,,BUF,L 14-27
8,1974,1974-10-20,6,24.332,BAL,@,NYJ,W 35-20
9,1974,1974-11-17,10,24.360,BAL,@,ATL,W 17-7
10,1974,1974-11-24,11,25.002,BAL,,NWE,L 17-27
11,1974,1974-12-01,12,25.009,BAL,@,BUF,L 0-6
12,1975,1975-11-30,11,26.008,NYG,@,DAL,L 3-14
13,1975,1975-12-07,12,26.015,NYG,,BAL,L 0-21
14,1975,1975-12-14,13,26.022,NYG,,NOR,W 28-14
15,1975,1975-12-21,14,26.029,NYG,@,SFO,W 26-23
16,1976,1976-11-07,9,26.351,ATL,@,SEA,L 13-30
17,1976,1976-11-21,11,26.365,ATL,,DAL,W 17-10
18,1976,1976-11-28,12,27.006,ATL,@,HOU,L 14-20
