ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1985,1985-09-08,1,24.125,NWE,,GNB,W 26-20,5,94,18.80,0
2,1985,1985-09-15,2,24.132,NWE,@,CHI,L 7-20,3,46,15.33,0
3,1985,1985-09-22,3,24.139,NWE,@,BUF,W 17-14,0,0,,0
4,1985,1985-09-29,4,24.146,NWE,,RAI,L 20-35,0,0,,0
5,1985,1985-10-06,5,24.153,NWE,@,CLE,L 20-24,1,23,23.00,0
6,1985,1985-10-13,6,24.160,NWE,,BUF,W 14-3,0,0,,0
7,1985,1985-10-20,7,24.167,NWE,,NYJ,W 20-13,0,0,,0
8,1985,1985-10-27,8,24.174,NWE,@,TAM,W 32-14,0,0,,0
9,1985,1985-11-03,9,24.181,NWE,,MIA,W 17-13,0,0,,0
10,1985,1985-11-10,10,24.188,NWE,,IND,W 34-15,0,0,,0
11,1985,1985-11-17,11,24.195,NWE,@,SEA,W 20-13,0,0,,0
12,1985,1985-11-24,12,24.202,NWE,@,NYJ,L 13-16,0,0,,0
13,1985,1985-12-01,13,24.209,NWE,@,IND,W 38-31,0,0,,0
14,1985,1985-12-08,14,24.216,NWE,,DET,W 23-6,0,0,,0
15,1985,1985-12-16,15,24.224,NWE,@,MIA,L 27-30,0,0,,0
16,1985,1985-12-22,16,24.230,NWE,,CIN,W 34-23,0,0,,0
17,1986,1986-09-07,1,25.124,NWE,,IND,W 33-3,1,9,9.00,0
18,1986,1986-09-11,2,25.128,NWE,@,NYJ,W 20-6,0,0,,0
19,1986,1986-09-21,3,25.138,NWE,,SEA,L 31-38,0,0,,0
20,1986,1986-09-28,4,25.145,NWE,@,DEN,L 20-27,0,0,,0
21,1986,1986-10-05,5,25.152,NWE,,MIA,W 34-7,0,0,,0
22,1986,1986-10-12,6,25.159,NWE,,NYJ,L 24-31,0,0,,0
23,1986,1986-10-19,7,25.166,NWE,@,PIT,W 34-0,0,0,,0
24,1986,1986-10-26,8,25.173,NWE,@,BUF,W 23-3,0,0,,0
25,1986,1986-11-02,9,25.180,NWE,,ATL,W 25-17,0,0,,0
26,1986,1986-11-09,10,25.187,NWE,@,IND,W 30-21,0,0,,0
27,1986,1986-11-16,11,25.194,NWE,@,RAM,W 30-28,0,0,,0
28,1986,1986-11-23,12,25.201,NWE,,BUF,W 22-19,0,0,,0
29,1986,1986-11-30,13,25.208,NWE,@,NOR,W 21-20,1,26,26.00,0
30,1986,1986-12-07,14,25.215,NWE,,CIN,L 7-31,0,0,,0
31,1986,1986-12-14,15,25.222,NWE,,SFO,L 24-29,0,0,,0
32,1986,1986-12-22,16,25.230,NWE,@,MIA,W 34-27,0,0,,0
33,1987,1987-09-13,1,26.130,NWE,,MIA,W 28-21,0,0,,0
34,1987,1987-09-21,2,26.138,NWE,@,NYJ,L 24-43,0,0,,0
35,1987,1987-11-01,7,26.179,NWE,,RAI,W 26-23,0,0,,0
36,1987,1987-11-08,8,26.186,NWE,@,NYG,L 10-17,0,0,,0
37,1987,1987-11-15,9,26.193,NWE,,DAL,L 17-23,0,0,,0
38,1987,1987-11-22,10,26.200,NWE,,IND,W 24-0,0,0,,0
39,1987,1987-12-06,12,26.214,NWE,@,DEN,L 20-31,2,21,10.50,0
40,1987,1987-12-13,13,26.221,NWE,,NYJ,W 42-20,0,0,,0
41,1987,1987-12-20,14,26.228,NWE,@,BUF,W 13-7,0,0,,0
42,1987,1987-12-28,15,26.236,NWE,@,MIA,W 24-10,1,9,9.00,0
