ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,def_int,def_int_yds,def_int_td
1,1991,1991-09-01,1,21.275,DAL,@,CLE,W 26-14,,,,,
2,1991,1991-09-09,2,21.283,DAL,,WAS,L 31-33,,,,,
3,1991,1991-09-15,3,21.289,DAL,,PHI,L 0-24,,,,,
4,1991,1991-09-22,4,21.296,DAL,@,PHO,W 17-9,,,,,
5,1991,1991-09-29,5,21.303,DAL,,NYG,W 21-16,,,,,
6,1991,1991-10-06,6,21.310,DAL,@,GNB,W 20-17,,,,,
7,1991,1991-10-13,7,21.317,DAL,,CIN,W 35-23,,,,,
8,1991,1991-10-27,8,21.331,DAL,@,DET,L 10-34,,,,,
9,1991,1991-11-03,9,21.338,DAL,,PHO,W 27-7,,,,,
10,1991,1991-11-10,10,21.345,DAL,@,HOU,L 23-26,,,,,
11,1991,1991-11-17,11,21.352,DAL,@,NYG,L 9-22,,,,,
12,1991,1991-11-24,12,21.359,DAL,@,WAS,W 24-21,0,0,1,20,0
13,1991,1991-11-28,13,21.363,DAL,,PIT,W 20-10,,,,,
14,1991,1991-12-08,14,22.008,DAL,,NOR,W 23-14,,,,,
15,1991,1991-12-15,15,22.015,DAL,@,PHI,W 25-13,0,0,1,11,0
16,1991,1991-12-22,16,22.022,DAL,,ATL,W 31-27,,,,,
17,1992,1992-09-07,1,22.282,DAL,,WAS,W 23-10,,,,,
18,1992,1992-09-13,2,22.288,DAL,@,NYG,W 34-28,,,,,
19,1992,1992-09-20,3,22.295,DAL,,PHO,W 31-20,,,,,
20,1992,1992-10-05,4,22.310,DAL,@,PHI,L 7-31,,,,,
21,1992,1992-10-11,5,22.316,DAL,,SEA,W 27-0,,,,,
22,1992,1992-10-18,6,22.323,DAL,,KAN,W 17-10,,,,,
23,1992,1992-10-25,7,22.330,DAL,@,RAI,W 28-13,,,,,
24,1992,1992-11-01,8,22.337,DAL,,PHI,W 20-10,0,0,1,30,0
25,1992,1992-11-08,9,22.344,DAL,@,DET,W 37-3,,,,,
26,1992,1992-11-15,10,22.351,DAL,,RAM,L 23-27,,,,,
27,1992,1992-11-22,11,22.358,DAL,@,PHO,W 16-10,,,,,
28,1992,1992-11-26,12,22.362,DAL,,NYG,W 30-3,,,,,
29,1992,1992-12-06,13,23.006,DAL,@,DEN,W 31-27,,,,,
30,1992,1992-12-13,14,23.013,DAL,@,WAS,L 17-20,,,,,
31,1992,1992-12-21,15,23.021,DAL,@,ATL,W 41-17,,,,,
32,1992,1992-12-27,16,23.027,DAL,,CHI,W 27-14,,,,,
33,1993,1993-09-06,1,23.280,DAL,@,WAS,L 16-35,,,,,
34,1993,1993-09-12,2,23.286,DAL,,BUF,L 10-13,,,,,
35,1993,1993-09-19,3,23.293,DAL,@,PHO,W 17-10,,,,,
36,1993,1993-10-03,4,23.307,DAL,,GNB,W 36-14,,,,,
37,1993,1993-10-10,5,23.314,DAL,@,IND,W 27-3,,,,,
38,1993,1993-10-17,6,23.321,DAL,,SFO,W 26-17,,,,,
39,1993,1993-10-31,7,23.335,DAL,@,PHI,W 23-10,,,,,
40,1993,1993-11-07,8,23.342,DAL,,NYG,W 31-9,,,,,
41,1993,1993-11-14,9,23.349,DAL,,PHO,W 20-15,,,,,
42,1993,1993-11-21,10,23.356,DAL,@,ATL,L 14-27,,,,,
43,1993,1993-11-25,11,23.360,DAL,,MIA,L 14-16,,,,,
44,1993,1993-12-06,12,24.006,DAL,,PHI,W 23-17,,,,,
45,1993,1993-12-12,13,24.012,DAL,@,MIN,W 37-20,,,,,
46,1993,1993-12-18,14,24.018,DAL,@,NYJ,W 28-7,,,,,
47,1993,1993-12-26,15,24.026,DAL,,WAS,W 38-3,,,,,
48,1993,1994-01-02,16,24.033,DAL,@,NYG,W 16-13,,,,,
49,1994,1994-09-04,1,24.278,DAL,@,PIT,W 26-9,,,,,
50,1994,1994-09-11,2,24.285,DAL,,HOU,W 20-17,,,,,
51,1994,1994-09-19,3,24.293,DAL,,DET,L 17-20,,,,,
52,1994,1994-10-02,4,24.306,DAL,@,WAS,W 34-7,,,,,
53,1994,1994-10-09,5,24.313,DAL,,ARI,W 38-3,0,0,2,14,0
54,1994,1994-10-16,6,24.320,DAL,,PHI,W 24-13,0,0,1,0,0
55,1994,1994-10-23,7,24.327,DAL,@,ARI,W 28-21,,,,,
56,1994,1994-10-30,8,24.334,DAL,@,CIN,W 23-20,,,,,
57,1994,1994-11-07,9,24.342,DAL,,NYG,W 38-10,,,,,
58,1994,1994-11-13,10,24.348,DAL,@,SFO,L 14-21,,,,,
59,1994,1994-11-20,11,24.355,DAL,,WAS,W 31-7,,,,,
60,1994,1994-11-24,12,24.359,DAL,,GNB,W 42-31,,,,,
61,1994,1994-12-04,13,25.004,DAL,@,PHI,W 31-19,,,,,
62,1994,1994-12-10,14,25.010,DAL,,CLE,L 14-19,0,0,1,7,0
