ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,punt,punt_yds,punt_yds_per_punt,punt_blocked
28,1990,1990-11-04,8,27.146,NOR,@,CIN,W 21-7,,0,0,,0,0,0,,0,0,0,,,,,,6,289,48.17,0
29,1990,1990-11-11,9,27.153,NOR,,TAM,W 35-7,,0,0,,0,0,0,,0,0,0,,,,,,2,78,39.00,0
30,1990,1990-11-18,10,27.160,NOR,@,WAS,L 17-31,,0,0,,0,0,0,,0,0,0,,,,,,1,41,41.00,0
31,1990,1990-11-25,11,27.167,NOR,,ATL,W 10-7,,0,0,,0,0,0,,0,0,0,,,,,,7,323,46.14,0
32,1990,1990-12-02,12,27.174,NOR,@,DAL,L 13-17,,0,0,,0,0,0,,0,0,0,,,,,,4,145,36.25,0
33,1990,1990-12-09,13,27.181,NOR,@,RAM,W 24-20,,0,0,,0,0,0,,0,0,0,,,,,,5,252,50.40,0
34,1990,1990-12-16,14,27.188,NOR,,PIT,L 6-9,,0,0,,0,0,0,,0,0,0,,,,,,5,227,45.40,0
35,1990,1990-12-23,15,27.195,NOR,@,SFO,W 13-10,,0,0,,0,0,0,,0,0,0,,,,,,7,248,35.43,0
36,1990,1990-12-31,16,27.203,NOR,,RAM,W 20-17,,0,0,,0,0,0,,0,0,0,,,,,,6,266,44.33,0
37,1991,1991-09-01,1,28.082,NOR,,SEA,W 27-24,,0,0,,0,0,0,,0,0,0,,,,,,3,136,45.33,0
38,1991,1991-09-08,2,28.089,NOR,@,KAN,W 17-10,,0,0,,0,0,0,,0,0,0,,,,,,7,311,44.43,0
39,1991,1991-09-15,3,28.096,NOR,,RAM,W 24-7,,0,0,,0,0,0,,0,0,0,,,,,,6,271,45.17,0
40,1991,1991-09-22,4,28.103,NOR,,MIN,W 26-0,,0,0,,0,0,0,,0,0,0,,,,,,5,240,48.00,0
41,1991,1991-09-29,5,28.110,NOR,@,ATL,W 27-6,,0,0,,0,0,0,,0,0,0,,,,,,6,261,43.50,0
42,1991,1991-10-13,6,28.124,NOR,@,PHI,W 13-6,,0,0,,0,0,0,,0,0,0,,,,,,7,313,44.71,0
43,1991,1991-10-20,7,28.131,NOR,,TAM,W 23-7,,0,0,,0,0,0,,0,0,0,,,,,,4,168,42.00,0
44,1991,1991-10-27,8,28.138,NOR,,CHI,L 17-20,,0,0,,0,0,0,,0,0,0,,,,,,6,245,40.83,0
45,1991,1991-11-03,9,28.145,NOR,@,RAM,W 24-17,,0,0,,0,0,0,,0,0,0,,,,,,6,249,41.50,0
46,1991,1991-11-10,10,28.152,NOR,,SFO,W 10-3,,0,0,,0,0,0,,0,0,0,,,,,,9,395,43.89,0
47,1991,1991-11-17,11,28.159,NOR,@,SDG,L 21-24,,0,0,,0,0,0,,0,0,0,,,,,,6,274,45.67,0
48,1991,1991-11-24,12,28.166,NOR,,ATL,L 20-23,,1,0,0.00,0,0,0,,0,0,0,,,,,,7,264,37.71,0
49,1991,1991-12-01,13,28.173,NOR,@,SFO,L 24-38,,0,0,,0,0,0,,0,0,0,,,,,,4,154,38.50,0
50,1991,1991-12-08,14,28.180,NOR,@,DAL,L 14-23,,0,0,,0,0,0,,0,0,0,,,,,,3,141,47.00,0
51,1991,1991-12-16,15,28.188,NOR,,RAI,W 27-0,,0,0,,0,0,0,,0,0,0,,,,,,1,50,50.00,1
52,1991,1991-12-22,16,28.194,NOR,@,PHO,W 27-3,,0,0,,0,0,0,,0,0,0,,,,,,6,271,45.17,0
53,1992,1992-09-06,1,29.087,NOR,@,PHI,L 13-15,,0,0,,0,0,0,,0,0,0,,,,,,6,269,44.83,0
54,1992,1992-09-13,2,29.094,NOR,,CHI,W 28-6,,0,0,,0,0,0,,0,0,0,,,,,,5,219,43.80,0
55,1992,1992-09-20,3,29.101,NOR,@,ATL,W 10-7,,0,0,,0,0,0,,0,0,0,,,,,,5,208,41.60,0
56,1992,1992-09-27,4,29.108,NOR,,SFO,L 10-16,,0,0,,0,0,0,,0,0,0,,,,,,2,92,46.00,0
57,1992,1992-10-04,5,29.115,NOR,@,DET,W 13-7,,0,0,,0,0,0,,0,0,0,,,,,,5,206,41.20,0
58,1992,1992-10-11,6,29.122,NOR,,RAM,W 13-10,,0,0,,0,0,0,,0,0,0,,,,,,3,146,48.67,0
59,1992,1992-10-18,7,29.129,NOR,@,PHO,W 30-21,,0,0,,0,0,0,,0,0,0,,,,,,3,157,52.33,0
60,1992,1992-11-01,8,29.143,NOR,,TAM,W 23-21,,1,12,12.00,0,0,0,,0,0,0,,,,,,2,103,51.50,0
61,1992,1992-11-08,9,29.150,NOR,@,NWE,W 31-14,,1,-9,-9.00,0,0,0,,0,0,0,,,,,,8,337,42.13,0
62,1992,1992-11-15,10,29.157,NOR,@,SFO,L 20-21,,0,0,,0,0,0,,0,0,0,,,,,,5,217,43.40,0
63,1992,1992-11-23,11,29.165,NOR,,WAS,W 20-3,,0,0,,0,0,0,,0,0,0,,,,,,4,188,47.00,0
64,1992,1992-11-29,12,29.171,NOR,,MIA,W 24-13,,1,-5,-5.00,0,0,0,,0,0,0,,,,,,6,264,44.00,0
65,1992,1992-12-03,13,29.175,NOR,,ATL,W 22-14,,1,0,0.00,0,0,0,,0,0,0,,,,,,1,41,41.00,0
66,1992,1992-12-13,14,29.185,NOR,@,RAM,W 37-14,,0,0,,0,0,0,,0,0,0,,,,,,3,113,37.67,0
67,1992,1992-12-20,15,29.192,NOR,,BUF,L 16-20,,0,0,,0,0,0,,0,0,0,,,,,,7,301,43.00,0
68,1992,1992-12-26,16,29.198,NOR,@,NYJ,W 20-0,,0,0,,0,0,0,,0,0,0,,,,,,2,86,43.00,0
69,1993,1993-09-05,1,30.086,NOR,,HOU,W 33-21,,0,0,,0,0,0,,0,0,0,,0,,,,2,92,46.00,0
70,1993,1993-09-12,2,30.093,NOR,@,ATL,W 34-31,,0,0,,0,0,0,,0,0,0,,0,,,,4,159,39.75,0
71,1993,1993-09-19,3,30.100,NOR,,DET,W 14-3,,0,0,,0,0,0,,0,0,0,,0,,,,7,265,37.86,0
72,1993,1993-09-26,4,30.107,NOR,,SFO,W 16-13,,0,0,,0,0,0,,0,0,0,,0,,,,4,169,42.25,0
73,1993,1993-10-03,5,30.114,NOR,@,RAM,W 37-6,,1,18,18.00,0,0,0,,0,0,0,,0,,,,3,139,46.33,0
74,1993,1993-10-17,6,30.128,NOR,@,PIT,L 14-37,,0,0,,0,0,0,,0,0,0,,0,,,,9,416,46.22,0
75,1993,1993-10-24,7,30.135,NOR,,ATL,L 15-26,,0,0,,0,0,0,,0,0,0,,0,,,,4,176,44.00,0
76,1993,1993-10-31,8,30.142,NOR,@,PHO,W 20-17,,0,0,,0,0,0,,0,0,0,,0,,,,6,268,44.67,0
77,1993,1993-11-14,9,30.156,NOR,,GNB,L 17-19,,0,0,,0,0,0,,0,0,0,,0,,,,3,126,42.00,0
78,1993,1993-11-22,10,30.164,NOR,@,SFO,L 7-42,,0,0,,0,0,0,,0,0,0,,0,,,,6,254,42.33,0
79,1993,1993-11-28,11,30.170,NOR,@,MIN,W 17-14,,0,0,,0,0,0,,0,0,0,,0,,,,5,226,45.20,0
80,1993,1993-12-05,12,30.177,NOR,@,CLE,L 13-17,,0,0,,0,0,0,,0,0,0,,0,,,,10,428,42.80,0
81,1993,1993-12-12,13,30.184,NOR,,RAM,L 20-23,,0,0,,0,0,0,,0,0,0,,0,,,,2,104,52.00,0
82,1993,1993-12-20,14,30.192,NOR,,NYG,L 14-24,,0,0,,0,1,1,100.00,7,0,0,95.8,0,0,7.00,7.00,6,276,46.00,0
83,1993,1993-12-26,15,30.198,NOR,@,PHI,L 26-37,,0,0,,0,0,0,,0,0,0,,0,,,,3,113,37.67,0
84,1993,1994-01-02,16,30.205,NOR,,CIN,W 20-13,,0,0,,0,0,0,,0,0,0,,0,,,,3,145,48.33,0
85,1994,1994-09-04,1,31.085,NOR,,KAN,L 17-30,,0,0,,0,0,0,,0,0,0,,0,,,,3,121,40.33,0
86,1994,1994-09-11,2,31.092,NOR,,WAS,L 24-38,,0,0,,0,0,0,,0,0,0,,0,,,,4,161,40.25,0
87,1994,1994-09-18,3,31.099,NOR,@,TAM,W 9-7,,0,0,,0,0,0,,0,0,0,,0,,,,6,239,39.83,0
88,1994,1994-09-25,4,31.106,NOR,@,SFO,L 13-24,,1,21,21.00,0,0,0,,0,0,0,,0,,,,7,318,45.43,0
89,1994,1994-10-02,5,31.113,NOR,,NYG,W 27-22,,0,0,,0,0,0,,0,0,0,,0,,,,6,267,44.50,0
90,1994,1994-10-09,6,31.120,NOR,@,CHI,L 7-17,,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,2,99,49.50,0
91,1994,1994-10-16,7,31.127,NOR,,SDG,L 22-36,,0,0,,0,0,0,,0,0,0,,0,,,,3,136,45.33,0
92,1994,1994-10-23,8,31.134,NOR,,RAM,W 37-34,,0,0,,0,0,0,,0,0,0,,0,,,,5,226,45.20,0
93,1994,1994-11-06,9,31.148,NOR,@,MIN,L 20-21,,0,0,,0,0,0,,0,0,0,,0,,,,7,312,44.57,0
94,1994,1994-11-13,10,31.155,NOR,,ATL,W 33-32,,0,0,,0,0,0,,0,0,0,,0,,,,1,44,44.00,0
95,1994,1994-11-20,11,31.162,NOR,@,RAI,L 19-24,,0,0,,0,0,0,,0,0,0,,0,,,,7,286,40.86,0
96,1994,1994-11-28,12,31.170,NOR,,SFO,L 14-35,,0,0,,0,0,0,,0,0,0,,0,,,,3,112,37.33,0
97,1994,1994-12-04,13,31.176,NOR,@,RAM,W 31-15,,0,0,,0,0,0,,0,0,0,,0,,,,5,227,45.40,0
98,1994,1994-12-11,14,31.183,NOR,@,ATL,W 29-20,,0,0,,0,0,0,,0,0,0,,0,,,,2,89,44.50,0
99,1994,1994-12-19,15,31.191,NOR,,DAL,L 16-24,,0,0,,0,0,0,,0,0,0,,0,,,,1,48,48.00,0
100,1994,1994-12-24,16,31.196,NOR,@,DEN,W 30-28,,0,0,,0,0,0,,0,0,0,,0,,,,5,235,47.00,0
101,1995,1995-09-03,1,32.084,CAR,@,ATL,L 20-23,,0,0,,0,0,0,,0,0,0,,,,,,10,406,40.60,0
102,1995,1995-09-10,2,32.091,CAR,@,BUF,L 9-31,,0,0,,0,0,0,,0,0,0,,,,,,9,396,44.00,0
103,1995,1995-09-17,3,32.098,CAR,,STL,L 10-31,,0,0,,0,0,0,,0,0,0,,,,,,6,234,39.00,0
104,1995,1995-10-01,4,32.112,CAR,,TAM,L 13-20,,0,0,,0,0,0,,0,0,0,,,,,,3,127,42.33,0
105,1995,1995-10-08,5,32.119,CAR,@,CHI,L 27-31,,0,0,,0,0,0,,0,0,0,,,,,,8,341,42.63,0
106,1995,1995-10-15,6,32.126,CAR,,NYJ,W 26-15,,0,0,,0,0,0,,0,0,0,,,,,,4,177,44.25,0
107,1995,1995-10-22,7,32.133,CAR,,NOR,W 20-3,,0,0,,0,0,0,,0,0,0,,,,,,10,446,44.60,0
108,1995,1995-10-29,8,32.140,CAR,@,NWE,W 20-17,,0,0,,0,0,0,,0,0,0,,,,,,6,222,37.00,0
109,1995,1995-11-05,9,32.147,CAR,@,SFO,W 13-7,,0,0,,0,0,0,,0,0,0,,,,,,6,250,41.67,0
110,1995,1995-11-12,10,32.154,CAR,@,STL,L 17-28,,0,0,,0,0,0,,0,0,0,,,,,,2,84,42.00,0
111,1995,1995-11-19,11,32.161,CAR,,ARI,W 27-7,,0,0,,0,0,0,,0,0,0,,,,,,4,177,44.25,0
112,1995,1995-11-26,12,32.168,CAR,@,NOR,L 26-34,,0,0,,0,0,0,,0,0,0,,,,,,5,209,41.80,0
113,1995,1995-12-03,13,32.175,CAR,,IND,W 13-10,,0,0,,0,0,0,,0,0,0,,,,,,7,259,37.00,0
114,1995,1995-12-10,14,32.182,CAR,,SFO,L 10-31,,0,0,,0,0,0,,0,0,0,,,,,,5,186,37.20,0
115,1995,1995-12-17,15,32.189,CAR,,ATL,W 21-17,,0,0,,0,0,0,,0,0,0,,,,,,3,107,35.67,0
116,1995,1995-12-24,16,32.196,CAR,@,WAS,L 17-20,,0,0,,0,0,0,,0,0,0,,,,,,7,285,40.71,0
117,1996,1996-09-01,1,33.082,TAM,,GNB,L 3-34,,0,0,,0,0,0,,0,0,0,,,,,,3,139,46.33,0
118,1996,1996-09-08,2,33.089,TAM,@,DET,L 6-21,,0,0,,0,0,0,,0,0,0,,,,,,6,244,40.67,0
119,1996,1996-09-15,3,33.096,TAM,@,DEN,L 23-27,,0,0,,0,0,0,,0,0,0,,,,,,5,206,41.20,0
120,1996,1996-09-22,4,33.103,TAM,,SEA,L 13-17,,1,2,2.00,0,0,0,,0,0,0,,,,,,4,174,43.50,0
121,1996,1996-09-29,5,33.110,TAM,,DET,L 0-27,,0,0,,0,0,0,,0,0,0,,,,,,5,232,46.40,0
122,1996,1996-10-13,6,33.124,TAM,,MIN,W 24-13,,0,0,,0,0,0,,0,0,0,,,,,,6,269,44.83,0
123,1996,1996-10-20,7,33.131,TAM,@,ARI,L 9-13,,0,0,,0,0,0,,0,0,0,,,,,,1,51,51.00,0
124,1996,1996-10-27,8,33.138,TAM,@,GNB,L 7-13,,0,0,,0,0,0,,0,0,0,,,,,,4,149,37.25,1
125,1996,1996-11-03,9,33.145,TAM,@,CHI,L 10-13,,0,0,,0,0,0,,0,0,0,,,,,,6,239,39.83,0
126,1996,1996-11-10,10,33.152,TAM,,OAK,W 20-17,,0,0,,0,0,0,,0,0,0,,,,,,3,141,47.00,0
127,1996,1996-11-17,11,33.159,TAM,@,SDG,W 25-17,,1,25,25.00,0,0,0,,0,0,0,,,,,,2,107,53.50,0
128,1996,1996-11-24,12,33.166,TAM,,NOR,W 13-7,,0,0,,0,0,0,,0,0,0,,,,,,5,215,43.00,0
129,1996,1996-12-01,13,33.173,TAM,@,CAR,L 0-24,,0,0,,0,0,0,,0,0,0,,,,,,5,207,41.40,0
130,1996,1996-12-08,14,33.180,TAM,,WAS,W 24-10,,0,0,,0,0,0,,0,0,0,,,,,,2,85,42.50,0
131,1996,1996-12-15,15,33.187,TAM,@,MIN,L 10-21,,0,0,,0,0,0,,0,0,0,,,,,,10,429,42.90,0
132,1996,1996-12-22,16,33.194,TAM,,CHI,W 34-19,,0,0,,0,0,0,,0,0,0,,,,,,3,128,42.67,0
133,1997,1997-08-31,1,34.081,TAM,,SFO,W 13-6,,0,0,,0,0,0,,0,0,0,,0,,,,4,182,45.50,0
134,1997,1997-09-07,2,34.088,TAM,@,DET,W 24-17,,0,0,,0,0,0,,0,0,0,,0,,,,7,291,41.57,0
135,1997,1997-09-14,3,34.095,TAM,@,MIN,W 28-14,,0,0,,0,0,0,,0,0,0,,0,,,,5,207,41.40,0
136,1997,1997-09-21,4,34.102,TAM,,MIA,W 31-21,,,,,,0,0,,0,0,0,,0,,,,0,0,,
137,1997,1997-09-28,5,34.109,TAM,,ARI,W 19-18,,0,0,,0,1,1,100.00,25,0,0,118.7,0,0,25.00,25.00,8,395,49.38,0
138,1997,1997-10-05,6,34.116,TAM,@,GNB,L 16-21,,0,0,,0,0,0,,0,0,0,,0,,,,5,229,45.80,0
139,1998,1998-09-06,1,35.087,TAM,@,MIN,L 7-31,,0,0,,0,0,0,,0,0,0,,0,0,,,4,164,41.00,0
140,1998,1998-09-13,2,35.094,TAM,@,GNB,L 15-23,,0,0,,0,0,0,,0,0,0,,0,0,,,7,296,42.29,0
141,1998,1998-09-20,3,35.101,TAM,,CHI,W 27-15,,0,0,,0,0,0,,0,0,0,,0,0,,,3,146,48.67,0
142,1998,1998-09-28,4,35.109,TAM,@,DET,L 6-27,,0,0,,0,0,0,,0,0,0,,0,0,,,10,386,38.60,0
143,1998,1998-10-04,5,35.115,TAM,,NYG,W 20-3,,0,0,,0,0,0,,0,0,0,,0,0,,,5,224,44.80,0
144,1998,1998-10-18,6,35.129,TAM,,CAR,W 16-13,,0,0,,0,0,0,,0,0,0,,0,0,,,3,132,44.00,0
145,1998,1998-10-25,7,35.136,TAM,@,NOR,L 3-9,,0,0,,0,0,0,,0,0,0,,0,0,,,6,235,39.17,0
146,1998,1998-11-01,8,35.143,TAM,,MIN,W 27-24,,,,,,,,,,,,,,,,,,,,
147,1998,1998-11-08,9,35.150,TAM,,TEN,L 22-31,,0,0,,0,0,0,,0,0,0,,0,0,,,4,152,38.00,0
148,1998,1998-11-15,10,35.157,TAM,@,JAX,L 24-29,,0,0,,0,0,0,,0,0,0,,0,0,,,6,275,45.83,0
149,1998,1998-11-22,11,35.164,TAM,,DET,L 25-28,,0,0,,0,0,0,,0,0,0,,0,0,,,4,169,42.25,0
150,1998,1998-11-29,12,35.171,TAM,@,CHI,W 31-17,,0,0,,0,0,0,,0,0,0,,0,0,,,6,256,42.67,0
151,1998,1998-12-07,13,35.179,TAM,,GNB,W 24-22,,0,0,,0,0,0,,0,0,0,,0,0,,,7,291,41.57,0
152,1998,1998-12-13,14,35.185,TAM,,PIT,W 16-3,,0,0,,0,0,0,,0,0,0,,0,0,,,5,184,36.80,0
153,1998,1998-12-19,15,35.191,TAM,@,WAS,L 16-20,,0,0,,0,0,0,,0,0,0,,0,0,,,7,271,38.71,0
154,1998,1998-12-27,16,35.199,TAM,@,CIN,W 35-0,,0,0,,0,0,0,,0,0,0,,0,0,,,4,159,39.75,0
155,1999,1999-09-12,1,36.093,NOR,,CAR,W 19-10,,0,0,,0,0,0,,0,0,0,,,,,,10,362,36.20,0
156,1999,1999-09-19,2,36.100,NOR,@,SFO,L 21-28,,1,4,4.00,0,0,0,,0,0,0,,,,,,4,158,39.50,0
157,1999,1999-10-03,3,36.114,NOR,@,CHI,L 10-14,,0,0,,0,0,0,,0,0,0,,,,,,6,225,37.50,0
158,1999,1999-10-10,4,36.121,NOR,,ATL,L 17-20,,0,0,,0,0,0,,0,0,0,,,,,,4,144,36.00,0
159,1999,1999-10-17,5,36.128,NOR,,TEN,L 21-24,,0,0,,0,0,0,,0,0,0,,,,,,5,190,38.00,0
160,1999,1999-10-24,6,36.135,NOR,@,NYG,L 3-31,,0,0,,0,0,0,,0,0,0,,,,,,6,234,39.00,0
161,1999,1999-10-31,7,36.142,NOR,,CLE,L 16-21,,0,0,,0,0,0,,0,0,0,,,,,,2,92,46.00,0
162,1999,1999-11-07,8,36.149,NOR,,TAM,L 16-31,,0,0,,0,0,0,,0,0,0,,,,,,3,118,39.33,0
163,1999,1999-11-14,9,36.156,NOR,,SFO,W 24-6,,0,0,,0,0,0,,0,0,0,,,,,,2,94,47.00,0
164,1999,1999-11-21,10,36.163,NOR,@,JAX,L 23-41,,0,0,,0,0,0,,0,0,0,,,,,,4,172,43.00,0
165,1999,1999-11-28,11,36.170,NOR,@,STL,L 12-43,,0,0,,0,0,0,,0,0,0,,,,,,4,177,44.25,0
166,1999,1999-12-05,12,36.177,NOR,@,ATL,L 12-35,,0,0,,0,0,0,,0,0,0,,,,,,5,194,38.80,0
167,1999,1999-12-12,13,36.184,NOR,,STL,L 14-30,,0,0,,0,0,0,,0,0,0,,,,,,4,173,43.25,0
168,1999,1999-12-19,14,36.191,NOR,@,BAL,L 8-31,,0,0,,0,0,0,,0,0,0,,,,,,11,409,37.18,0
169,1999,1999-12-24,15,36.196,NOR,,DAL,W 31-24,,0,0,,0,0,0,,0,0,0,,,,,,5,220,44.00,0
170,1999,2000-01-02,16,36.205,NOR,@,CAR,L 13-45,,0,0,,0,0,0,,0,0,0,,,,,,7,300,42.86,0
171,2000,2000-09-03,1,37.084,WAS,,CAR,W 20-17,,0,0,,0,0,0,,0,0,0,,,,,,4,161,40.25,0
172,2000,2000-09-10,2,37.091,WAS,@,DET,L 10-15,,0,0,,0,0,0,,0,0,0,,,,,,3,108,36.00,0
173,2000,2000-09-18,3,37.099,WAS,,DAL,L 21-27,,0,0,,0,0,0,,0,0,0,,,,,,7,279,39.86,0
174,2000,2000-09-24,4,37.105,WAS,@,NYG,W 16-6,,0,0,,0,0,0,,0,0,0,,,,,,5,173,34.60,0
175,2000,2000-10-01,5,37.112,WAS,,TAM,W 20-17,,0,0,,0,0,0,,0,0,0,,,,,,10,440,44.00,0
176,2000,2000-10-08,6,37.119,WAS,@,PHI,W 17-14,,0,0,,0,0,0,,0,0,0,,,,,,6,223,37.17,0
177,2000,2000-10-15,7,37.126,WAS,,BAL,W 10-3,,0,0,,0,0,0,,0,0,0,,,,,,4,168,42.00,0
178,2000,2000-10-22,8,37.133,WAS,@,JAX,W 35-16,,0,0,,0,0,0,,0,0,0,,,,,,6,270,45.00,0
179,2000,2000-10-30,9,37.141,WAS,,TEN,L 21-27,,1,11,11.00,0,0,0,,0,0,0,,,,,,3,111,37.00,0
180,2000,2000-11-05,10,37.147,WAS,@,ARI,L 15-16,,,,,,,,,,,,,,,,,,,,
181,2000,2000-11-20,11,37.162,WAS,@,STL,W 33-20,,0,0,,0,0,0,,0,0,0,,,,,,4,152,38.00,0
182,2000,2000-11-26,12,37.168,WAS,,PHI,L 20-23,,0,0,,0,0,0,,0,0,0,,,,,,4,163,40.75,0
183,2000,2000-12-03,13,37.175,WAS,,NYG,L 7-9,,0,0,,0,0,0,,0,0,0,,,,,,7,270,38.57,0
184,2000,2000-12-10,14,37.182,WAS,@,DAL,L 13-32,,0,0,,0,0,0,,0,0,0,,,,,,6,249,41.50,0
185,2000,2000-12-16,15,37.188,WAS,@,PIT,L 3-24,,0,0,,0,0,0,,0,0,0,,,,,,5,203,40.60,0
186,2000,2000-12-24,16,37.196,WAS,,ARI,W 20-3,,0,0,,0,0,0,,0,0,0,,,,,,5,190,38.00,0
