ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2010,2010-09-13,1,23.106,NYJ,,BAL,L 9-10,*,0,0,,0,2,8,4.00,0,0.0,3,0,0,0,0
2,2010,2010-09-19,2,23.112,NYJ,,NWE,W 28-14,*,1,15,15.00,0,0,0,,0,0.0,4,0,0,0,0
3,2010,2010-09-26,3,23.119,NYJ,@,MIA,W 31-23,*,0,0,,0,1,8,8.00,0,0.0,5,2,0,0,0
4,2010,2010-10-03,4,23.126,NYJ,@,BUF,W 38-14,,0,0,,0,3,37,12.33,0,0.0,1,0,0,0,0
5,2010,2010-10-11,5,23.134,NYJ,,MIN,W 29-20,,0,0,,0,2,7,3.50,0,0.0,0,0,0,0,0
6,2010,2010-10-17,6,23.140,NYJ,@,DEN,W 24-20,,0,0,,0,1,6,6.00,0,0.0,0,0,0,0,0
7,2010,2010-10-31,7,23.154,NYJ,,GNB,L 0-9,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
8,2010,2010-11-07,8,23.161,NYJ,@,DET,W 23-20,,0,0,,0,2,25,12.50,0,0.0,0,0,0,0,0
9,2010,2010-11-14,9,23.168,NYJ,@,CLE,W 26-20,*,0,0,,0,1,18,18.00,0,0.0,2,0,0,0,0
10,2010,2010-11-21,10,23.175,NYJ,,HOU,W 30-27,*,0,0,,0,1,1,1.00,0,0.0,0,1,0,0,0
11,2010,2010-11-25,11,23.179,NYJ,,CIN,W 26-10,,1,7,7.00,0,2,1,0.50,0,0.0,0,0,0,0,0
12,2010,2010-12-06,12,23.190,NYJ,@,NWE,L 3-45,,,,,,,,,,,,,,,
13,2010,2010-12-12,13,23.196,NYJ,,MIA,L 6-10,,,,,,,,,,,,,,,
14,2010,2010-12-19,14,23.203,NYJ,@,PIT,W 22-17,,,,,,,,,,,,,,,
15,2010,2010-12-26,15,23.210,NYJ,@,CHI,L 34-38,,,,,,,,,,,,,,,
16,2010,2011-01-02,16,23.217,NYJ,,BUF,W 38-7,*,0,0,,0,0,0,,0,0.0,1,0,0,0,0
17,2011,2011-09-11,1,24.104,NYJ,,DAL,W 27-24,,0,0,,0,0,0,,0,0.0,2,0,0,0,0
18,2011,2011-09-18,2,24.111,NYJ,,JAX,W 32-3,,0,0,,0,0,0,,0,0.0,2,0,0,0,0
19,2011,2011-09-25,3,24.118,NYJ,@,OAK,L 24-34,*,0,0,,0,0,0,,0,0.0,2,2,0,0,0
20,2011,2011-10-02,4,24.125,NYJ,@,BAL,L 17-34,,,,,,,,,,,,,,,
21,2011,2011-10-09,5,24.132,NYJ,@,NWE,L 21-30,*,0,0,,0,0,0,,0,0.0,2,1,0,0,0
