ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1994,1994-11-13,10,22.163,NYG,,ARI,L 9-10,,,,,,0.0%,,,,,
2,1994,1994-11-21,11,22.171,NYG,@,HOU,W 13-10,,,,,,0.0%,,,,,
3,1994,1994-11-27,12,22.177,NYG,@,WAS,W 21-19,,,,,,0.0%,,,,,
4,1994,1994-12-11,14,22.191,NYG,,CIN,W 27-20,,,,,,0.0%,,,,,
5,1994,1994-12-18,15,22.198,NYG,@,PHI,W 16-13,,,,,,0.0%,,,,,
6,1994,1994-12-24,16,22.204,NYG,,DAL,W 15-10,,,,,,0.0%,,,,,
7,1995,1995-09-10,2,23.099,NYG,@,KAN,L 17-20,,0,0,,0,0.0%,,0,0,,0
8,1995,1995-10-01,5,23.120,NYG,@,SFO,L 6-20,,0,0,,0,0.0%,,0,0,,0
9,1995,1995-10-08,6,23.127,NYG,,ARI,W 27-21,,0,0,,0,0.0%,,1,13,13.00,0
10,1995,1995-10-15,7,23.134,NYG,,PHI,L 14-17,,0,0,,0,0.0%,,0,0,,0
11,1995,1995-10-29,8,23.148,NYG,@,WAS,W 24-15,,0,0,,0,0.0%,,0,0,,0
12,1995,1995-11-05,9,23.155,NYG,@,SEA,L 28-30,,0,0,,0,0.0%,,0,0,,0
13,1995,1995-11-19,11,23.169,NYG,@,PHI,L 19-28,2,1,4,4.00,0,50.0%,2.00,0,0,,0
14,1995,1995-11-26,12,23.176,NYG,,CHI,L 24-27,2,1,11,11.00,0,50.0%,5.50,0,0,,0
15,1996,1996-09-08,2,24.097,NYG,@,DAL,L 0-27,0,0,0,,0,0.0%,,1,11,11.00,0
16,1996,1996-10-27,8,24.146,NYG,@,DET,W 35-7,,0,0,,0,0.0%,,0,0,,0
17,1996,1996-11-03,9,24.153,NYG,,ARI,W 16-8,1,1,8,8.00,0,100.0%,8.00,0,0,,0
18,1996,1996-11-10,10,24.160,NYG,@,CAR,L 17-27,,0,0,,0,0.0%,,0,0,,0
