ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1995,1995-09-03,1,24.026,CAR,@,ATL,L 20-23,,,,,,,,,
2,1995,1995-09-10,2,24.033,CAR,@,BUF,L 9-31,,,,,,,,,
3,1995,1995-09-17,3,24.040,CAR,,STL,L 10-31,,,,,,,,,
4,1995,1995-10-01,4,24.054,CAR,,TAM,L 13-20,,,,,,,,,
5,1995,1995-10-08,5,24.061,CAR,@,CHI,L 27-31,,,,,,,,,
6,1995,1995-10-15,6,24.068,CAR,,NYJ,W 26-15,,,,,,,,,
7,1995,1995-10-22,7,24.075,CAR,,NOR,W 20-3,,,,,,,,,
8,1995,1995-10-29,8,24.082,CAR,@,NWE,W 20-17,,,,,,,,,
9,1995,1995-11-05,9,24.089,CAR,@,SFO,W 13-7,,,,,,,,,
10,1995,1995-11-12,10,24.096,CAR,@,STL,L 17-28,,,,,,,,,
11,1995,1995-11-19,11,24.103,CAR,,ARI,W 27-7,,,,,,,,,
12,1995,1995-11-26,12,24.110,CAR,@,NOR,L 26-34,,,,,,,,,
13,1995,1995-12-03,13,24.117,CAR,,IND,W 13-10,,,,,,,,,
14,1995,1995-12-10,14,24.124,CAR,,SFO,L 10-31,,,,,,,,,
15,1995,1995-12-17,15,24.131,CAR,,ATL,W 21-17,,,,,,,,,
16,1995,1995-12-24,16,24.138,CAR,@,WAS,L 17-20,,,,,,,,,
17,1996,1996-09-01,1,25.024,CAR,,ATL,W 29-6,,,,,,,,,
18,1996,1996-09-08,2,25.031,CAR,@,NOR,W 22-20,,,,,,,,,
19,1996,1996-09-22,3,25.045,CAR,,SFO,W 23-7,,,,,,,,,
20,1996,1996-09-29,4,25.052,CAR,@,JAX,L 14-24,,,,,,,,,
21,1996,1996-10-06,5,25.059,CAR,@,MIN,L 12-14,,0,0,,0,0.0,1,8,0
22,1996,1996-10-13,6,25.066,CAR,,STL,W 45-13,,,,,,,,,
23,1996,1996-10-20,7,25.073,CAR,,NOR,W 19-7,,,,,,,,,
24,1996,1996-10-27,8,25.080,CAR,@,PHI,L 9-20,,,,,,,,,
25,1996,1996-11-03,9,25.087,CAR,@,ATL,L 17-20,,,,,,,,,
26,1996,1996-11-10,10,25.094,CAR,,NYG,W 27-17,,,,,,,,,
27,1996,1996-11-17,11,25.101,CAR,@,STL,W 20-10,,,,,,,,,
28,1996,1996-11-24,12,25.108,CAR,@,HOU,W 31-6,,0,0,,0,0.0,1,0,0
29,1996,1996-12-01,13,25.115,CAR,,TAM,W 24-0,,,,,,,,,
30,1996,1996-12-08,14,25.122,CAR,@,SFO,W 30-24,,0,0,,0,0.0,1,35,0
31,1996,1996-12-15,15,25.129,KAN,,IND,L 19-24,,,,,,,,,
32,1996,1996-12-15,15,25.129,CAR,,BAL,W 27-16,,0,0,,0,0.0,1,20,0
33,1996,1996-12-22,16,25.136,CAR,,PIT,W 18-14,,0,0,,0,1.0,1,0,0
34,1997,1997-08-31,1,26.023,CAR,,WAS,L 10-24,,,,,,,,,
35,1997,1997-09-07,2,26.030,CAR,@,ATL,W 9-6,,,,,,,,,
36,1997,1997-09-14,3,26.037,CAR,@,SDG,W 26-7,,,,,,,,,
37,1997,1997-09-21,4,26.044,CAR,,KAN,L 14-35,,,,,,,,,
38,1997,1997-09-29,5,26.052,CAR,,SFO,L 21-34,,,,,,,,,
39,1997,1997-10-12,6,26.065,CAR,@,MIN,L 14-21,,,,,,,,,
40,1997,1997-10-19,7,26.072,CAR,@,NOR,W 13-0,,,,,,,,,
41,1997,1997-10-26,8,26.079,CAR,,ATL,W 21-12,,0,0,,0,0.0,1,13,0
42,1997,1997-11-02,9,26.086,CAR,,OAK,W 38-14,,,,,,,,,
43,1997,1997-11-09,10,26.093,CAR,@,DEN,L 0-34,,,,,,,,,
44,1997,1997-11-16,11,26.100,CAR,@,SFO,L 19-27,,,,,,,,,
45,1997,1997-11-23,12,26.107,CAR,@,STL,W 16-10,,,,,,,,,
46,1997,1997-11-30,13,26.114,CAR,,NOR,L 13-16,,,,,,,,,
47,1997,1997-12-08,14,26.122,CAR,@,DAL,W 23-13,,0,0,,0,1.0,0,0,0
48,1997,1997-12-14,15,26.128,CAR,,GNB,L 10-31,,0,0,,0,0.0,1,15,0
49,1997,1997-12-20,16,26.134,CAR,,STL,L 18-30,,,,,,,,,
50,1998,1998-09-06,1,27.029,NOR,@,STL,W 24-17,,0,0,,0,1.0,0,0,0
51,1998,1998-09-13,2,27.036,NOR,,CAR,W 19-14,,0,0,,0,0.0,1,0,0
52,1998,1998-09-27,3,27.050,NOR,@,IND,W 19-13,,0,0,,0,0.0,1,4,0
53,1998,1998-10-25,7,27.078,NOR,,TAM,W 9-3,,0,0,,0,0.0,1,3,0
54,1998,1998-11-22,11,27.106,NOR,@,SFO,L 20-31,,0,0,,0,1.0,1,9,0
55,1999,1999-09-12,1,28.035,IND,,BUF,W 31-14,*,,,,,,,,
56,1999,1999-09-19,2,28.042,IND,@,NWE,L 28-31,*,,,,,,,,
57,1999,1999-09-26,3,28.049,IND,@,SDG,W 27-19,*,,,,,,,,
58,1999,1999-10-17,5,28.070,IND,@,NYJ,W 16-13,*,,,,,,,,
59,1999,1999-10-24,6,28.077,IND,,CIN,W 31-10,*,,,,,,,,
60,1999,1999-10-31,7,28.084,IND,,DAL,W 34-24,*,,,,,,,,
61,1999,1999-11-07,8,28.091,IND,,KAN,W 25-17,*,,,,,,,,
62,1999,1999-11-14,9,28.098,IND,@,NYG,W 27-19,*,,,,,,,,
63,1999,1999-11-21,10,28.105,IND,@,PHI,W 44-17,*,,,,,,,,
64,1999,1999-11-28,11,28.112,IND,,NYJ,W 13-6,*,,,,,,,,
65,1999,1999-12-05,12,28.119,IND,@,MIA,W 37-34,*,,,,,,,,
66,1999,1999-12-12,13,28.126,IND,,NWE,W 20-15,*,,,,,,,,
67,1999,1999-12-19,14,28.133,IND,,WAS,W 24-21,*,,,,,,,,
68,1999,1999-12-26,15,28.140,IND,@,CLE,W 29-28,*,,,,,,,,
69,1999,2000-01-02,16,28.147,IND,@,BUF,L 6-31,*,,,,,,,,
70,2000,2000-09-03,1,29.026,IND,@,KAN,W 27-14,,,,,,,,,
71,2000,2000-09-10,2,29.033,IND,,OAK,L 31-38,*,,,,,,,,
72,2000,2000-09-25,3,29.048,IND,,JAX,W 43-14,*,0,0,,0,0.0,1,3,0
73,2000,2000-10-01,4,29.054,IND,@,BUF,W 18-16,*,,,,,,,,
74,2000,2000-10-08,5,29.061,IND,@,NWE,L 16-24,*,,,,,,,,
75,2000,2000-10-15,6,29.068,IND,@,SEA,W 37-24,*,0,0,,0,0.0,1,0,0
