ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2015,2015-09-13,1,21.154,BAL,@,DEN,L 13-19,,2,1,15,15.00,0,50.0%,7.50,0,0,,0,0,0,,0,0,0
2,2015,2015-09-20,2,21.161,BAL,@,OAK,L 33-37,*,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0
3,2015,2015-09-27,3,21.168,BAL,,CIN,L 24-28,,7,3,44,14.67,0,42.9%,6.29,0,0,,0,0,0,,0,0,0
4,2015,2015-10-01,4,21.172,BAL,@,PIT,W 23-20,*,4,2,17,8.50,0,50.0%,4.25,0,0,,0,0,0,,0,0,0
5,2015,2015-10-11,5,21.182,BAL,,CLE,L 30-33,*,1,1,0,0.00,0,100.0%,0.00,0,0,,0,0,0,,0,0,0
6,2015,2015-10-18,6,21.189,BAL,@,SFO,L 20-25,,4,4,24,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0
7,2015,2015-11-01,8,21.203,BAL,,SDG,W 29-26,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
8,2015,2015-11-15,9,21.217,BAL,,JAX,L 20-22,*,4,4,40,10.00,1,100.0%,10.00,0,0,,0,0,0,,0,1,6
9,2015,2015-11-22,10,21.224,BAL,,STL,W 16-13,*,4,3,20,6.67,0,75.0%,5.00,0,0,,0,0,0,,0,0,0
10,2015,2015-11-30,11,21.232,BAL,@,CLE,W 33-27,,0,0,0,,0,0.0%,,0,0,,0,1,6,6.00,0,0,0
11,2015,2015-12-13,13,21.245,BAL,,SEA,L 6-35,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
12,2015,2015-12-20,14,21.252,BAL,,KAN,L 14-34,,6,5,31,6.20,0,83.3%,5.17,0,0,,0,0,0,,0,0,0
13,2015,2015-12-27,15,21.259,BAL,,PIT,W 20-17,*,5,2,16,8.00,0,40.0%,3.20,0,0,,0,0,0,,0,0,0
14,2015,2016-01-03,16,21.266,BAL,@,CIN,L 16-24,*,10,6,53,8.83,0,60.0%,5.30,0,0,,0,0,0,,0,0,0
15,2016,2016-09-11,1,22.152,BAL,,BUF,W 13-7,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
16,2016,2016-09-18,2,22.159,BAL,@,CLE,W 25-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
17,2016,2016-09-25,3,22.166,BAL,@,JAX,W 19-17,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
18,2016,2016-10-02,4,22.173,BAL,,OAK,L 27-28,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
19,2017,2017-09-10,1,23.151,BAL,@,CIN,W 20-0,*,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0
20,2017,2017-09-17,2,23.158,BAL,,CLE,W 24-10,*,4,4,21,5.25,0,100.0%,5.25,1,2,2.00,0,0,0,,0,0,0
21,2017,2017-10-15,6,23.186,BAL,,CHI,L 24-27,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0
22,2017,2017-11-05,9,23.207,BAL,@,TEN,L 20-23,*,3,3,29,9.67,0,100.0%,9.67,0,0,,0,0,0,,0,0,0
23,2017,2017-11-19,10,23.221,BAL,@,GNB,W 23-0,*,2,2,6,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,0
24,2017,2017-11-27,11,23.229,BAL,,HOU,W 23-16,,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,0
25,2017,2017-12-03,12,23.235,BAL,,DET,W 44-20,*,2,1,1,1.00,0,50.0%,0.50,0,0,,0,0,0,,0,0,0
26,2017,2017-12-10,13,23.242,BAL,@,PIT,L 38-39,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
27,2017,2017-12-17,14,23.249,BAL,@,CLE,W 27-10,*,1,0,0,,0,0.0%,0.00,1,4,4.00,0,0,0,,0,0,0
28,2017,2017-12-23,15,23.255,BAL,,IND,W 23-16,,3,2,6,3.00,1,66.7%,2.00,0,0,,0,0,0,,0,1,6
29,2017,2017-12-31,16,23.263,BAL,,CIN,L 27-31,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
30,2018,2018-09-09,1,24.150,BAL,,BUF,W 47-3,*,3,3,32,10.67,0,100.0%,10.67,0,0,,0,0,0,,0,0,0
31,2018,2018-09-13,2,24.154,BAL,@,CIN,L 23-34,,3,3,31,10.33,0,100.0%,10.33,1,7,7.00,0,0,0,,0,0,0
32,2018,2018-09-23,3,24.164,BAL,,DEN,W 27-14,*,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0
