ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
54,1974,1974-12-01,12,25.364,CLE,,SFO,W 7-0,,,,,,,,,
55,1974,1974-12-07,13,26.005,CLE,@,DAL,L 17-41,,,,,,,,,
56,1974,1974-12-15,14,26.013,CLE,@,HOU,L 24-28,0,0,,0,0,0,1,0,0
57,1975,1975-09-21,1,26.293,CLE,@,CIN,L 17-24,,,,,,,,,
58,1975,1975-09-28,2,26.300,CLE,,MIN,L 10-42,,,,,,,,,
59,1975,1975-10-05,3,26.307,CLE,,PIT,L 6-42,,,,,,,,,
60,1975,1975-10-12,4,26.314,CLE,,HOU,L 10-40,,,,,,,,,
61,1975,1975-10-19,5,26.321,CLE,@,DEN,L 15-16,,,,,,,,,
62,1975,1975-10-26,6,26.328,CLE,,WAS,L 7-23,,,,,,,,,
63,1975,1975-11-02,7,26.335,CLE,@,BAL,L 7-21,,,,,,,,,
64,1975,1975-11-09,8,26.342,CLE,@,DET,L 10-21,0,0,,0,0,0,1,9,0
65,1975,1975-11-16,9,26.349,CLE,@,OAK,L 17-38,0,0,,0,0,0,1,19,0
66,1975,1975-11-23,10,26.356,CLE,,CIN,W 35-23,,,,,,,,,
67,1975,1975-11-30,11,26.363,CLE,,NOR,W 17-16,,,,,,,,,
68,1975,1975-12-07,12,27.005,CLE,@,PIT,L 17-31,,,,,,,,,
69,1975,1975-12-14,13,27.012,CLE,,KAN,W 40-14,,,,,,,,,
70,1975,1975-12-21,14,27.019,CLE,@,HOU,L 10-21,,,,,,,,,
71,1976,1976-09-12,1,27.285,CLE,,NYJ,W 38-17,,,,,,,,,
72,1976,1976-09-19,2,27.292,CLE,@,PIT,L 14-31,,,,,,,,,
73,1976,1976-09-26,3,27.299,CLE,@,DEN,L 13-44,,,,,,,,,
74,1976,1976-10-03,4,27.306,CLE,,CIN,L 24-45,,,,,,,,,
75,1976,1976-10-10,5,27.313,CLE,,PIT,W 18-16,,,,,,,,,
76,1976,1976-10-17,6,27.320,CLE,@,ATL,W 20-17,,,,,,,,,
77,1976,1976-10-24,7,27.327,CLE,,SDG,W 21-17,,,,,,,,,
78,1976,1976-10-31,8,27.334,CLE,@,CIN,L 6-21,,,,,,,,,
79,1976,1976-11-07,9,27.341,CLE,@,HOU,W 21-7,,,,,,,,,
80,1976,1976-11-14,10,27.348,CLE,,PHI,W 24-3,,,,,,,,,
81,1976,1976-11-21,11,27.355,CLE,@,TAM,W 24-7,,,,,,,,,
82,1976,1976-11-28,12,27.362,CLE,,MIA,W 17-13,,,,,,,,,
83,1976,1976-12-05,13,28.003,CLE,,HOU,W 13-10,0,0,,0,0,0,1,12,0
84,1976,1976-12-12,14,28.010,CLE,@,KAN,L 14-39,,,,,,,,,
85,1977,1977-09-18,1,28.290,CLE,@,CIN,W 13-3,,,,,,,,,
86,1977,1977-09-26,2,28.298,CLE,,NWE,W 30-27,0,0,,0,0,0,1,2,0
87,1977,1977-10-02,3,28.304,CLE,,PIT,L 14-28,,,,,,,,,
88,1977,1977-10-09,4,28.311,CLE,,OAK,L 10-26,,,,,,,,,
89,1977,1977-10-16,5,28.318,CLE,@,HOU,W 24-23,,,,,,,,,
90,1977,1977-10-23,6,28.325,CLE,@,BUF,W 27-16,,,,,,,,,
91,1977,1977-10-30,7,28.332,CLE,,KAN,W 44-7,,,,,,,,,
92,1977,1977-11-06,8,28.339,CLE,,CIN,L 7-10,,,,,,,,,
93,1977,1977-11-13,9,28.346,CLE,@,PIT,L 31-35,,,,,,,,,
94,1977,1977-11-20,10,28.353,CLE,@,NYG,W 21-7,,,,,,,,,
95,1977,1977-11-27,11,28.360,CLE,,RAM,L 0-9,,,,,,,,,
96,1977,1977-12-04,12,29.002,CLE,@,SDG,L 14-37,,,,,,,,,
97,1977,1977-12-11,13,29.009,CLE,,HOU,L 15-19,,,,,,,,,
98,1977,1977-12-18,14,29.016,CLE,@,SEA,L 19-20,,,,,,,,,
99,1978,1978-09-03,1,29.275,CLE,,SFO,W 24-7,,,,,,,,,
100,1978,1978-09-10,2,29.282,CLE,,CIN,W 13-10,,,,,,,,,
101,1978,1978-09-17,3,29.289,CLE,@,ATL,W 24-16,,,,,,,,,
102,1978,1978-09-24,4,29.296,CLE,@,PIT,L 9-15,,,,,,,,,
103,1978,1978-10-01,5,29.303,CLE,,HOU,L 13-16,,,,,,,,,
104,1978,1978-10-08,6,29.310,CLE,@,NOR,W 24-16,,,,,,,,,
105,1978,1978-10-15,7,29.317,CLE,,PIT,L 14-34,,,,,,,,,
106,1978,1978-10-22,8,29.324,CLE,@,KAN,L 3-17,,,,,,,,,
107,1978,1978-10-29,9,29.331,CLE,,BUF,W 41-20,,,,,,,,,
108,1978,1978-11-05,10,29.338,CLE,@,HOU,L 10-14,0,0,,0,0,0,1,6,0
109,1978,1978-11-12,11,29.345,CLE,,DEN,L 7-19,,,,,,,,,
110,1978,1978-11-19,12,29.352,CLE,@,BAL,W 45-24,,,,,,,,,
111,1978,1978-11-26,13,29.359,CLE,,RAM,W 30-19,,,,,,,,,
112,1978,1978-12-03,14,30.001,CLE,@,SEA,L 24-47,,,,,,,,,
113,1978,1978-12-10,15,30.008,CLE,,NYJ,W 37-34,,,,,,,,,
114,1978,1978-12-17,16,30.015,CLE,@,CIN,L 16-48,,,,,,,,,
115,1979,1979-09-02,1,30.274,CLE,@,NYJ,W 25-22,,,,,,,,,
116,1979,1979-09-09,2,30.281,CLE,@,KAN,W 27-24,,,,,,,,,
117,1979,1979-09-16,3,30.288,CLE,,BAL,W 13-10,,,,,,,,,
118,1979,1979-09-24,4,30.296,CLE,,DAL,W 26-7,,,,,,,,,
119,1979,1979-09-30,5,30.302,CLE,@,HOU,L 10-31,,,,,,,,,
120,1979,1979-10-07,6,30.309,CLE,,PIT,L 35-51,,,,,,,,,
121,1979,1979-10-14,7,30.316,CLE,,WAS,L 9-13,,,,,,,,,
122,1979,1979-10-21,8,30.323,CLE,,CIN,W 28-27,,,,,,,,,
123,1979,1979-10-28,9,30.330,CLE,@,STL,W 38-20,,,,,,,,,
124,1979,1979-11-04,10,30.337,CLE,@,PHI,W 24-19,0,0,,0,0,0,1,11,0
125,1979,1979-11-11,11,30.344,CLE,,SEA,L 24-29,,,,,,,,,
126,1979,1979-11-18,12,30.351,CLE,,MIA,W 30-24,0,0,,0,0,0,1,3,0
127,1979,1979-11-25,13,30.358,CLE,@,PIT,L 30-33,,,,,,,,,
128,1979,1979-12-02,14,31.000,CLE,,HOU,W 14-7,,,,,,,,,
129,1979,1979-12-09,15,31.007,CLE,@,OAK,L 14-19,,,,,,,,,
130,1979,1979-12-16,16,31.014,CLE,@,CIN,L 12-16,,,,,,,,,
131,1980,1980-09-07,1,31.280,CLE,@,NWE,L 17-34,,,,,,,,,
132,1980,1980-09-15,2,31.288,CLE,,HOU,L 7-16,,,,,,,,,
133,1980,1980-09-21,3,31.294,CLE,,KAN,W 20-13,,,,,,,,,
134,1980,1980-09-28,4,31.301,CLE,@,TAM,W 34-27,,,,,,,,,
135,1980,1980-10-05,5,31.308,CLE,,DEN,L 16-19,,,,,,,,,
136,1980,1980-10-12,6,31.315,CLE,@,SEA,W 27-3,,,,,,,,,
137,1980,1980-10-19,7,31.322,CLE,,GNB,W 26-21,0,0,,0,0,0,1,0,0
138,1980,1980-10-26,8,31.329,CLE,,PIT,W 27-26,,,,,,,,,
139,1980,1980-11-03,9,31.337,CLE,,CHI,W 27-21,,,,,,,,,
140,1980,1980-11-09,10,31.343,CLE,@,BAL,W 28-27,,,,,,,,,
141,1980,1980-11-16,11,31.350,CLE,@,PIT,L 13-16,0,0,,0,0,0,1,3,0
142,1980,1980-11-23,12,31.357,CLE,,CIN,W 31-7,,,,,,,,,
143,1980,1980-11-30,13,31.364,CLE,@,HOU,W 17-14,,,,,,,,,
144,1980,1980-12-07,14,32.005,CLE,,NYJ,W 17-14,,,,,,,,,
145,1980,1980-12-14,15,32.012,CLE,@,MIN,L 23-28,,,,,,,,,
146,1980,1980-12-21,16,32.019,CLE,@,CIN,W 27-24,,,,,,,,,
