ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,1999,1999-10-17,6,25.235,CLE,@,JAX,L 7-24,
2,1999,1999-11-28,12,25.277,CLE,,TEN,L 21-33,
3,1999,1999-12-05,13,25.284,CLE,@,SDG,L 10-23,
4,1999,1999-12-12,14,25.291,CLE,@,CIN,L 28-44,
5,1999,1999-12-26,16,25.305,CLE,,IND,L 28-29,
