ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1973,1973-09-16,1,23.010,OAK,@,MIN,L 16-24,,,,,,
2,1973,1973-09-23,2,23.017,OAK,,MIA,W 12-7,,,,,,
3,1973,1973-09-30,3,23.024,OAK,@,KAN,L 3-16,,,,,,
4,1973,1973-10-07,4,23.031,OAK,@,STL,W 17-10,,,,,,
5,1973,1973-10-14,5,23.038,OAK,@,SDG,W 27-17,,,,,,
6,1973,1973-10-22,6,23.046,OAK,@,DEN,T 23-23,,,,,,
7,1973,1973-10-28,7,23.052,OAK,@,BAL,W 34-21,,,,,,
8,1973,1973-11-04,8,23.059,OAK,,NYG,W 42-0,1,34,34.00,1,1,6
9,1973,1973-11-11,9,23.066,OAK,,PIT,L 9-17,,,,,,
10,1973,1973-11-18,10,23.073,OAK,,CLE,L 3-7,,,,,,
11,1973,1973-11-25,11,23.080,OAK,,SDG,W 31-3,1,18,18.00,0,0,0
12,1973,1973-12-02,12,23.087,OAK,@,HOU,W 17-6,,,,,,
13,1973,1973-12-08,13,23.093,OAK,,KAN,W 37-7,,,,,,
14,1973,1973-12-16,14,23.101,OAK,,DEN,W 21-17,,,,,,
