ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists
1,2015,2015-09-20,2,22.043,CAR,,HOU,W 24-17,,0,0,,0,0.0,0,0
2,2015,2015-09-27,3,22.050,CAR,,NOR,W 27-22,,0,0,,0,0.0,0,0
3,2015,2015-10-04,4,22.057,CAR,@,TAM,W 37-23,,0,0,,0,0.0,1,0
4,2015,2015-10-18,5,22.071,CAR,@,SEA,W 27-23,,0,0,,0,0.0,0,0
5,2015,2015-10-25,6,22.078,CAR,,PHI,W 27-16,,0,0,,0,0.0,0,0
6,2015,2015-11-02,7,22.086,CAR,,IND,W 29-26,,0,0,,0,0.0,0,0
7,2015,2015-11-08,8,22.092,CAR,,GNB,W 37-29,,0,0,,0,0.0,0,0
8,2015,2015-11-15,9,22.099,CAR,@,TEN,W 27-10,,0,0,,0,0.0,0,0
9,2015,2015-11-22,10,22.106,CAR,,WAS,W 44-16,,0,0,,0,0.0,0,0
10,2015,2015-11-26,11,22.110,CAR,@,DAL,W 33-14,,0,0,,0,0.0,0,0
11,2015,2015-12-06,12,22.120,CAR,@,NOR,W 41-38,,0,0,,0,0.0,0,0
12,2015,2015-12-13,13,22.127,CAR,,ATL,W 38-0,,0,0,,0,0.0,0,0
13,2016,2016-09-08,1,23.031,CAR,@,DEN,L 20-21,,0,0,,0,0.0,0,0
14,2016,2016-09-18,2,23.041,CAR,,SFO,W 46-27,,0,0,,0,0.0,0,0
15,2016,2016-09-25,3,23.048,CAR,,MIN,L 10-22,,0,0,,0,0.0,0,0
16,2016,2016-10-02,4,23.055,CAR,@,ATL,L 33-48,,0,0,,0,0.0,0,0
17,2016,2016-10-10,5,23.063,CAR,,TAM,L 14-17,,0,0,,0,0.0,0,0
18,2016,2016-10-16,6,23.069,CAR,@,NOR,L 38-41,,0,0,,0,0.0,0,0
19,2016,2016-10-30,7,23.083,CAR,,ARI,W 30-20,,0,0,,0,0.0,0,0
20,2016,2016-11-06,8,23.090,CAR,@,LAR,W 13-10,,0,0,,0,0.0,0,0
21,2016,2016-11-13,9,23.097,CAR,,KAN,L 17-20,,0,0,,0,0.0,0,0
22,2016,2016-11-17,10,23.101,CAR,,NOR,W 23-20,,0,0,,0,0.0,1,0
23,2016,2016-11-27,11,23.111,CAR,@,OAK,L 32-35,,0,0,,0,0.0,0,0
24,2016,2016-12-04,12,23.118,CAR,@,SEA,L 7-40,,0,0,,0,0.0,0,0
25,2016,2016-12-19,14,23.133,CAR,@,WAS,W 26-15,,0,0,,0,0.0,0,0
26,2016,2016-12-24,15,23.138,CAR,,ATL,L 16-33,,0,0,,0,0.0,0,0
27,2016,2017-01-01,16,23.146,CAR,@,TAM,L 16-17,,0,0,,0,0.0,6,1
28,2017,2017-09-10,1,24.033,CAR,@,SFO,W 23-3,,0,0,,0,0.0,0,0
29,2017,2017-09-17,2,24.040,CAR,,BUF,W 9-3,,0,0,,0,0.0,0,0
30,2017,2017-09-24,3,24.047,CAR,,NOR,L 13-34,,0,0,,0,0.0,0,1
31,2017,2017-10-01,4,24.054,CAR,@,NWE,W 33-30,,0,0,,0,0.0,0,0
32,2017,2017-10-08,5,24.061,CAR,@,DET,W 27-24,,0,0,,0,0.0,0,0
33,2017,2017-10-12,6,24.065,CAR,,PHI,L 23-28,,0,0,,0,0.0,1,2
34,2017,2017-10-22,7,24.075,CAR,@,CHI,L 3-17,*,0,0,,0,0.0,3,0
35,2017,2017-10-29,8,24.082,CAR,@,TAM,W 17-3,,0,0,,0,0.0,0,0
36,2017,2017-11-05,9,24.089,CAR,,ATL,W 20-17,,0,0,,0,0.0,0,0
37,2017,2017-11-13,10,24.097,CAR,,MIA,W 45-21,,0,0,,0,0.0,0,1
38,2017,2017-11-26,11,24.110,CAR,@,NYJ,W 35-27,,0,0,,0,0.0,0,1
39,2017,2017-12-03,12,24.117,CAR,@,NOR,L 21-31,,0,0,,0,0.0,2,1
40,2017,2017-12-10,13,24.124,CAR,,MIN,W 31-24,,1,12,12.00,0,0.0,0,0
41,2017,2017-12-17,14,24.131,CAR,,GNB,W 31-24,,0,0,,0,0.0,0,0
42,2017,2017-12-24,15,24.138,CAR,,TAM,W 22-19,,0,0,,0,0.0,1,0
43,2017,2017-12-31,16,24.145,CAR,@,ATL,L 10-22,,0,0,,0,0.0,0,0
44,2018,2018-09-09,1,25.032,CAR,,DAL,W 16-8,*,0,0,,0,0.0,0,1
45,2018,2018-09-16,2,25.039,CAR,@,ATL,L 24-31,*,0,0,,0,0.0,2,0
46,2018,2018-09-23,3,25.046,CAR,,CIN,W 31-21,,0,0,,0,0.0,0,2
