ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1960,1960-09-11,1,27.208,BUF,@,NYT,L 3-27,1,22,22.00,0,3,5,1.67,0,0,0,,0,0,0,,0,0,0
2,1960,1960-09-18,2,27.215,BUF,,DEN,L 21-27,3,112,37.33,2,0,0,,0,1,6,6.00,0,0,0,,0,2,12
3,1960,1960-09-23,3,27.220,BUF,@,BOS,W 13-0,1,13,13.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
4,1960,1960-10-02,4,27.229,BUF,,LAC,L 10-24,6,88,14.67,1,1,5,5.00,0,0,0,,0,0,0,,0,1,6
5,1960,1960-10-16,5,27.243,BUF,,NYT,L 13-17,3,46,15.33,1,0,0,,0,0,0,,0,0,0,,0,1,6
6,1960,1960-10-23,6,27.250,BUF,,OAK,W 38-9,2,65,32.50,1,0,0,,0,0,0,,0,2,6,3.00,0,1,6
7,1960,1960-10-30,7,27.257,BUF,,HOU,W 25-24,5,76,15.20,0,0,0,,0,0,0,,0,0,0,,0,0,0
8,1960,1960-11-06,8,27.264,BUF,,DTX,L 28-45,8,161,20.13,1,1,-1,-1.00,0,0,0,,0,0,0,,0,1,6
9,1960,1960-11-13,9,27.271,BUF,@,OAK,L 7-20,1,1,1.00,0,1,-7,-7.00,0,1,21,21.00,0,0,0,,0,0,0
10,1960,1960-11-20,10,27.278,BUF,@,LAC,W 32-3,1,7,7.00,0,4,18,4.50,0,0,0,,0,0,0,,0,0,0
11,1960,1960-11-27,11,27.285,BUF,@,DEN,T 38-38,6,134,22.33,1,0,0,,0,0,0,,0,0,0,,0,1,6
12,1960,1960-12-04,12,27.292,BUF,,BOS,W 38-14,2,18,9.00,0,3,53,17.67,1,0,0,,0,0,0,,0,1,6
13,1960,1960-12-11,13,27.299,BUF,@,HOU,L 23-31,0,0,,0,3,21,7.00,0,0,0,,0,0,0,,0,0,0
14,1960,1960-12-18,14,27.306,BUF,@,DTX,L 7-24,3,9,3.00,0,0,0,,0,2,41,20.50,0,0,0,,0,0,0
15,1961,1961-09-10,1,28.206,BUF,,DEN,L 10-22,3,34,11.33,0,2,57,28.50,1,0,0,,0,1,3,3.00,0,1,6
16,1961,1961-09-17,2,28.213,BUF,,NYT,W 41-31,1,33,33.00,1,2,61,30.50,1,2,38,19.00,0,0,0,,0,2,12
17,1961,1961-09-23,3,28.219,BUF,,BOS,L 21-23,4,37,9.25,1,0,0,,0,0,0,,0,0,0,,0,1,6
18,1961,1961-09-30,4,28.226,BUF,,SDG,L 11-19,4,52,13.00,1,0,0,,0,3,69,23.00,0,0,0,,0,1,6
19,1961,1961-10-08,5,28.234,BUF,@,HOU,W 22-12,1,16,16.00,0,5,35,7.00,0,0,0,,0,0,0,,0,0,0
20,1961,1961-10-15,6,28.241,BUF,,DTX,W 27-24,0,0,,0,4,3,0.75,0,2,46,23.00,0,0,0,,0,0,0
21,1961,1961-10-29,8,28.255,BUF,,HOU,L 16-28,0,0,,0,0,0,,0,1,17,17.00,0,0,0,,0,0,0
22,1961,1961-11-05,9,28.262,BUF,,OAK,L 22-31,4,100,25.00,1,1,14,14.00,0,0,0,,0,0,0,,0,1,6
23,1961,1961-11-12,10,28.269,BUF,@,DTX,W 30-20,1,8,8.00,0,1,7,7.00,0,1,21,21.00,0,0,0,,0,0,0
24,1961,1961-11-19,11,28.276,BUF,@,DEN,W 23-10,4,58,14.50,1,1,10,10.00,0,2,35,17.50,0,0,0,,0,1,6
25,1961,1961-11-23,12,28.280,BUF,@,NYT,L 14-21,5,53,10.60,1,1,-14,-14.00,0,1,27,27.00,0,0,0,,0,1,6
26,1961,1961-12-03,13,28.290,BUF,@,OAK,W 26-21,1,1,1.00,0,0,0,,0,1,22,22.00,0,0,0,,0,0,0
27,1961,1961-12-10,14,28.297,BUF,@,SDG,L 10-28,3,69,23.00,0,0,0,,0,3,54,18.00,0,0,0,,0,0,0
28,1962,1962-09-09,1,29.205,BUF,,HOU,L 23-28,2,20,10.00,1,1,12,12.00,0,1,4,4.00,0,0,0,,0,1,6
29,1962,1962-09-15,2,29.211,BUF,,DEN,L 20-23,3,54,18.00,0,1,-3,-3.00,0,0,0,,0,0,0,,0,0,0
30,1962,1962-09-22,3,29.218,BUF,,NYT,L 6-17,2,28,14.00,1,0,0,,0,0,0,,0,0,0,,0,1,6
31,1962,1962-09-30,4,29.226,BUF,@,DTX,L 21-41,3,24,8.00,0,1,-3,-3.00,0,0,10,,0,0,,,0,0,0
32,1962,1962-10-07,5,29.233,BUF,@,HOU,L 14-17,1,9,9.00,0,1,-1,-1.00,0,1,20,20.00,0,0,0,,0,0,0
33,1962,1962-10-13,6,29.239,BUF,,SDG,W 35-10,2,45,22.50,1,0,0,,0,0,0,,0,0,0,,0,1,6
34,1962,1962-10-20,7,29.246,BUF,,OAK,W 14-6,1,37,37.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
35,1962,1962-10-28,8,29.254,BUF,@,DEN,W 45-38,2,87,43.50,1,1,-12,-12.00,0,4,91,22.75,0,0,0,,0,1,6
36,1962,1962-11-03,9,29.260,BUF,,BOS,T 28-28,2,41,20.50,0,0,0,,0,1,93,93.00,1,0,0,,0,1,6
37,1962,1962-11-11,10,29.268,BUF,@,SDG,W 40-20,3,89,29.67,1,0,0,,0,0,0,,0,0,0,,0,1,6
38,1962,1962-11-18,11,29.275,BUF,@,OAK,W 10-6,2,13,6.50,0,2,47,23.50,0,0,0,,0,0,0,,0,0,0
39,1962,1962-11-23,12,29.280,BUF,@,BOS,L 10-21,6,80,13.33,0,0,0,,0,0,0,,0,0,0,,0,0,0
40,1962,1962-12-02,13,29.289,BUF,,DTX,W 23-14,3,30,10.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
41,1962,1962-12-08,14,29.295,BUF,@,NYT,W 20-3,1,14,14.00,0,0,0,,0,0,13,,0,0,,,0,0,0
42,1963,1963-09-08,1,30.204,BUF,@,SDG,L 10-14,1,17,17.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
43,1963,1963-09-15,2,30.211,BUF,@,OAK,L 17-35,6,131,21.83,2,0,0,,0,1,2,2.00,0,0,0,,0,2,12
44,1963,1963-09-22,3,30.218,BUF,,KAN,T 27-27,5,100,20.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
45,1963,1963-09-28,4,30.224,BUF,,HOU,L 20-31,3,45,15.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
46,1963,1963-10-05,5,30.231,BUF,,OAK,W 12-0,1,5,5.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
47,1963,1963-10-13,6,30.239,BUF,@,KAN,W 35-26,2,96,48.00,1,0,0,,0,0,0,,0,0,0,,0,1,6
48,1963,1963-10-20,7,30.246,BUF,@,HOU,L 14-28,5,65,13.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
49,1963,1963-10-26,8,30.252,BUF,,BOS,W 28-21,5,58,11.60,0,0,0,,0,2,75,37.50,0,0,0,,0,0,0
50,1963,1963-11-03,9,30.260,BUF,@,DEN,W 30-28,5,119,23.80,0,0,0,,0,2,41,20.50,0,0,0,,0,0,0
51,1963,1963-11-09,10,30.266,BUF,,DEN,W 27-17,2,26,13.00,0,0,0,,0,2,50,25.00,0,0,0,,0,0,0
52,1963,1963-11-17,11,30.274,BUF,,SDG,L 13-23,6,112,18.67,0,0,0,,0,3,94,31.33,0,0,0,,0,0,0
53,1963,1963-12-01,12,30.288,BUF,@,BOS,L 7-17,5,55,11.00,0,0,0,,0,1,26,26.00,0,0,0,,0,0,0
54,1963,1963-12-08,13,30.295,BUF,,NYJ,W 45-14,3,53,17.67,1,0,0,,0,1,32,32.00,0,0,0,,0,1,6
55,1963,1963-12-14,14,30.301,BUF,@,NYJ,W 19-10,4,77,19.25,0,0,0,,0,1,13,13.00,0,0,0,,0,0,0
56,1964,1964-09-13,1,31.210,BUF,,KAN,W 34-17,6,84,14.00,1,0,0,,0,0,0,,0,0,0,,0,1,6
