ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,2002,2002-09-08,1,23.229,BAL,@,CAR,L 7-10,,,,,,,
2,2002,2002-09-15,2,23.236,BAL,,TAM,L 0-25,,,,,,,
3,2002,2002-09-30,3,23.251,BAL,,DEN,W 34-23,,,,,,,
4,2002,2002-10-06,4,23.257,BAL,@,CLE,W 26-21,,,,,,,
5,2002,2002-10-13,5,23.264,BAL,@,IND,L 20-22,,,,,,,
6,2002,2002-10-20,6,23.271,BAL,,JAX,W 17-10,,,,,,,
7,2002,2002-10-27,7,23.278,BAL,,PIT,L 18-31,,,,,,,
8,2002,2002-11-03,8,23.285,BAL,@,ATL,L 17-20,,,,,,,
9,2002,2002-11-10,9,23.292,BAL,,CIN,W 38-27,,,,,,,
10,2002,2002-11-17,10,23.299,BAL,@,MIA,L 7-26,,,,,,,
11,2002,2002-11-24,11,23.306,BAL,,TEN,W 13-12,,0,0,0.0,1,0,0
12,2002,2002-12-01,12,23.313,BAL,@,CIN,W 27-23,,1,6,0.0,1,98,1
13,2002,2002-12-08,13,23.320,BAL,,NOR,L 25-37,,,,,,,
14,2002,2002-12-15,14,23.327,BAL,@,HOU,W 23-19,,0,0,0.0,1,0,0
15,2002,2002-12-22,15,23.334,BAL,,CLE,L 13-14,,,,,,,
16,2002,2002-12-29,16,23.341,BAL,@,PIT,L 31-34,,,,,,,
17,2003,2003-09-07,1,24.228,BAL,@,PIT,L 15-34,,,,,,,
18,2003,2003-09-14,2,24.235,BAL,,CLE,W 33-13,,,,,,,
19,2003,2003-09-21,3,24.242,BAL,@,SDG,W 24-10,,,,,,,
20,2003,2003-09-28,4,24.249,BAL,,KAN,L 10-17,,,,,,,
21,2003,2003-10-12,5,24.263,BAL,@,ARI,W 26-18,,,,,,,
22,2003,2003-10-19,6,24.270,BAL,@,CIN,L 26-34,,,,,,,
23,2003,2003-10-26,7,24.277,BAL,,DEN,W 26-6,,,,,,,
24,2003,2003-11-02,8,24.284,BAL,,JAX,W 24-17,,,,,,,
25,2003,2003-11-09,9,24.291,BAL,@,STL,L 22-33,*,,,,,,
26,2003,2003-11-16,10,24.298,BAL,@,MIA,L 6-9,,,,,,,
27,2003,2003-11-23,11,24.305,BAL,,SEA,W 44-41,,,,,,,
28,2003,2003-11-30,12,24.312,BAL,,SFO,W 44-6,,,,,,,
29,2003,2003-12-07,13,24.319,BAL,,CIN,W 31-13,,,,,,,
30,2003,2003-12-14,14,24.326,BAL,@,OAK,L 12-20,,,,,,,
31,2003,2003-12-21,15,24.333,BAL,@,CLE,W 35-0,,1,6,0.0,1,52,1
32,2003,2003-12-28,16,24.340,BAL,,PIT,W 13-10,,0,0,1.0,0,0,0
33,2004,2004-09-12,1,25.234,BAL,@,CLE,L 3-20,,,,,,,
34,2004,2004-09-19,2,25.241,BAL,,PIT,W 30-13,,0,0,1.0,0,0,0
35,2004,2004-09-26,3,25.248,BAL,@,CIN,W 23-9,,0,0,0.0,1,18,0
36,2004,2004-10-04,4,25.256,BAL,,KAN,L 24-27,,,,,,,
37,2004,2004-10-10,5,25.262,BAL,@,WAS,W 17-10,,,,,,,
38,2004,2004-10-24,6,25.276,BAL,,BUF,W 20-6,,0,0,0.0,1,94,0
39,2004,2004-10-31,7,25.283,BAL,@,PHI,L 10-15,,,,,,,
40,2004,2004-11-07,8,25.290,BAL,,CLE,W 27-13,,,,,,,
41,2004,2004-11-14,9,25.297,BAL,@,NYJ,W 20-17,,0,0,1.0,0,0,0
42,2004,2004-11-21,10,25.304,BAL,,DAL,W 30-10,,1,6,0.0,1,44,1
43,2004,2004-11-28,11,25.311,BAL,@,NWE,L 3-24,*,,,,,,
44,2004,2004-12-05,12,25.318,BAL,,CIN,L 26-27,,,,,,,
45,2004,2004-12-12,13,25.325,BAL,,NYG,W 37-14,,,,,,,
46,2004,2004-12-19,14,25.332,BAL,@,IND,L 10-20,,,,,,,
47,2004,2004-12-26,15,25.339,BAL,@,PIT,L 7-20,,,,,,,
48,2004,2005-01-02,16,25.346,BAL,,MIA,W 30-23,,,,,,,
49,2005,2005-09-11,1,26.232,BAL,,IND,L 7-24,,,,,,,
50,2005,2005-09-18,2,26.239,BAL,@,TEN,L 10-25,,,,,,,
51,2005,2005-10-02,3,26.253,BAL,,NYJ,W 13-3,,,,,,,
52,2005,2005-10-09,4,26.260,BAL,@,DET,L 17-35,,,,,,,
53,2005,2005-10-16,5,26.267,BAL,,CLE,W 16-3,,,,,,,
54,2005,2005-10-23,6,26.274,BAL,@,CHI,L 6-10,*,,,,,,
55,2005,2005-10-31,7,26.282,BAL,@,PIT,L 19-20,*,,,,,,
56,2005,2005-11-06,8,26.288,BAL,,CIN,L 9-21,,,,,,,
57,2005,2005-11-13,9,26.295,BAL,@,JAX,L 3-30,*,,,,,,
58,2005,2005-11-20,10,26.302,BAL,,PIT,W 16-13,,,,,,,
59,2005,2005-11-27,11,26.309,BAL,@,CIN,L 29-42,,,,,,,
60,2005,2005-12-04,12,26.316,BAL,,HOU,W 16-15,,,,,,,
61,2005,2005-12-11,13,26.323,BAL,@,DEN,L 10-12,,,,,,,
62,2005,2005-12-19,14,26.331,BAL,,GNB,W 48-3,,0,0,1.0,1,0,0
