ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,2015,2015-09-13,1,23.142,ARI,,NOR,W 31-19,,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,2,15,7.50,0,0,0
2,2015,2015-09-20,2,23.149,ARI,@,CHI,W 48-23,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,1,0,0.00,0,0,0
3,2015,2015-10-26,7,23.185,ARI,,BAL,W 26-18,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0
4,2015,2015-11-01,8,23.191,ARI,@,CLE,W 34-20,*,4,3,70,23.33,0,75.0%,17.50,1,0,0.00,0,0,0,,0,0,0,,0,0,0
5,2015,2015-11-22,10,23.212,ARI,,CIN,W 34-31,,6,4,142,35.50,1,66.7%,23.67,0,0,,0,0,0,,0,0,0,,0,1,6
6,2015,2015-11-29,11,23.219,ARI,@,SFO,W 19-13,,5,2,53,26.50,0,40.0%,10.60,0,0,,0,0,0,,0,0,0,,0,0,0
7,2015,2015-12-06,12,23.226,ARI,@,STL,W 27-3,,3,2,34,17.00,1,66.7%,11.33,0,0,,0,0,0,,0,0,0,,0,1,6
8,2015,2015-12-10,13,23.230,ARI,,MIN,W 23-20,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,0
9,2015,2015-12-20,14,23.240,ARI,@,PHI,W 40-17,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,0
10,2015,2015-12-27,15,23.247,ARI,,GNB,W 38-8,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0
11,2015,2016-01-03,16,23.254,ARI,,SEA,L 6-36,,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,1,-2,-2.00,0,0,0
12,2016,2016-09-11,1,24.140,ARI,,NWE,L 21-23,,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,0,0,,0,0,0
13,2016,2016-09-25,3,24.154,ARI,@,BUF,L 18-33,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0
14,2016,2016-10-02,4,24.161,ARI,,LAR,L 13-17,,1,1,24,24.00,0,100.0%,24.00,0,0,,0,0,0,,0,0,0,,0,0,0
15,2016,2016-10-06,5,24.165,ARI,@,SFO,W 33-21,,1,0,0,,0,0.0%,0.00,0,0,,0,2,53,26.50,0,0,0,,0,0,0
16,2016,2016-10-17,6,24.176,ARI,,NYJ,W 28-3,,2,2,16,8.00,0,100.0%,8.00,2,23,11.50,0,0,0,,0,0,0,,0,0,0
17,2016,2016-10-23,7,24.182,ARI,,SEA,T 6-6,,7,3,84,28.00,0,42.9%,12.00,1,4,4.00,0,0,0,,0,0,0,,0,0,0
18,2016,2016-10-30,8,24.189,ARI,@,CAR,L 20-30,*,12,8,79,9.88,2,66.7%,6.58,0,0,,0,0,0,,0,0,0,,0,2,12
