ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
19,1977,1977-10-16,5,23.288,DET,,GNB,W 10-6,2,40,20.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
20,1977,1977-10-23,6,23.295,DET,@,SFO,L 7-28,1,4,4.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
21,1977,1977-10-30,7,23.302,DET,@,DAL,L 0-37,,,,,,,,,,,,,,,,,,,,,,,,,
22,1977,1977-11-06,8,23.309,DET,,SDG,W 20-0,0,0,,0,2,14,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
23,1977,1977-11-13,9,23.316,DET,@,ATL,L 6-17,1,17,17.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
24,1977,1977-11-20,10,23.323,DET,,TAM,W 16-7,2,33,16.50,0,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
25,1977,1977-11-24,11,23.327,DET,,CHI,L 14-31,6,64,10.67,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
26,1977,1977-12-04,12,23.337,DET,@,GNB,L 9-10,4,55,13.75,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
27,1977,1977-12-11,13,23.344,DET,@,BAL,W 13-10,2,7,3.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
28,1977,1977-12-17,14,23.350,DET,,MIN,L 21-30,3,96,32.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
29,1978,1978-09-03,1,24.245,DET,,GNB,L 7-13,5,64,12.80,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
30,1978,1978-09-09,2,24.251,DET,@,TAM,W 15-7,1,-2,-2.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
31,1978,1978-09-17,3,24.259,DET,,CHI,L 0-19,,,,,,,,,,,,,,,,,,,,,,,,,
32,1978,1978-09-24,4,24.266,DET,@,SEA,L 16-28,3,29,9.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
33,1978,1978-10-01,5,24.273,DET,@,GNB,L 14-35,2,19,9.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
34,1978,1978-10-08,6,24.280,DET,,WAS,L 19-21,4,54,13.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
35,1978,1978-10-15,7,24.287,DET,@,ATL,L 0-14,2,27,13.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
36,1978,1978-10-22,8,24.294,DET,,SDG,W 31-14,3,29,9.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
37,1978,1978-10-29,9,24.301,DET,@,CHI,W 21-17,6,60,10.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
38,1978,1978-11-05,10,24.308,DET,@,MIN,L 7-17,3,33,11.00,0,1,13,13.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
39,1978,1978-11-12,11,24.315,DET,,TAM,W 34-23,7,106,15.14,2,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12
40,1978,1978-11-19,12,24.322,DET,@,OAK,L 17-29,4,40,10.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
41,1978,1978-11-23,13,24.326,DET,,DEN,W 17-14,4,56,14.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
42,1978,1978-12-03,14,24.336,DET,@,STL,L 14-21,2,26,13.00,1,1,-4,-4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
43,1978,1978-12-09,15,24.342,DET,,MIN,W 45-14,3,29,9.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
44,1978,1978-12-17,16,24.350,DET,,SFO,W 33-14,4,63,15.75,0,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
45,1979,1979-09-01,1,25.243,DET,@,TAM,L 16-31,5,48,9.60,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
46,1979,1979-09-09,2,25.251,DET,,WAS,L 24-27,5,57,11.40,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
47,1979,1979-09-16,3,25.258,DET,@,NYJ,L 10-31,5,50,10.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
48,1979,1979-09-23,4,25.265,DET,,ATL,W 24-23,3,61,20.33,0,1,15,15.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
49,1979,1979-09-30,5,25.272,DET,,MIN,L 10-13,,,,,,,,,,,,,,,,,,,,,,,,,
50,1979,1979-10-07,6,25.279,DET,@,NWE,L 17-24,3,35,11.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
51,1979,1979-10-14,7,25.286,DET,@,GNB,L 16-24,1,9,9.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
52,1979,1979-10-21,8,25.293,DET,@,NOR,L 7-17,4,44,11.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
53,1979,1979-10-28,9,25.300,DET,,BUF,L 17-20,3,49,16.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
54,1979,1979-11-04,10,25.307,DET,@,CHI,L 7-35,,,,,,,,,,,,,,,,,,,,,,,,,
55,1979,1979-11-11,11,25.314,DET,,TAM,L 14-16,6,61,10.17,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
56,1979,1979-11-18,12,25.321,DET,@,MIN,L 7-14,5,65,13.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
57,1979,1979-11-22,13,25.325,DET,,CHI,W 20-0,4,59,14.75,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
58,1979,1979-12-02,14,25.335,DET,@,PHI,L 7-44,,,,,,,,,,,,,,,,,,,,,,,,,
59,1979,1979-12-09,15,25.342,DET,,MIA,L 10-28,1,21,21.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
60,1979,1979-12-15,16,25.348,DET,,GNB,L 13-18,2,10,5.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
61,1980,1980-09-07,1,26.250,DET,@,RAM,W 41-20,3,48,16.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
62,1980,1980-09-14,2,26.257,DET,@,GNB,W 29-7,2,18,9.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
63,1980,1980-09-21,3,26.264,DET,,STL,W 20-7,1,6,6.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
64,1980,1980-09-28,4,26.271,DET,,MIN,W 27-7,4,44,11.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
65,1980,1980-10-05,5,26.278,DET,@,ATL,L 28-43,3,29,9.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
66,1980,1980-10-12,6,26.285,DET,,NOR,W 24-13,2,21,10.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
67,1980,1980-10-19,7,26.292,DET,@,CHI,L 7-24,3,31,10.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
68,1980,1980-10-26,8,26.299,DET,@,KAN,L 17-20,1,12,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
69,1980,1980-11-02,9,26.306,DET,,SFO,W 17-13,2,22,11.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
70,1980,1980-11-09,10,26.313,DET,@,MIN,L 0-34,1,17,17.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
71,1980,1980-11-16,11,26.320,DET,,BAL,L 9-10,,,,,,,,,,,,,,,,,,,,,,,,,
72,1980,1980-11-23,12,26.327,DET,@,TAM,W 24-10,7,31,4.43,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
73,1980,1980-11-27,13,26.331,DET,,CHI,L 17-23,1,14,14.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
74,1980,1980-12-07,14,26.341,DET,@,STL,L 23-24,2,20,10.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
75,1980,1980-12-14,15,26.348,DET,,TAM,W 27-14,4,69,17.25,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
76,1980,1980-12-21,16,26.355,DET,,GNB,W 24-3,3,42,14.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
77,1981,1981-09-06,1,27.248,DET,,SFO,W 24-17,0,0,,0,,,,,,,,,,,,,,,,,,,,,
78,1981,1981-09-13,2,27.255,DET,@,SDG,L 23-28,0,0,,0,,,,,,,,,,,,,,,,,,,,,
79,1981,1981-09-20,3,27.262,DET,@,MIN,L 24-26,1,18,18.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
80,1981,1981-09-27,4,27.269,DET,,OAK,W 16-0,4,34,8.50,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
81,1981,1981-10-04,5,27.276,DET,@,TAM,L 10-28,3,46,15.33,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
82,1981,1981-10-11,6,27.283,DET,@,DEN,L 21-27,0,0,,0,,,,,,,,,,,,,,,,,,,,,
83,1981,1981-10-19,7,27.291,DET,,CHI,W 48-17,3,29,9.67,1,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
84,1981,1981-10-25,8,27.297,DET,,GNB,W 31-27,9,98,10.89,1,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
85,1981,1981-11-01,9,27.304,DET,@,RAM,L 13-20,3,67,22.33,1,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
86,1981,1981-11-08,10,27.311,DET,@,WAS,L 31-33,1,20,20.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
87,1981,1981-11-15,11,27.318,DET,,DAL,W 27-24,4,92,23.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
88,1981,1981-11-26,13,27.329,DET,,KAN,W 27-10,1,10,10.00,1,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
89,1981,1981-12-06,14,27.339,DET,@,GNB,L 17-31,1,15,15.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
90,1981,1981-12-12,15,27.345,DET,,MIN,W 45-7,0,0,,0,,,,,,,,,,,,,,,,,,,,,
91,1981,1981-12-20,16,27.353,DET,,TAM,L 17-20,3,33,11.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
92,1982,1982-09-12,1,28.254,DET,,CHI,W 17-10,5,55,11.00,1,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
93,1982,1982-09-19,2,28.261,DET,@,RAM,W 19-14,2,13,6.50,1,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
94,1982,1982-11-21,3,28.324,DET,@,CHI,L 17-20,2,21,10.50,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
95,1982,1982-11-25,4,28.328,DET,,NYG,L 6-13,0,0,,0,,,,,,,,,,,,,,,,,,,,,
96,1982,1982-12-06,5,28.339,DET,,NYJ,L 13-28,0,0,,0,,,,,,,,,,,,,,,,,,,,,
97,1982,1982-12-12,6,28.345,DET,@,GNB,W 30-10,1,23,23.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
98,1982,1982-12-19,7,28.352,DET,,MIN,L 31-34,5,47,9.40,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
99,1982,1982-12-26,8,28.359,DET,@,TAM,L 21-23,3,49,16.33,1,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
100,1982,1983-01-02,9,29.001,DET,,GNB,W 27-24,4,44,11.00,1,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
101,1983,1983-09-04,1,29.246,RAM,@,NYG,W 16-6,3,26,8.67,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
102,1983,1983-09-11,2,29.253,RAM,,NOR,W 30-27,4,63,15.75,1,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
103,1983,1983-09-18,3,29.260,RAM,@,GNB,L 24-27,2,25,12.50,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
104,1983,1983-09-25,4,29.267,RAM,@,NYJ,L 24-27,1,7,7.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
105,1983,1983-10-02,5,29.274,RAM,,DET,W 21-10,2,24,12.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
106,1983,1983-10-09,6,29.281,RAM,@,SFO,W 10-7,2,11,5.50,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
107,1983,1983-10-16,7,29.288,RAM,,ATL,W 27-21,0,0,,0,,,,,,,,,,,,,,,,,,,,,
108,1983,1983-10-23,8,29.295,RAM,,SFO,L 35-45,0,0,,0,,,,,,,,,,,,,,,,,,,,,
109,1983,1983-10-30,9,29.302,RAM,@,MIA,L 14-30,3,36,12.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
110,1983,1983-11-06,10,29.309,RAM,,CHI,W 21-14,0,0,,0,,,,,,,,,,,,,,,,,,,,,
111,1983,1983-11-14,11,29.317,RAM,@,ATL,W 36-13,2,18,9.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
112,1983,1983-11-20,12,29.323,RAM,,WAS,L 20-42,2,24,12.00,1,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
113,1983,1983-11-27,13,29.330,RAM,,BUF,W 41-17,3,26,8.67,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
114,1983,1983-12-04,14,29.337,RAM,@,PHI,L 9-13,2,15,7.50,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
115,1983,1983-12-11,15,29.344,RAM,,NWE,L 7-21,2,5,2.50,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
116,1983,1983-12-18,16,29.351,RAM,@,NOR,W 26-24,0,0,,0,,,,,,,,,,,,,,,,,,,,,
117,1984,1984-09-03,1,30.246,RAM,,DAL,L 13-20,1,5,5.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
118,1984,1984-09-09,2,30.252,RAM,,CLE,W 20-17,2,23,11.50,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
119,1984,1984-09-16,3,30.259,RAM,@,PIT,L 14-24,1,6,6.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
120,1984,1984-09-23,4,30.266,RAM,@,CIN,W 24-14,5,60,12.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
121,1984,1984-09-30,5,30.273,RAM,,NYG,W 33-12,2,11,5.50,1,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
122,1984,1984-10-07,6,30.280,RAM,,ATL,L 28-30,3,32,10.67,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
123,1984,1984-10-14,7,30.287,RAM,@,NOR,W 28-10,,,,,,,,,,,,,,,,,,,,,,,,,
124,1984,1984-10-22,8,30.295,RAM,@,ATL,W 24-10,2,13,6.50,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
125,1984,1984-10-28,9,30.301,RAM,,SFO,L 0-33,4,31,7.75,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
126,1984,1984-11-04,10,30.308,RAM,@,STL,W 16-13,0,0,,0,,,,,,,,,,,,,,,,2,33,16.50,0,,
127,1984,1984-11-11,11,30.315,RAM,,CHI,W 29-13,0,0,,0,,,,,,,,,,,,,,,,1,7,7.00,0,,
128,1984,1984-11-18,12,30.322,RAM,@,GNB,L 6-31,5,38,7.60,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
129,1984,1984-11-25,13,30.329,RAM,@,TAM,W 34-33,1,9,9.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
130,1984,1984-12-02,14,30.336,RAM,,NOR,W 34-21,1,3,3.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
131,1984,1984-12-09,15,30.343,RAM,,HOU,W 27-16,3,43,14.33,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
132,1984,1984-12-14,16,30.348,RAM,@,SFO,L 16-19,1,26,26.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
133,1985,1985-09-08,1,31.250,RAM,,DEN,W 20-16,4,41,10.25,1,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
134,1985,1985-09-15,2,31.257,RAM,@,PHI,W 17-6,1,5,5.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
135,1985,1985-09-23,3,31.265,RAM,@,SEA,W 35-24,1,6,6.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
136,1985,1985-09-29,4,31.271,RAM,,ATL,W 17-6,2,16,8.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
137,1985,1985-10-06,5,31.278,RAM,,MIN,W 13-10,3,24,8.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
138,1985,1985-10-13,6,31.285,RAM,@,TAM,W 31-27,0,0,,0,,,,,,,,,,,,,,,,,,,,,
139,1985,1985-10-20,7,31.292,RAM,@,KAN,W 16-0,0,0,,0,,,,,,,,,,,,,,,,,,,,,
140,1985,1985-10-27,8,31.299,RAM,,SFO,L 14-28,3,35,11.67,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
141,1985,1985-11-03,9,31.306,RAM,,NOR,W 28-10,1,11,11.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
142,1985,1985-11-10,10,31.313,RAM,@,NYG,L 19-24,1,12,12.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
143,1985,1985-11-17,11,31.320,RAM,@,ATL,L 14-30,1,3,3.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
144,1985,1985-11-24,12,31.327,RAM,,GNB,W 34-17,3,16,5.33,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
145,1985,1985-12-01,13,31.334,RAM,@,NOR,L 3-29,1,4,4.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
146,1985,1985-12-09,14,31.342,RAM,@,SFO,W 27-20,4,25,6.25,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
147,1985,1985-12-15,15,31.348,RAM,,STL,W 46-14,1,37,37.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
148,1985,1985-12-23,16,31.356,RAM,,RAI,L 6-16,3,36,12.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
149,1986,1986-09-07,1,32.249,RAM,@,STL,W 16-10,0,0,,0,,,,,,,,,,,,,,,,,,,,,
150,1986,1986-09-14,2,32.256,RAM,,SFO,W 16-13,1,10,10.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
151,1986,1986-09-21,3,32.263,RAM,@,IND,W 24-7,1,8,8.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
152,1986,1986-09-28,4,32.270,RAM,@,PHI,L 20-34,0,0,,0,,,,,,,,,,,,,,,,,,,,,
153,1986,1986-10-05,5,32.277,RAM,,TAM,W 26-20,1,4,4.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
154,1986,1986-10-12,6,32.284,RAM,@,ATL,L 14-26,0,0,,0,,,,,,,,,,,,,,,,,,,,,
155,1986,1986-10-19,7,32.291,RAM,,DET,W 14-10,0,0,,0,,,,,,,,,,,,,,,,,,,,,
156,1986,1986-10-26,8,32.298,RAM,,ATL,W 14-7,1,15,15.00,1,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
157,1986,1986-11-03,9,32.306,RAM,@,CHI,W 20-17,0,0,,0,,,,,,,,,,,,,,,,,,,,,
158,1986,1986-11-09,10,32.312,RAM,@,NOR,L 0-6,1,15,15.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
159,1986,1986-11-16,11,32.319,RAM,,NWE,L 28-30,1,23,23.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
160,1986,1986-11-23,12,32.326,RAM,,NOR,W 26-13,1,8,8.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
161,1986,1986-11-30,13,32.333,RAM,@,NYJ,W 17-3,1,18,18.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
162,1986,1986-12-07,14,32.340,RAM,,DAL,W 29-10,1,14,14.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
163,1986,1986-12-14,15,32.347,RAM,,MIA,L 31-37,3,42,14.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
164,1986,1986-12-19,16,32.352,RAM,@,SFO,L 14-24,2,45,22.50,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
165,1987,1987-09-13,1,33.255,RAM,@,HOU,L 16-20,0,0,,0,,,,,,,,,,,,,,,,,,,,,
166,1987,1987-09-20,2,33.262,RAM,,MIN,L 16-21,3,18,6.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
167,1987,1987-10-26,6,33.298,RAM,@,CLE,L 17-30,2,14,7.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
168,1987,1987-11-01,7,33.304,RAM,,SFO,L 10-31,0,0,,0,,,,,,,,,,,,,,,,,,,,,
169,1987,1987-11-08,8,33.311,RAM,,NOR,L 14-31,1,22,22.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
170,1987,1987-11-15,9,33.318,RAM,@,STL,W 27-24,2,13,6.50,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
171,1987,1987-11-23,10,33.326,RAM,@,WAS,W 30-26,0,0,,0,,,,,,,,,,,,,,,,,,,,,
172,1987,1987-11-29,11,33.332,RAM,,TAM,W 35-3,1,24,24.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
173,1987,1987-12-06,12,33.339,RAM,@,DET,W 37-16,0,0,,0,,,,,,,,,,,,,,,,,,,,,
174,1987,1987-12-13,13,33.346,RAM,,ATL,W 33-0,1,10,10.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
175,1987,1987-12-21,14,33.354,RAM,,DAL,L 21-29,0,0,,0,,,,,,,,,,,,,,,,,,,,,
176,1987,1987-12-27,15,33.360,RAM,@,SFO,L 0-48,1,4,4.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
