ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1954,1954-12-11,12,24.255,BAL,@,SFO,L 7-10,1,49,49.00,0,0,
2,1955,1955-09-25,1,25.178,BAL,,CHI,W 23-17,1,12,12.00,0,0,
3,1955,1955-10-01,2,25.184,BAL,,DET,W 28-13,2,25,12.50,1,1,
4,1955,1955-10-08,3,25.191,BAL,@,GNB,W 24-20,3,62,20.67,1,1,
5,1955,1955-10-23,5,25.206,BAL,,WAS,L 13-14,2,21,10.50,0,0,
6,1955,1955-10-29,6,25.212,BAL,,GNB,W 14-10,1,20,20.00,0,0,
7,1955,1955-11-05,7,25.219,BAL,@,DET,L 14-24,4,81,20.25,1,1,
8,1955,1955-11-13,8,25.227,BAL,@,NYG,L 7-17,5,60,12.00,1,1,
9,1955,1955-11-20,9,25.234,BAL,,RAM,T 17-17,4,68,17.00,1,1,
10,1955,1955-11-27,10,25.241,BAL,,SFO,W 26-14,2,32,16.00,1,1,
11,1955,1955-12-04,11,25.248,BAL,@,RAM,L 14-20,5,52,10.40,0,0,
12,1955,1955-12-11,12,25.255,BAL,@,SFO,L 24-35,4,85,21.25,1,1,
13,1956,1956-09-30,1,26.183,BAL,,CHI,W 28-21,4,70,17.50,0,0,
14,1956,1956-10-14,3,26.197,BAL,@,GNB,L 33-38,3,32,10.67,0,0,
15,1956,1956-10-21,4,26.204,BAL,@,CHI,L 27-58,5,109,21.80,1,1,
16,1956,1956-10-28,5,26.211,BAL,,GNB,W 28-21,2,18,9.00,1,1,
17,1956,1956-11-11,6,26.225,BAL,@,CLE,W 21-7,2,7,3.50,0,0,
18,1956,1956-11-18,7,26.232,BAL,@,DET,L 3-27,3,41,13.67,0,0,
19,1956,1956-11-25,8,26.239,BAL,,RAM,W 56-21,5,112,22.40,2,2,
20,1956,1956-12-02,9,26.246,BAL,,SFO,L 17-20,6,74,12.33,0,0,
21,1956,1956-12-09,10,26.253,BAL,@,RAM,L 7-31,4,62,15.50,1,1,
22,1956,1956-12-16,11,26.260,BAL,@,SFO,L 17-30,4,62,15.50,0,0,
23,1956,1956-12-23,12,26.267,BAL,,WAS,W 19-17,6,128,21.33,1,1,
24,1957,1957-09-29,1,27.182,BAL,,DET,W 34-14,2,49,24.50,1,1,
25,1957,1957-10-05,2,27.188,BAL,,CHI,W 21-10,5,46,9.20,1,1,
26,1957,1957-10-13,3,27.196,BAL,@,GNB,W 45-17,5,80,16.00,3,3,
27,1957,1957-10-20,4,27.203,BAL,@,DET,L 27-31,5,107,21.40,2,2,
