ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,2010,2010-11-21,10,26.190,BAL,@,CAR,W 37-13,,,,,
2,2010,2010-11-28,11,26.197,BAL,,TAM,W 17-10,,,,,
3,2011,2011-09-18,2,27.126,BAL,@,TEN,L 13-26,,0,2,,0
4,2011,2011-09-25,3,27.133,BAL,@,STL,W 37-7,,,,,
5,2011,2011-10-02,4,27.140,BAL,,NYJ,W 34-17,,,,,
6,2011,2011-10-16,5,27.154,BAL,,HOU,W 29-14,,,,,
7,2011,2011-10-24,6,27.162,BAL,@,JAX,L 7-12,,,,,
8,2011,2011-10-30,7,27.168,BAL,,ARI,W 30-27,,,,,
9,2011,2011-11-06,8,27.175,BAL,@,PIT,W 23-20,,,,,
10,2011,2011-11-20,10,27.189,BAL,,CIN,W 31-24,,,,,
11,2011,2011-12-04,12,27.203,STL,@,SFO,L 0-26,,,,,
12,2011,2011-12-12,13,27.211,STL,@,SEA,L 13-30,*,,,,
13,2011,2011-12-18,14,27.217,STL,,CIN,L 13-20,*,0,0,,0
14,2011,2011-12-24,15,27.223,STL,@,PIT,L 0-27,*,,,,
15,2011,2012-01-01,16,27.231,STL,,SFO,L 27-34,*,,,,
16,2012,2012-11-18,10,28.187,KAN,,CIN,L 6-28,,,,,
17,2012,2012-11-25,11,28.194,KAN,,DEN,L 9-17,,,,,
18,2012,2012-12-23,15,28.222,KAN,,IND,L 13-20,,,,,
19,2012,2012-12-30,16,28.229,KAN,@,DEN,L 3-38,,,,,
