ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks
1,1990,1990-09-09,1,22.162,HOU,@,ATL,L 27-47,
2,1990,1990-09-16,2,22.169,HOU,@,PIT,L 9-20,
3,1990,1990-09-23,3,22.176,HOU,,IND,W 24-10,
4,1990,1990-09-30,4,22.183,HOU,@,SDG,W 17-7,
5,1990,1990-10-07,5,22.190,HOU,,SFO,L 21-24,
6,1990,1990-10-14,6,22.197,HOU,,CIN,W 48-17,
7,1990,1990-10-21,7,22.204,HOU,,NOR,W 23-10,
8,1990,1990-10-28,8,22.211,HOU,,NYJ,L 12-17,
9,1990,1990-11-04,9,22.218,HOU,@,RAM,L 13-17,0.5
10,1990,1990-11-18,10,22.232,HOU,@,CLE,W 35-23,
11,1990,1990-11-26,11,22.240,HOU,,BUF,W 27-24,
12,1990,1990-12-02,12,22.246,HOU,@,SEA,L 10-13,
13,1990,1990-12-09,13,22.253,HOU,,CLE,W 58-14,
14,1990,1990-12-16,14,22.260,HOU,@,KAN,W 27-10,
15,1990,1990-12-23,15,22.267,HOU,@,CIN,L 20-40,
16,1990,1990-12-30,16,22.274,HOU,,PIT,W 34-14,
17,1991,1991-10-06,5,23.189,HOU,,DEN,W 42-14,
18,1991,1991-10-13,6,23.196,HOU,@,NYJ,W 23-20,1.0
19,1991,1991-10-20,7,23.203,HOU,@,MIA,W 17-13,
20,1991,1991-10-27,8,23.210,HOU,,CIN,W 35-3,
21,1991,1991-11-03,9,23.217,HOU,@,WAS,L 13-16,
22,1991,1991-11-10,10,23.224,HOU,,DAL,W 26-23,
23,1991,1991-11-17,11,23.231,HOU,,CLE,W 28-24,
24,1991,1991-11-24,12,23.238,HOU,@,PIT,L 14-26,
25,1991,1991-12-02,13,23.246,HOU,,PHI,L 6-13,
26,1991,1991-12-08,14,23.252,HOU,,PIT,W 31-6,
27,1991,1991-12-15,15,23.259,HOU,@,CLE,W 17-14,
28,1991,1991-12-21,16,23.265,HOU,@,NYG,L 20-24,
29,1992,1992-09-06,1,24.159,HOU,,PIT,L 24-29,
30,1992,1992-09-13,2,24.166,HOU,@,IND,W 20-10,
31,1992,1992-09-20,3,24.173,HOU,,KAN,W 23-20,
32,1992,1992-09-27,4,24.180,HOU,,SDG,W 27-0,
33,1992,1992-10-25,7,24.208,HOU,,CIN,W 26-10,
34,1992,1992-11-01,8,24.215,HOU,@,PIT,L 20-21,1.0
35,1992,1992-11-08,9,24.222,HOU,,CLE,L 14-24,
36,1992,1992-11-15,10,24.229,HOU,@,MIN,W 17-13,
37,1992,1992-11-22,11,24.236,HOU,@,MIA,L 16-19,
38,1992,1992-11-26,12,24.240,HOU,@,DET,W 24-21,
39,1992,1992-12-07,13,24.251,HOU,,CHI,W 24-7,
40,1992,1992-12-13,14,24.257,HOU,,GNB,L 14-16,
41,1992,1992-12-20,15,24.264,HOU,@,CLE,W 17-14,
42,1992,1992-12-27,16,24.271,HOU,,BUF,W 27-3,
43,1993,1993-11-07,8,25.221,HOU,,SEA,W 24-14,
44,1993,1993-11-14,9,25.228,HOU,@,CIN,W 38-3,
