ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1987,1987-10-04,3,23.227,NOR,,RAM,W 37-10,4,4,100.0,1,1,100.0,0,7
2,1987,1987-10-11,4,23.234,NOR,@,STL,L 19-24,1,3,33.3,,,,0,1
3,1988,1988-09-04,1,24.198,SFO,@,NOR,W 34-33,4,4,100.0,2,2,100.0,0,10
4,1988,1988-09-11,2,24.205,SFO,@,NYG,W 20-17,2,2,100.0,2,4,50.0,0,8
5,1988,1988-09-18,3,24.212,SFO,,ATL,L 17-34,2,2,100.0,1,1,100.0,0,5
6,1988,1988-09-25,4,24.219,SFO,@,SEA,W 38-7,5,5,100.0,1,4,25.0,0,8
7,1988,1988-10-02,5,24.226,SFO,,DET,W 20-13,2,2,100.0,2,2,100.0,0,8
8,1988,1988-10-09,6,24.233,SFO,,DEN,L 13-16,1,1,100.0,2,3,66.7,0,7
9,1988,1988-10-16,7,24.240,SFO,@,RAM,W 24-21,3,3,100.0,1,2,50.0,0,6
10,1988,1988-10-24,8,24.248,SFO,@,CHI,L 9-10,1,1,100.0,,1,0.0,0,1
11,1988,1988-10-30,9,24.254,SFO,,MIN,W 24-21,3,3,100.0,1,2,50.0,0,6
12,1988,1988-11-06,10,24.261,SFO,@,PHO,L 23-24,2,2,100.0,3,3,100.0,0,11
13,1988,1988-11-13,11,24.268,SFO,,RAI,L 3-9,,,,1,1,100.0,0,3
14,1988,1988-11-21,12,24.276,SFO,,WAS,W 37-21,4,5,80.0,1,1,100.0,0,7
15,1988,1988-11-27,13,24.282,SFO,@,SDG,W 48-10,6,6,100.0,2,2,100.0,0,12
16,1988,1988-12-04,14,24.289,SFO,@,ATL,W 13-3,1,1,100.0,2,4,50.0,0,7
17,1988,1988-12-11,15,24.296,SFO,,NOR,W 30-17,3,3,100.0,3,3,100.0,0,12
18,1988,1988-12-18,16,24.303,SFO,,RAM,L 16-38,1,1,100.0,3,3,100.0,0,10
19,1989,1989-09-10,1,25.203,SFO,@,IND,W 30-24,3,3,100.0,3,3,100.0,0,12
20,1989,1989-09-17,2,25.210,SFO,@,TAM,W 20-16,2,2,100.0,2,2,100.0,0,8
21,1989,1989-09-24,3,25.217,SFO,@,PHI,W 38-28,5,5,100.0,1,1,100.0,0,8
22,1989,1989-10-01,4,25.224,SFO,,RAM,L 12-13,,,,4,5,80.0,0,12
23,1989,1989-10-08,5,25.231,SFO,@,NOR,W 24-20,3,3,100.0,1,2,50.0,0,6
24,1989,1989-10-15,6,25.238,SFO,@,DAL,W 31-14,4,4,100.0,1,1,100.0,0,7
25,1989,1989-10-22,7,25.245,SFO,,NWE,W 37-20,4,5,80.0,1,3,33.3,0,7
26,1989,1989-10-29,8,25.252,SFO,@,NYJ,W 23-10,2,2,100.0,3,3,100.0,0,11
27,1989,1989-11-06,9,25.260,SFO,,NOR,W 31-13,4,4,100.0,1,1,100.0,0,7
28,1989,1989-11-12,10,25.266,SFO,,ATL,W 45-3,6,6,100.0,1,1,100.0,0,9
29,1989,1989-11-19,11,25.273,SFO,,GNB,L 17-21,2,2,100.0,1,2,50.0,0,5
30,1989,1989-11-27,12,25.281,SFO,,NYG,W 34-24,4,4,100.0,2,2,100.0,0,10
31,1989,1989-12-03,13,25.287,SFO,@,ATL,W 23-10,2,2,100.0,3,3,100.0,0,11
32,1989,1989-12-11,14,25.295,SFO,@,RAM,W 30-27,3,4,75.0,1,2,50.0,0,6
33,1989,1989-12-17,15,25.301,SFO,,BUF,W 21-10,3,3,100.0,,1,0.0,0,3
34,1989,1989-12-24,16,25.308,SFO,,CHI,W 26-0,2,2,100.0,4,4,100.0,0,14
35,1990,1990-09-10,1,26.203,SFO,@,NOR,W 13-12,1,1,100.0,2,5,40.0,0,7
36,1990,1990-09-16,2,26.209,SFO,,WAS,W 26-13,2,2,100.0,4,4,100.0,0,14
37,1990,1990-09-23,3,26.216,SFO,,ATL,W 19-13,2,2,100.0,1,3,33.3,0,5
38,1990,1990-10-07,4,26.230,SFO,@,HOU,W 24-21,3,3,100.0,1,1,100.0,0,6
39,1990,1990-10-14,5,26.237,SFO,@,ATL,W 45-35,6,6,100.0,1,1,100.0,0,9
40,1990,1990-10-21,6,26.244,SFO,,PIT,W 27-7,3,3,100.0,2,2,100.0,0,9
41,1990,1990-10-28,7,26.251,SFO,,CLE,W 20-17,2,2,100.0,2,3,66.7,0,8
42,1990,1990-11-04,8,26.258,SFO,@,GNB,W 24-20,3,3,100.0,1,2,50.0,0,6
43,1990,1990-11-11,9,26.265,SFO,@,DAL,W 24-6,3,3,100.0,1,3,33.3,0,6
44,1990,1990-11-18,10,26.272,SFO,,TAM,W 31-7,4,4,100.0,1,1,100.0,0,7
45,1990,1990-11-25,11,26.279,SFO,,RAM,L 17-28,2,2,100.0,1,1,100.0,0,5
46,1990,1990-12-03,12,26.287,SFO,,NYG,W 7-3,1,1,100.0,,1,0.0,0,1
47,1990,1990-12-09,13,26.293,SFO,@,CIN,W 20-17,2,2,100.0,2,2,100.0,0,8
48,1990,1990-12-17,14,26.301,SFO,@,RAM,W 26-10,2,2,100.0,2,3,66.7,0,8
