ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1983,1983-09-04,1,22.225,RAM,@,NYG,W 16-6,,,,,,
2,1983,1983-09-11,2,22.232,RAM,,NOR,W 30-27,,,,,,
3,1983,1983-09-18,3,22.239,RAM,@,GNB,L 24-27,,,,,,
4,1983,1983-09-25,4,22.246,RAM,@,NYJ,L 24-27,,,,,,
5,1983,1983-10-02,5,22.253,RAM,,DET,W 21-10,,,,,,
6,1983,1983-10-09,6,22.260,RAM,@,SFO,W 10-7,,,,,,
7,1983,1983-10-16,7,22.267,RAM,,ATL,W 27-21,,,,,,
8,1983,1983-10-23,8,22.274,RAM,,SFO,L 35-45,,,,,,
9,1983,1983-10-30,9,22.281,RAM,@,MIA,L 14-30,,,,,,
10,1983,1983-11-06,10,22.288,RAM,,CHI,W 21-14,,,,,,
11,1983,1983-11-14,11,22.296,RAM,@,ATL,W 36-13,,,,,,
12,1983,1983-11-20,12,22.302,RAM,,WAS,L 20-42,,,,,,
13,1983,1983-11-27,13,22.309,RAM,,BUF,W 41-17,,,,,,
14,1983,1983-12-04,14,22.316,RAM,@,PHI,L 9-13,,,,,,
15,1983,1983-12-11,15,22.323,RAM,,NWE,L 7-21,,,,,,
16,1983,1983-12-18,16,22.330,RAM,@,NOR,W 26-24,,,,,,
17,1984,1984-09-03,1,23.225,RAM,,DAL,L 13-20,,,,,,
18,1984,1984-09-09,2,23.231,RAM,,CLE,W 20-17,,,,,,
19,1984,1984-09-16,3,23.238,RAM,@,PIT,L 14-24,,,,,,
20,1984,1984-09-23,4,23.245,RAM,@,CIN,W 24-14,,,,,,
21,1984,1984-09-30,5,23.252,RAM,,NYG,W 33-12,,,,,,
22,1984,1984-10-07,6,23.259,RAM,,ATL,L 28-30,,,,,,
23,1984,1984-10-14,7,23.266,RAM,@,NOR,W 28-10,,,,,,
24,1984,1984-10-22,8,23.274,RAM,@,ATL,W 24-10,,,,,,
25,1984,1984-10-28,9,23.280,RAM,,SFO,L 0-33,,,,,,
26,1984,1984-11-04,10,23.287,RAM,@,STL,W 16-13,,,,,,
27,1984,1984-11-11,11,23.294,RAM,,CHI,W 29-13,,,,,,
28,1984,1984-11-18,12,23.301,RAM,@,GNB,L 6-31,,,,,,
29,1984,1984-11-25,13,23.308,RAM,@,TAM,W 34-33,,,,,,
30,1984,1984-12-02,14,23.315,RAM,,NOR,W 34-21,,,,,,
31,1984,1984-12-09,15,23.322,RAM,,HOU,W 27-16,0,0,1.0,1,31,0
32,1984,1984-12-14,16,23.327,RAM,@,SFO,L 16-19,,,,,,
33,1985,1985-09-08,1,24.229,RAM,,DEN,W 20-16,0,0,1.0,0,0,0
34,1985,1985-09-15,2,24.236,RAM,@,PHI,W 17-6,,,,,,
35,1985,1985-09-23,3,24.244,RAM,@,SEA,W 35-24,,,,,,
36,1985,1985-09-29,4,24.250,RAM,,ATL,W 17-6,,,,,,
