ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,sacks,tackles_solo,tackles_assists,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,2005,2005-09-19,2,24.029,WAS,@,DAL,W 14-13,,2,2,100.0,,,,0,2,,,,,,,
2,2005,2005-10-02,3,24.042,WAS,,SEA,W 20-17,,2,2,100.0,2,3,66.7,0,8,0.0,,,0,0,,0
3,2005,2005-10-09,4,24.049,WAS,@,DEN,L 19-21,,1,1,100.0,2,3,66.7,0,7,0.0,,,0,0,,0
4,2005,2005-10-16,5,24.056,WAS,@,KAN,L 21-28,,3,3,100.0,,,,0,3,,,,,,,
5,2005,2005-10-23,6,24.063,WAS,,SFO,W 52-17,,7,7,100.0,1,1,100.0,0,10,0.0,,,0,0,,0
6,2005,2005-12-04,12,24.105,ARI,@,SFO,W 17-10,,,,,3,3,100.0,0,9,0.0,,,0,0,,0
7,2006,2006-10-15,6,25.055,WAS,,TEN,L 22-25,,2,2,100.0,,,,0,2,,,,,,,
8,2006,2006-10-22,7,25.062,WAS,@,IND,L 22-36,,2,2,100.0,,2,0.0,0,2,0.0,,,0,0,,0
9,2006,2006-11-05,8,25.076,WAS,,DAL,W 22-19,,2,2,100.0,2,3,66.7,0,8,0.0,,,0,0,,0
10,2006,2006-11-12,9,25.083,WAS,@,PHI,L 3-27,,,,,1,2,50.0,0,3,0.0,,,0,0,,0
11,2006,2006-11-19,10,25.090,WAS,@,TAM,L 17-20,,2,2,100.0,1,1,100.0,0,5,0.0,,,0,0,,0
12,2006,2006-11-26,11,25.097,WAS,,CAR,W 17-13,,2,2,100.0,1,2,50.0,0,5,0.0,,,0,0,,0
13,2008,2008-09-07,1,27.017,KAN,@,NWE,L 10-17,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,,0
14,2008,2008-09-21,3,27.031,KAN,@,ATL,L 14-38,,2,2,100.0,,1,0.0,0,2,0.0,0,0,0,0,,0
15,2008,2008-09-28,4,27.038,KAN,,DEN,W 33-19,,3,3,100.0,4,5,80.0,0,15,0.0,0,0,0,0,,0
16,2008,2008-10-19,6,27.059,KAN,,TEN,L 10-34,,1,1,100.0,1,3,33.3,0,4,0.0,0,0,0,0,,0
17,2011,2011-09-18,2,30.028,SDG,@,NWE,L 21-35,,3,3,100.0,,,,0,3,0.0,0,0,0,0,,0
18,2011,2011-09-25,3,30.035,SDG,,KAN,W 20-17,,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,,0
19,2011,2011-10-02,4,30.042,SDG,,MIA,W 26-16,,2,2,100.0,4,4,100.0,0,14,0.0,0,0,0,0,,0
20,2011,2011-10-09,5,30.049,SDG,@,DEN,W 29-24,,2,2,100.0,5,5,100.0,0,17,0.0,0,0,0,0,,0
21,2011,2011-10-23,6,30.063,SDG,@,NYJ,L 21-27,,3,3,100.0,,,,0,3,0.0,0,0,0,0,,0
22,2011,2011-10-31,7,30.071,SDG,@,KAN,L 20-23,,,,,4,5,80.0,0,12,0.0,0,0,0,0,,0
23,2011,2011-11-06,8,30.077,SDG,,GNB,L 38-45,,5,5,100.0,1,1,100.0,0,8,0.0,0,0,0,0,,0
24,2011,2011-11-10,9,30.081,SDG,,OAK,L 17-24,,2,2,100.0,1,2,50.0,0,5,0.0,0,0,0,0,,0
25,2011,2011-11-20,10,30.091,SDG,@,CHI,L 20-31,,2,2,100.0,2,3,66.7,0,8,0.0,0,0,0,0,,0
26,2011,2011-11-27,11,30.098,SDG,,DEN,L 13-16,,1,1,100.0,2,4,50.0,0,7,0.0,0,0,0,0,,0
27,2011,2011-12-05,12,30.106,SDG,@,JAX,W 38-14,,5,5,100.0,1,1,100.0,0,8,0.0,0,0,0,0,,0
28,2011,2011-12-11,13,30.112,SDG,,BUF,W 37-10,,4,5,80.0,1,1,100.0,0,7,0.0,0,0,0,0,,0
29,2011,2011-12-18,14,30.119,SDG,,BAL,W 34-14,,4,4,100.0,2,3,66.7,0,10,0.0,0,0,0,0,,0
30,2011,2011-12-24,15,30.125,SDG,@,DET,L 10-38,,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,,0
31,2011,2012-01-01,16,30.133,SDG,@,OAK,W 38-26,,5,5,100.0,1,2,50.0,0,8,0.0,0,0,0,0,,0
32,2012,2012-09-30,4,31.040,SDG,@,KAN,W 37-20,,4,4,100.0,3,3,100.0,0,13,0.0,0,0,0,0,,0
33,2012,2012-10-07,5,31.047,SDG,@,NOR,L 24-31,,3,3,100.0,1,2,50.0,0,6,0.0,0,0,0,0,,0
34,2012,2012-10-15,6,31.055,SDG,,DEN,L 24-35,,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,,0
35,2012,2012-10-28,7,31.068,SDG,@,CLE,L 6-7,,,,,2,2,100.0,0,6,0.0,0,0,0,0,,0
36,2012,2012-11-01,8,31.072,SDG,,KAN,W 31-13,,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,0,,0
37,2012,2012-11-11,9,31.082,SDG,@,TAM,L 24-34,,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,,0
38,2012,2012-11-18,10,31.089,SDG,@,DEN,L 23-30,,3,3,100.0,,,,0,3,0.0,0,0,0,0,,0
39,2012,2012-11-25,11,31.096,SDG,,BAL,L 13-16,,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,0,,0
40,2012,2012-12-02,12,31.103,SDG,,CIN,L 13-20,,1,1,100.0,2,3,66.7,0,7,0.0,0,0,0,0,,0
41,2012,2012-12-09,13,31.110,SDG,@,PIT,W 34-24,,4,4,100.0,2,2,100.0,0,10,0.0,0,0,0,0,,0
42,2012,2012-12-16,14,31.117,SDG,,CAR,L 7-31,,1,1,100.0,,,,0,1,0.0,0,0,0,0,,0
43,2012,2012-12-23,15,31.124,SDG,@,NYJ,W 27-17,,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,,0
44,2012,2012-12-30,16,31.131,SDG,,OAK,W 24-21,,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,,0
45,2013,2013-09-09,1,32.019,SDG,,HOU,L 28-31,,4,4,100.0,,,,0,4,0.0,0,0,0,0,,0
46,2013,2013-09-15,2,32.025,SDG,@,PHI,W 33-30,,3,3,100.0,4,4,100.0,0,15,0.0,0,0,0,0,,0
47,2013,2013-09-22,3,32.032,SDG,@,TEN,L 17-20,,2,2,100.0,1,2,50.0,0,5,0.0,0,0,0,0,,0
48,2013,2013-09-29,4,32.039,SDG,,DAL,W 30-21,,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,0,,0
49,2013,2013-10-06,5,32.046,SDG,@,OAK,L 17-27,,2,2,100.0,1,2,50.0,0,5,0.0,0,0,0,0,,0
50,2013,2013-10-14,6,32.054,SDG,,IND,W 19-9,,1,1,100.0,4,4,100.0,0,13,0.0,0,0,0,0,,0
51,2013,2013-10-20,7,32.060,SDG,@,JAX,W 24-6,,3,3,100.0,1,1,100.0,0,6,0.0,1,0,0,0,,0
52,2013,2013-11-03,8,32.074,SDG,@,WAS,L 24-30,,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,,0
53,2013,2013-11-10,9,32.081,SDG,,DEN,L 20-28,,2,2,100.0,2,3,66.7,0,8,0.0,0,0,0,0,,0
