ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2014,2014-09-07,1,24.041,OAK,@,NYJ,L 14-19,,0,0,,0,1,7,7.00,0,0.0,2,3,0,0,0
2,2014,2014-09-14,2,24.048,OAK,,HOU,L 14-30,,0,0,,0,1,3,3.00,0,0.0,0,0,0,0,0
3,2014,2014-09-21,3,24.055,OAK,@,NWE,L 9-16,,0,0,,0,4,36,9.00,0,0.0,3,0,0,0,0
4,2014,2014-09-28,4,24.062,OAK,,MIA,L 14-38,,0,0,,0,1,17,17.00,0,0.0,5,0,1,28,0
5,2014,2014-10-12,5,24.076,OAK,,SDG,L 28-31,*,3,85,28.33,0,3,30,10.00,0,0.0,3,1,0,0,0
6,2014,2014-10-19,6,24.083,OAK,,ARI,L 13-24,,3,61,20.33,0,1,10,10.00,0,0.0,4,0,0,0,0
7,2014,2014-10-26,7,24.090,OAK,@,CLE,L 13-23,,1,21,21.00,0,3,23,7.67,0,0.0,0,1,0,0,0
8,2014,2014-11-02,8,24.097,OAK,@,SEA,L 24-30,*,2,69,34.50,0,2,29,14.50,0,0.0,2,0,0,0,0
9,2014,2014-11-16,10,24.111,OAK,@,SDG,L 6-13,*,0,0,,0,0,0,,0,0.0,3,2,0,0,0
10,2014,2014-11-30,12,24.125,OAK,@,STL,L 0-52,,0,0,,0,2,4,2.00,0,0.0,1,0,0,0,0
11,2014,2014-12-07,13,24.132,OAK,,SFO,W 24-13,,3,53,17.67,0,3,19,6.33,0,0.0,7,0,0,0,0
12,2014,2014-12-14,14,24.139,OAK,@,KAN,L 13-31,,3,73,24.33,0,2,1,0.50,0,0.0,4,0,0,0,0
13,2014,2014-12-21,15,24.146,OAK,,BUF,W 26-24,*,0,0,,0,3,16,5.33,0,0.0,3,0,0,0,0
14,2015,2015-09-13,1,25.047,OAK,,CIN,L 13-33,*,0,0,,0,3,27,9.00,0,0.0,5,1,0,0,0
15,2015,2015-09-20,2,25.054,OAK,,BAL,W 37-33,*,0,0,,0,2,5,2.50,0,0.0,3,1,0,0,0
16,2015,2015-09-27,3,25.061,OAK,@,CLE,W 27-20,*,0,0,,0,1,6,6.00,0,0.0,3,1,0,0,0
17,2015,2015-10-04,4,25.068,OAK,@,CHI,L 20-22,*,0,0,,0,2,22,11.00,0,0.0,1,0,0,0,0
18,2015,2015-10-11,5,25.075,OAK,,DEN,L 10-16,*,0,0,,0,0,0,,0,0.0,2,1,0,0,0
19,2015,2015-10-25,6,25.089,OAK,@,SDG,W 37-29,*,0,0,,0,5,50,10.00,0,0.0,1,2,0,0,0
20,2015,2015-11-01,7,25.096,OAK,,NYJ,W 34-20,,0,0,,0,4,6,1.50,0,0.0,2,0,0,0,0
21,2015,2015-11-15,9,25.110,OAK,,MIN,L 14-30,*,0,0,,0,2,2,1.00,0,0.0,1,1,0,0,0
22,2015,2015-11-22,10,25.117,OAK,@,DET,L 13-18,*,0,0,,0,0,0,,0,0.0,7,1,0,0,0
23,2015,2015-11-29,11,25.124,OAK,@,TEN,W 24-21,*,0,0,,0,0,0,,0,0.0,3,0,0,0,0
24,2015,2015-12-06,12,25.131,OAK,,KAN,L 20-34,*,0,0,,0,0,0,,0,0.0,1,0,0,0,0
25,2015,2015-12-13,13,25.138,OAK,@,DEN,W 15-12,*,0,0,,0,0,0,,0,0.0,3,1,0,0,0
26,2015,2015-12-20,14,25.145,OAK,,GNB,L 20-30,*,0,0,,0,0,0,,0,0.0,1,1,0,0,0
27,2015,2015-12-24,15,25.149,OAK,,SDG,W 23-20,*,0,0,,0,0,0,,0,0.0,4,0,0,0,0
28,2015,2016-01-03,16,25.159,OAK,@,KAN,L 17-23,*,0,0,,0,0,0,,0,0.0,5,0,1,2,0
29,2016,2016-09-11,1,26.045,OAK,@,NOR,W 35-34,,0,0,,0,1,10,10.00,0,0.0,1,0,0,0,0
30,2016,2016-09-18,2,26.052,OAK,,ATL,L 28-35,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
31,2016,2016-09-25,3,26.059,OAK,@,TEN,W 17-10,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
32,2016,2016-10-02,4,26.066,OAK,@,BAL,W 28-27,,0,0,,0,1,18,18.00,0,0.0,0,0,0,0,0
33,2016,2016-10-09,5,26.073,OAK,,SDG,W 34-31,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
34,2016,2016-10-16,6,26.080,OAK,,KAN,L 10-26,,0,0,,0,2,13,6.50,0,0.0,0,0,0,0,0
35,2016,2016-10-23,7,26.087,OAK,@,JAX,W 33-16,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
36,2016,2016-10-30,8,26.094,OAK,@,TAM,W 30-24,,0,0,,0,0,0,,0,0.0,2,0,0,0,0
37,2016,2016-11-06,9,26.101,OAK,,DEN,W 30-20,*,0,0,,0,1,6,6.00,0,0.0,3,0,0,0,0
38,2016,2016-11-21,10,26.116,OAK,,HOU,W 27-20,,0,0,,0,2,27,13.50,0,0.0,0,0,0,0,0
39,2016,2016-11-27,11,26.122,OAK,,CAR,W 35-32,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
40,2016,2016-12-04,12,26.129,OAK,,BUF,W 38-24,*,0,0,,0,0,0,,0,0.0,2,1,0,0,0
41,2016,2016-12-08,13,26.133,OAK,@,KAN,L 13-21,,0,0,,0,0,0,,0,0.0,1,0,1,14,0
42,2016,2016-12-18,14,26.143,OAK,@,SDG,W 19-16,*,0,0,,0,0,0,,0,0.0,3,0,0,0,0
43,2016,2016-12-24,15,26.149,OAK,,IND,W 33-25,,0,0,,0,0,0,,0,0.0,5,0,0,0,0
44,2016,2017-01-01,16,26.157,OAK,@,DEN,L 6-24,,0,0,,0,0,0,,0,0.0,2,2,0,0,0
45,2017,2017-09-10,1,27.044,OAK,@,TEN,W 26-16,,0,0,,0,0,0,,0,0.0,6,0,0,0,0
46,2017,2017-09-17,2,27.051,OAK,,NYJ,W 45-20,*,0,0,,0,0,0,,0,0.0,5,0,0,0,0
47,2017,2017-09-24,3,27.058,OAK,@,WAS,L 10-27,*,0,0,,0,0,0,,0,0.0,4,1,0,0,0
48,2017,2017-10-01,4,27.065,OAK,@,DEN,L 10-16,*,0,0,,0,0,0,,0,0.0,3,2,0,0,0
49,2017,2017-10-08,5,27.072,OAK,,BAL,L 17-30,*,0,0,,0,0,0,,0,0.0,6,1,0,0,0
50,2017,2017-10-15,6,27.079,OAK,,LAC,L 16-17,*,0,0,,0,0,0,,0,0.0,7,1,0,0,0
51,2017,2017-10-19,7,27.083,OAK,,KAN,W 31-30,*,0,0,,0,0,0,,0,0.0,5,0,0,0,0
52,2017,2017-10-29,8,27.093,OAK,@,BUF,L 14-34,*,0,0,,0,0,0,,0,0.0,3,1,0,0,0
53,2017,2017-11-05,9,27.100,OAK,@,MIA,W 27-24,*,0,0,,0,0,0,,0,0.0,5,0,0,0,0
54,2017,2017-11-19,10,27.114,OAK,,NWE,L 8-33,*,0,0,,0,0,0,,0,0.0,5,2,0,0,0
55,2017,2017-11-26,11,27.121,OAK,,DEN,W 21-14,*,0,0,,0,0,0,,0,0.0,5,1,0,0,0
56,2017,2017-12-03,12,27.128,OAK,,NYG,W 24-17,*,0,0,,0,0,0,,0,0.0,1,0,0,0,0
57,2017,2017-12-10,13,27.135,OAK,@,KAN,L 15-26,*,0,0,,0,0,0,,0,0.0,7,0,0,0,0
58,2017,2017-12-17,14,27.142,OAK,,DAL,L 17-20,*,0,0,,0,0,0,,0,0.0,2,3,0,0,0
59,2017,2017-12-25,15,27.150,OAK,@,PHI,L 10-19,*,0,0,,0,0,0,,0,0.0,2,0,0,0,0
60,2017,2017-12-31,16,27.156,OAK,@,LAC,L 10-30,*,0,0,,0,0,0,,0,0.0,4,2,0,0,0
61,2018,2018-09-09,1,28.043,CLE,,PIT,T 21-21,,1,14,14.00,0,0,0,,0,0.0,0,0,0,0,0
62,2018,2018-09-16,2,28.050,CLE,@,NOR,L 18-21,,0,0,,0,0,0,,0,1.0,6,2,0,0,0
63,2018,2018-09-20,3,28.054,CLE,,NYJ,W 21-17,,1,19,19.00,0,0,0,,0,0.0,1,1,0,0,0
