ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1982,1982-09-12,1,23.131,BAL,,NWE,L 13-24,0,0,,0,0,0,,0,0,0,,0,,,,5,212,42.40,0
2,1982,1982-09-19,2,23.138,BAL,@,MIA,L 20-24,1,8,8.00,0,0,0,,0,0,0,,0,,,,5,191,38.20,0
3,1982,1982-11-21,3,23.201,BAL,@,NYJ,L 0-37,0,0,,0,0,0,,0,0,0,,0,,,,3,137,45.67,0
4,1982,1982-11-28,4,23.208,BAL,@,BUF,L 0-20,0,0,,0,0,0,,0,0,0,,0,,,,7,310,44.29,0
5,1982,1982-12-05,5,23.215,BAL,,CIN,L 17-20,0,0,,0,0,0,,0,0,0,,0,,,,6,240,40.00,0
6,1982,1982-12-12,6,23.222,BAL,@,MIN,L 10-13,0,0,,0,0,0,,0,0,0,,0,,,,7,319,45.57,0
7,1982,1982-12-19,7,23.229,BAL,,GNB,T 20-20,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,5,243,48.60,0
8,1982,1982-12-26,8,23.236,BAL,@,SDG,L 26-44,0,0,,0,0,0,,0,0,0,,0,,,,5,254,50.80,0
9,1982,1983-01-02,9,23.243,BAL,,MIA,L 7-34,0,0,,0,0,0,,0,0,0,,0,,,,3,138,46.00,0
10,1983,1983-09-04,1,24.123,BAL,@,NWE,W 29-23,0,0,,0,0,0,,0,0,0,,0,,,,4,218,54.50,0
11,1983,1983-09-11,2,24.130,BAL,,DEN,L 10-17,0,0,,0,0,0,,0,0,0,,0,,,,10,462,46.20,0
12,1983,1983-09-18,3,24.137,BAL,@,BUF,L 23-28,0,0,,0,0,0,,0,0,0,,0,,,,5,261,52.20,0
13,1983,1983-09-25,4,24.144,BAL,,CHI,W 22-19,0,0,,0,0,0,,0,0,0,,0,,,,6,276,46.00,0
14,1983,1983-10-02,5,24.151,BAL,@,CIN,W 34-31,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,5,222,44.40,0
15,1983,1983-10-09,6,24.158,BAL,,NWE,W 12-7,0,0,,0,0,0,,0,0,0,,0,,,,7,302,43.14,0
16,1983,1983-10-16,7,24.165,BAL,,BUF,L 7-30,0,0,,0,0,0,,0,0,0,,0,,,,5,210,42.00,0
17,1983,1983-10-23,8,24.172,BAL,,MIA,L 7-21,0,0,,0,0,0,,0,0,0,,0,,,,7,312,44.57,0
18,1983,1983-10-30,9,24.179,BAL,@,PHI,W 22-21,0,0,,0,0,0,,0,0,0,,0,,,,5,196,39.20,0
19,1983,1983-11-06,10,24.186,BAL,@,NYJ,W 17-14,1,8,8.00,0,0,0,,0,0,0,,0,,,,7,287,41.00,0
20,1983,1983-11-13,11,24.193,BAL,,PIT,L 13-24,0,0,,0,0,0,,0,0,0,,0,,,,4,193,48.25,0
21,1983,1983-11-20,12,24.200,BAL,@,MIA,L 0-37,0,0,,0,0,0,,0,0,0,,0,,,,7,346,49.43,0
22,1983,1983-11-27,13,24.207,BAL,@,CLE,L 23-41,0,0,,0,0,0,,0,0,0,,0,,,,5,232,46.40,0
23,1983,1983-12-04,14,24.214,BAL,,NYJ,L 6-10,0,0,,0,0,0,,0,0,0,,0,,,,3,119,39.67,0
24,1983,1983-12-11,15,24.221,BAL,@,DEN,L 19-21,0,0,,0,0,0,,0,0,0,,0,,,,6,278,46.33,0
25,1983,1983-12-18,16,24.228,BAL,,HOU,W 20-10,0,0,,0,0,0,,0,0,0,,0,,,,5,210,42.00,0
26,1984,1984-09-02,1,25.121,IND,,NYJ,L 14-23,0,0,,0,0,0,,0,0,0,,0,,,,5,235,47.00,0
27,1984,1984-09-09,2,25.128,IND,@,HOU,W 35-21,0,0,,0,0,0,,0,0,0,,0,,,,5,194,38.80,0
28,1984,1984-09-16,3,25.135,IND,,STL,L 33-34,0,0,,0,0,0,,0,0,0,,0,,,,6,268,44.67,0
29,1984,1984-09-23,4,25.142,IND,@,MIA,L 7-44,0,0,,0,0,0,,0,0,0,,0,,,,8,400,50.00,0
30,1984,1984-09-30,5,25.149,IND,,BUF,W 31-17,0,0,,0,0,0,,0,0,0,,0,,,,5,233,46.60,0
31,1984,1984-10-07,6,25.156,IND,,WAS,L 7-35,0,0,,0,0,0,,0,0,0,,0,,,,7,335,47.86,0
32,1984,1984-10-14,7,25.163,IND,@,PHI,L 7-16,0,0,,0,0,0,,0,0,0,,0,,,,7,302,43.14,0
33,1984,1984-10-21,8,25.170,IND,,PIT,W 17-16,0,0,,0,0,0,,0,0,0,,0,,,,7,332,47.43,0
34,1984,1984-10-28,9,25.177,IND,@,DAL,L 3-22,0,0,,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,6,285,47.50,0
35,1984,1984-11-04,10,25.184,IND,,SDG,L 10-38,0,0,,0,0,0,,0,0,0,,0,,,,3,137,45.67,0
36,1984,1984-11-11,11,25.191,IND,@,NYJ,W 9-5,2,0,0.00,0,0,0,,0,0,0,,0,,,,7,278,39.71,0
37,1984,1984-11-18,12,25.198,IND,,NWE,L 17-50,0,0,,0,0,0,,0,0,0,,0,,,,6,214,35.67,0
38,1984,1984-11-25,13,25.205,IND,@,RAI,L 7-21,0,0,,0,0,0,,0,0,0,,0,,,,10,444,44.40,0
39,1984,1984-12-02,14,25.212,IND,@,BUF,L 15-21,0,0,,0,0,0,,0,0,0,,0,,,,8,379,47.38,0
40,1984,1984-12-09,15,25.219,IND,,MIA,L 17-35,0,0,,0,0,0,,0,0,0,,0,,,,3,133,44.33,0
41,1984,1984-12-16,16,25.226,IND,@,NWE,L 10-16,0,0,,0,0,0,,0,0,0,,0,,,,5,214,42.80,0
42,1985,1985-09-08,1,26.127,IND,@,PIT,L 3-45,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,6,259,43.17,0
43,1985,1985-09-15,2,26.134,IND,@,MIA,L 13-30,0,0,,0,0,0,,0,0,0,,0,,,,5,219,43.80,0
44,1985,1985-09-22,3,26.141,IND,,DET,W 14-6,0,0,,0,0,0,,0,0,0,,0,,,,5,212,42.40,0
45,1985,1985-09-29,4,26.148,IND,@,NYJ,L 20-25,0,0,,0,0,0,,0,0,0,,0,,,,2,82,41.00,0
46,1985,1985-10-06,5,26.155,IND,,BUF,W 49-17,0,0,,0,0,0,,0,0,0,,0,,,,3,135,45.00,0
47,1985,1985-10-13,6,26.162,IND,,DEN,L 10-15,0,0,,0,0,0,,0,0,0,,0,,,,5,281,56.20,0
48,1985,1985-10-20,7,26.169,IND,@,BUF,L 9-21,0,0,,0,0,0,,0,0,0,,0,,,,7,344,49.14,1
49,1985,1985-10-27,8,26.176,IND,,GNB,W 37-10,0,0,,0,0,0,,0,0,0,,0,,,,2,93,46.50,0
50,1985,1985-11-03,9,26.183,IND,,NYJ,L 17-35,0,0,,0,0,0,,0,0,0,,0,,,,6,286,47.67,0
51,1985,1985-11-10,10,26.190,IND,@,NWE,L 15-34,0,0,,0,0,0,,0,0,0,,0,,,,8,374,46.75,0
52,1985,1985-11-17,11,26.197,IND,,MIA,L 20-34,0,0,,0,0,0,,0,0,0,,0,,,,4,179,44.75,0
53,1985,1985-11-24,12,26.204,IND,@,KAN,L 7-20,0,0,,0,0,0,,0,0,0,,0,,,,8,352,44.00,0
54,1985,1985-12-01,13,26.211,IND,,NWE,L 31-38,0,0,,0,0,0,,0,0,0,,0,,,,4,184,46.00,0
55,1985,1985-12-08,14,26.218,IND,@,CHI,L 10-17,0,0,,0,0,0,,0,0,0,,0,,,,4,198,49.50,0
56,1985,1985-12-15,15,26.225,IND,@,TAM,W 31-23,0,0,,0,0,0,,0,0,0,,0,,,,3,110,36.67,0
57,1985,1985-12-22,16,26.232,IND,,HOU,W 34-16,0,0,,0,0,0,,0,0,0,,0,,,,6,276,46.00,1
58,1986,1986-09-07,1,27.126,IND,@,NWE,L 3-33,0,0,,0,0,0,,0,0,0,,,,,,6,281,46.83,0
59,1986,1986-09-14,2,27.133,IND,@,MIA,L 10-30,0,0,,0,0,0,,0,0,0,,,,,,5,241,48.20,0
60,1986,1986-09-21,3,27.140,IND,,RAM,L 7-24,0,0,,0,0,0,,0,0,0,,,,,,7,318,45.43,0
61,1986,1986-09-28,4,27.147,IND,,NYJ,L 7-26,,,,,,,,,,,,,,,,0,0,,
62,1986,1986-10-05,5,27.154,IND,@,SFO,L 14-35,0,0,,0,0,0,,0,0,0,,,,,,5,202,40.40,0
63,1986,1986-10-12,6,27.161,IND,,NOR,L 14-17,0,0,,0,0,0,,0,0,0,,,,,,4,218,54.50,0
64,1986,1986-10-19,7,27.168,IND,@,BUF,L 13-24,0,0,,0,0,0,,0,0,0,,,,,,3,137,45.67,0
65,1986,1986-10-26,8,27.175,IND,,MIA,L 13-17,0,0,,0,0,0,,0,0,0,,,,,,3,131,43.67,0
66,1986,1986-11-02,9,27.182,IND,,CLE,L 9-24,0,0,,0,0,0,,0,0,0,,,,,,6,279,46.50,0
67,1986,1986-11-09,10,27.189,IND,,NWE,L 21-30,0,0,,0,0,0,,0,0,0,,,,,,6,291,48.50,0
68,1986,1986-11-16,11,27.196,IND,@,NYJ,L 16-31,0,0,,0,0,0,,0,0,0,,,,,,5,217,43.40,0
69,1986,1986-11-23,12,27.203,IND,@,HOU,L 17-31,0,0,,0,0,0,,0,0,0,,,,,,8,342,42.75,0
70,1986,1986-11-30,13,27.210,IND,,SDG,L 3-17,0,0,,0,0,0,,0,0,0,,,,,,5,196,39.20,0
