ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1977,1977-09-18,1,23.327,TAM,@,PHI,L 3-13,,,,,,,,
2,1977,1977-09-24,2,23.333,TAM,,MIN,L 3-9,,,,,,,,
3,1977,1977-10-02,3,23.341,TAM,@,DAL,L 7-23,,,,,,,,
4,1977,1977-10-09,4,23.348,TAM,,WAS,L 0-10,,,,,,,,
5,1977,1977-10-16,5,23.355,TAM,@,SEA,L 23-30,,,,,,,,
6,1977,1977-10-23,6,23.362,TAM,,GNB,L 0-13,4,62,15.50,0,1,4,4.00,0
7,1977,1977-10-30,7,24.004,TAM,@,SFO,L 10-20,2,25,12.50,0,0,0,,0
8,1977,1977-11-06,8,24.011,TAM,@,RAM,L 0-31,,,,,,,,
9,1977,1977-11-13,9,24.018,TAM,,NYG,L 0-10,2,19,9.50,0,0,0,,0
10,1977,1977-11-20,10,24.025,TAM,@,DET,L 7-16,1,13,13.00,0,0,0,,0
11,1977,1977-11-27,11,24.032,TAM,,ATL,L 0-17,,,,,,,,
12,1977,1977-12-04,12,24.039,TAM,,CHI,L 0-10,,,,,,,,
13,1977,1977-12-11,13,24.046,TAM,@,NOR,W 33-14,,,,,,,,
14,1977,1977-12-18,14,24.053,TAM,,STL,W 17-7,,,,,,,,
15,1978,1978-09-02,1,24.311,TAM,,NYG,L 13-19,,,,,,,,
16,1978,1978-09-09,2,24.318,TAM,,DET,L 7-15,,,,,,,,
17,1978,1978-09-17,3,24.326,TAM,@,MIN,W 16-10,,,,,,,,
18,1978,1978-09-24,4,24.333,TAM,,ATL,W 14-9,,,,,,,,
19,1978,1978-10-01,5,24.340,TAM,,MIN,L 7-24,,,,,,,,
20,1978,1978-10-08,6,24.347,TAM,@,KAN,W 30-13,,,,,,,,
21,1978,1978-10-15,7,24.354,TAM,@,NYG,L 14-17,,,,,,,,
22,1978,1978-10-22,8,24.361,TAM,,CHI,W 33-19,,,,,,,,
23,1978,1978-10-29,9,25.003,TAM,@,GNB,L 7-9,,,,,,,,
24,1978,1978-11-19,12,25.024,TAM,,BUF,W 31-10,,,,,,,,
25,1978,1978-11-26,13,25.031,TAM,@,CHI,L 3-14,,,,,,,,
26,1978,1978-12-03,14,25.038,TAM,,GNB,L 7-17,,,,,,,,
27,1978,1978-12-10,15,25.045,TAM,@,SFO,L 3-6,,,,,,,,
28,1978,1978-12-17,16,25.052,TAM,,NOR,L 10-17,,,,,,,,
29,1979,1979-09-01,1,25.310,TAM,,DET,W 31-16,,,,,,,,
30,1979,1979-09-09,2,25.318,TAM,@,BAL,W 29-26,,,,,,,,
31,1979,1979-09-16,3,25.325,TAM,@,GNB,W 21-10,,,,,,,,
32,1979,1979-09-23,4,25.332,TAM,,RAM,W 21-6,,,,,,,,
33,1979,1979-09-30,5,25.339,TAM,@,CHI,W 17-13,0,0,,0,1,19,19.00,0
34,1979,1979-10-07,6,25.346,TAM,@,NYG,L 14-17,,,,,,,,
35,1979,1979-10-14,7,25.353,TAM,,NOR,L 14-42,,,,,,,,
36,1979,1979-10-21,8,25.360,TAM,,GNB,W 21-3,,,,,,,,
37,1979,1979-10-28,9,26.002,TAM,@,MIN,W 12-10,0,0,,0,1,17,17.00,0
38,1979,1979-11-04,10,26.009,TAM,@,ATL,L 14-17,,,,,,,,
39,1979,1979-11-11,11,26.016,TAM,@,DET,W 16-14,,,,,,,,
