ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2008,2008-10-19,7,23.187,CIN,,PIT,L 10-38,,0,0,0,,0,0.0%,,0,0,,0,3,88,29.33,0,0,0,,0,0,0,0.0,0,0
2,2008,2008-11-20,11,23.219,CIN,@,PIT,L 10-27,*,7,3,26,8.67,0,42.9%,3.71,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
3,2008,2008-11-30,12,23.229,CIN,,BAL,L 3-34,,0,0,0,,0,0.0%,,0,0,,0,2,57,28.50,0,0,0,,0,0,0,0.0,0,0
4,2008,2008-12-07,13,23.236,CIN,@,IND,L 3-35,*,3,1,6,6.00,0,33.3%,2.00,0,0,,0,6,158,26.33,0,0,0,,0,0,0,0.0,0,0
5,2008,2008-12-14,14,23.243,CIN,,WAS,W 20-13,,1,1,4,4.00,0,100.0%,4.00,1,4,4.00,0,1,18,18.00,0,0,0,,0,0,0,0.0,0,0
6,2008,2008-12-21,15,23.250,CIN,@,CLE,W 14-0,*,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
7,2008,2008-12-28,16,23.257,CIN,,KAN,W 16-6,*,7,5,34,6.80,0,71.4%,4.86,4,49,12.25,0,1,17,17.00,0,0,0,,0,0,0,0.0,0,0
8,2009,2009-09-13,1,24.151,CIN,,DEN,L 7-12,,8,6,54,9.00,0,75.0%,6.75,0,0,,0,2,48,24.00,0,0,0,,0,0,0,0.0,1,0
9,2009,2009-09-20,2,24.158,CIN,@,GNB,W 31-24,,2,2,16,8.00,0,100.0%,8.00,0,0,,0,3,67,22.33,0,0,0,,0,0,0,0.0,0,0
10,2009,2009-09-27,3,24.165,CIN,,PIT,W 23-20,,9,6,52,8.67,1,66.7%,5.78,0,0,,0,5,104,20.80,0,0,0,,0,1,6,0.0,0,0
11,2009,2009-10-04,4,24.172,CIN,@,CLE,W 23-20,,4,2,26,13.00,0,50.0%,6.50,1,11,11.00,0,4,71,17.75,0,0,0,,0,0,0,0.0,0,0
12,2009,2009-10-11,5,24.179,CIN,@,BAL,W 17-14,,2,2,33,16.50,1,100.0%,16.50,0,0,,0,3,56,18.67,0,0,0,,0,1,6,0.0,0,0
13,2009,2009-10-18,6,24.186,CIN,,HOU,L 17-28,,9,6,57,9.50,0,66.7%,6.33,0,0,,0,5,85,17.00,0,0,0,,0,0,0,0.0,0,0
14,2009,2009-10-25,7,24.193,CIN,,CHI,W 45-10,,2,2,19,9.50,0,100.0%,9.50,0,0,,0,2,35,17.50,0,0,0,,0,0,0,0.0,0,0
15,2009,2009-11-08,8,24.207,CIN,,BAL,W 17-7,,5,3,15,5.00,1,60.0%,3.00,0,0,,0,2,17,8.50,0,0,0,,0,1,6,0.0,1,0
16,2009,2009-11-15,9,24.214,CIN,@,PIT,W 18-12,*,6,4,23,5.75,0,66.7%,3.83,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
17,2009,2009-11-22,10,24.221,CIN,@,OAK,L 17-20,,6,3,35,11.67,0,50.0%,5.83,2,11,5.50,0,2,40,20.00,0,0,0,,0,0,0,0.0,1,0
18,2009,2009-11-29,11,24.228,CIN,,CLE,W 16-7,,3,3,33,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
