ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,2000,2000-11-19,11,24.017,DAL,@,BAL,L 0-27,,7,260,37.14,0
2,2000,2000-11-23,12,24.021,DAL,,MIN,L 15-27,,3,107,35.67,0
