ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1950,1950-10-08,3,22.235,NYG,@,WAS,W 21-17,16,87,5.44,1,1,26,26.00,0
2,1950,1950-10-15,4,22.242,NYG,,PIT,L 6-17,5,15,3.00,0,0,0,,0
3,1950,1950-10-22,5,22.249,NYG,,CLE,W 17-13,11,15,1.36,1,0,0,,0
4,1950,1950-10-29,6,22.256,NYG,@,CRD,L 3-17,8,31,3.88,0,0,0,,0
5,1950,1950-11-05,7,22.263,NYG,,WAS,W 24-21,5,14,2.80,0,0,0,,0
6,1951,1951-10-01,1,23.228,NYG,@,PIT,T 13-13,4,6,1.50,0,0,0,,0
7,1951,1951-11-18,8,23.276,NYG,,CLE,L 0-10,8,32,4.00,0,0,0,,0
8,1951,1951-12-02,10,23.290,NYG,,PIT,W 14-0,3,4,1.33,0,0,0,,0
9,1951,1951-12-09,11,23.297,NYG,@,PHI,W 23-7,7,12,1.71,0,0,0,,0
10,1951,1951-12-16,12,23.304,NYG,@,NYY,W 27-17,11,16,1.45,0,0,0,,0
