ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1978,1978-09-17,3,23.279,SDG,@,DEN,L 14-27
2,1978,1978-09-24,4,23.286,SDG,,GNB,L 3-24
3,1978,1978-10-08,6,23.300,SDG,,DEN,W 23-0
4,1978,1978-10-15,7,23.307,SDG,,MIA,L 21-28
5,1978,1978-10-22,8,23.314,SDG,@,DET,L 14-31
6,1978,1978-10-29,9,23.321,SDG,@,OAK,W 27-23
7,1978,1978-11-05,10,23.328,SDG,,CIN,W 22-13
8,1978,1978-11-12,11,23.335,SDG,,KAN,W 29-23
9,1978,1978-11-19,12,23.342,SDG,@,MIN,W 13-7
10,1978,1978-12-04,14,23.357,SDG,,CHI,W 40-7
11,1978,1978-12-10,15,23.363,SDG,,SEA,W 37-10
12,1978,1978-12-17,16,24.005,SDG,@,HOU,W 45-24
