ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1999,1999-09-12,1,22.109,GNB,,OAK,W 28-24,,,,,,,,,,,
2,1999,1999-09-19,2,22.116,GNB,@,DET,L 15-23,,,,,,,,,,,
3,1999,1999-09-26,3,22.123,GNB,,MIN,W 23-20,,0,0,,0,1,6,0.0,2,26,1
4,1999,1999-10-10,4,22.137,GNB,,TAM,W 26-23,,,,,,,,,,,
5,1999,1999-10-17,5,22.144,GNB,@,DEN,L 10-31,,,,,,,,,,,
6,1999,1999-10-24,6,22.151,GNB,@,SDG,W 31-3,,0,0,,0,0,0,0.0,1,0,0
7,1999,1999-11-01,7,22.159,GNB,,SEA,L 7-27,,,,,,,,,,,
8,1999,1999-11-07,8,22.165,GNB,,CHI,L 13-14,,0,0,,0,0,0,0.0,1,0,0
9,1999,1999-11-14,9,22.172,GNB,@,DAL,L 13-27,,,,,,,,,,,
10,1999,1999-11-21,10,22.179,GNB,,DET,W 26-17,,2,20,10.00,0,0,0,0.0,0,0,0
11,1999,1999-11-29,11,22.187,GNB,@,SFO,W 20-3,*,3,53,17.67,0,0,0,0.0,0,0,0
12,1999,1999-12-05,12,22.193,GNB,@,CHI,W 35-19,,3,4,1.33,0,0,0,0.0,0,0,0
13,1999,1999-12-12,13,22.200,GNB,,CAR,L 31-33,,1,6,6.00,0,0,0,0.0,0,0,0
14,1999,1999-12-20,14,22.208,GNB,@,MIN,L 20-24,,1,7,7.00,0,0,0,0.0,0,0,0
15,1999,1999-12-26,15,22.214,GNB,@,TAM,L 10-29,,,,,,,,,,,
16,1999,2000-01-02,16,22.221,GNB,,ARI,W 49-24,,,,,,,,,,,
17,2000,2000-09-03,1,23.100,GNB,,NYJ,L 16-20,,,,,,,,,,,
18,2000,2000-09-10,2,23.107,GNB,@,BUF,L 18-27,,,,,,,,,,,
19,2000,2000-10-15,7,23.142,GNB,,SFO,W 31-28,,,,,,,,,,,
20,2000,2000-10-29,8,23.156,GNB,@,MIA,L 20-28,,,,,,,,,,,
21,2000,2000-11-06,9,23.164,GNB,,MIN,W 26-20,,,,,,,,,,,
22,2000,2000-11-12,10,23.170,GNB,@,TAM,L 15-20,,0,0,,0,0,0,0.0,1,4,0
23,2000,2000-11-19,11,23.177,GNB,,IND,W 26-24,,,,,,,,,,,
24,2000,2000-11-27,12,23.185,GNB,@,CAR,L 14-31,*,,,,,,,,,,
25,2000,2000-12-03,13,23.191,GNB,@,CHI,W 28-6,,,,,,,,,,,
26,2000,2000-12-10,14,23.198,GNB,,DET,W 26-13,*,0,0,,0,0,0,0.0,1,0,0
27,2000,2000-12-17,15,23.205,GNB,@,MIN,W 33-28,,,,,,,,,,,
28,2000,2000-12-24,16,23.212,GNB,,TAM,W 17-14,,,,,,,,,,,
29,2001,2001-09-09,1,24.106,GNB,,DET,W 28-6,,,,,,,,,,,
30,2001,2001-09-24,2,24.121,GNB,,WAS,W 37-0,,,,,,,,,,,
31,2001,2001-09-30,3,24.127,GNB,@,CAR,W 28-7,,,,,,,,,,,
32,2002,2002-09-08,1,25.105,GNB,,ATL,W 37-34,*,0,0,,0,0,0,1.0,0,0,0
33,2002,2002-09-15,2,25.112,GNB,@,NOR,L 20-35,*,,,,,,,,,,
34,2002,2002-09-22,3,25.119,GNB,@,DET,W 37-31,*,,,,,,,,,,
35,2002,2002-11-04,8,25.162,GNB,,MIA,W 24-10,,,,,,,,,,,
36,2002,2002-11-10,9,25.168,GNB,,DET,W 40-14,,,,,,,,,,,
37,2002,2002-11-17,10,25.175,GNB,@,MIN,L 21-31,,,,,,,,,,,
38,2002,2002-11-24,11,25.182,GNB,@,TAM,L 7-21,,,,,,,,,,,
39,2002,2002-12-01,12,25.189,GNB,,CHI,W 30-20,,,,,,,,,,,
40,2002,2002-12-08,13,25.196,GNB,,MIN,W 26-22,*,,,,,,,,,,
41,2002,2002-12-15,14,25.203,GNB,@,SFO,W 20-14,,,,,,,,,,,
42,2002,2002-12-22,15,25.210,GNB,,BUF,W 10-0,,,,,,,,,,,
43,2002,2002-12-29,16,25.217,GNB,@,NYJ,L 17-42,,1,0,0.00,0,0,0,0.0,0,0,0
44,2003,2003-09-07,1,26.104,GNB,,MIN,L 25-30,*,,,,,,,,,,
45,2003,2003-09-14,2,26.111,GNB,,DET,W 31-6,*,,,,,,,,,,
46,2003,2003-09-21,3,26.118,GNB,@,ARI,L 13-20,*,,,,,,,,,,
47,2003,2003-09-29,4,26.126,GNB,@,CHI,W 38-23,*,,,,,,,,,,
48,2003,2003-10-19,7,26.146,GNB,@,STL,L 24-34,*,,,,,,,,,,
49,2003,2003-11-02,8,26.160,GNB,@,MIN,W 30-27,*,,,,,,,,,,
50,2003,2003-11-10,9,26.168,GNB,,PHI,L 14-17,*,,,,,,,,,,
51,2003,2003-11-16,10,26.174,GNB,@,TAM,W 20-13,*,,,,,,,,,,
52,2003,2003-11-23,11,26.181,GNB,,SFO,W 20-10,*,0,0,,0,0,0,1.0,1,5,0
53,2003,2003-11-27,12,26.185,GNB,@,DET,L 14-22,*,,,,,,,,,,
54,2004,2004-09-11,1,27.108,MIA,,TEN,L 7-17,*,,,,,,,,,,
55,2004,2004-09-19,2,27.116,MIA,@,CIN,L 13-16,*,0,0,,0,0,0,1.0,0,0,0
56,2004,2004-09-26,3,27.123,MIA,,PIT,L 3-13,*,,,,,,,,,,
57,2004,2004-10-03,4,27.130,MIA,,NYJ,L 9-17,*,,,,,,,,,,
58,2004,2004-10-10,5,27.137,MIA,@,NWE,L 10-24,*,,,,,,,,,,
59,2004,2004-10-17,6,27.144,MIA,@,BUF,L 13-20,*,,,,,,,,,,
60,2004,2004-11-01,8,27.159,MIA,@,NYJ,L 14-41,*,,,,,,,,,,
61,2004,2004-11-07,9,27.165,MIA,,ARI,L 23-24,*,,,,,,,,,,
62,2004,2004-11-29,11,27.187,STL,@,GNB,L 17-45,,,,,,,,,,,
63,2004,2004-12-05,12,27.193,STL,,SFO,W 16-6,*,,,,,,,,,,
64,2004,2004-12-12,13,27.200,STL,@,CAR,L 7-20,*,,,,,,,,,,
65,2004,2004-12-19,14,27.207,STL,@,ARI,L 7-31,*,,,,,,,,,,
66,2004,2004-12-27,15,27.215,STL,,PHI,W 20-7,*,,,,,,,,,,
67,2004,2005-01-02,16,27.221,STL,,NYJ,W 32-29,*,,,,,,,,,,
68,2005,2005-12-12,13,28.200,ATL,,NOR,W 36-17,,,,,,,,,,,
69,2005,2005-12-18,14,28.206,ATL,@,CHI,L 3-16,,,,,,,,,,,
70,2005,2005-12-24,15,28.212,ATL,@,TAM,L 24-27,*,,,,,,,,,,
71,2005,2006-01-01,16,28.220,ATL,,CAR,L 11-44,,,,,,,,,,,
