ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
146,1972,1972-11-19,10,32.278,SDG,@,KAN,W 27-17,*,17,28,60.71,216,1,0,96.7,0,0,7.71,8.43,3,2,0.67,1,0,0,,0,1,6,0,0,,0
147,1972,1972-11-26,11,32.285,SDG,,HOU,W 34-20,*,13,24,54.17,141,1,0,85.6,0,0,5.88,6.71,1,3,3.00,0,0,0,,0,0,0,0,0,,0
148,1972,1972-12-03,12,32.292,SDG,,OAK,L 19-21,*,15,26,57.69,221,1,2,66.3,0,0,8.50,5.81,3,29,9.67,0,0,0,,0,0,0,0,0,,0
149,1972,1972-12-10,13,32.299,SDG,@,DEN,L 13-38,*,22,44,50.00,288,1,2,59.7,0,0,6.55,4.95,1,0,0.00,0,0,0,,0,0,0,0,0,,0
150,1972,1972-12-17,14,32.306,SDG,,PIT,L 2-24,*,11,26,42.31,122,0,4,17.3,0,0,4.69,-2.23,2,4,2.00,0,0,0,,0,0,0,0,0,,0
151,1973,1973-09-16,1,33.213,RAM,@,KAN,W 23-13,*,8,10,80.00,99,2,0,147.5,0,0,9.90,13.90,0,0,,0,0,0,,0,0,0,0,0,,0
152,1973,1973-09-23,2,33.220,RAM,,ATL,W 31-0,*,12,15,80.00,142,2,0,145.7,0,0,9.47,12.13,2,-2,-1.00,0,0,0,,0,0,0,0,0,,0
153,1973,1973-09-30,3,33.227,RAM,@,SFO,W 40-20,*,8,11,72.73,118,1,0,137.7,0,0,10.73,12.55,2,1,0.50,0,0,0,,0,0,0,0,0,,0
154,1973,1973-10-07,4,33.234,RAM,@,HOU,W 31-26,*,10,16,62.50,179,3,0,140.4,0,0,11.19,14.94,1,-1,-1.00,0,0,0,,0,0,0,0,0,,0
155,1973,1973-10-14,5,33.241,RAM,,DAL,W 37-31,*,12,22,54.55,279,4,2,101.3,0,0,12.68,12.23,0,0,,0,0,0,,0,0,0,0,0,,0
156,1973,1973-10-21,6,33.248,RAM,,GNB,W 24-7,*,10,19,52.63,144,1,0,95.1,0,0,7.58,8.63,1,5,5.00,0,0,0,,0,0,0,0,0,,0
157,1973,1973-10-28,7,33.255,RAM,@,MIN,L 9-10,*,10,20,50.00,87,0,2,22.3,0,0,4.35,-0.15,2,-3,-1.50,0,0,0,,0,0,0,0,0,,0
158,1973,1973-11-04,8,33.262,RAM,@,ATL,L 13-15,*,6,19,31.58,107,0,1,29.9,0,0,5.63,3.26,0,0,,0,0,0,,0,0,0,0,0,,0
159,1973,1973-11-11,9,33.269,RAM,,NOR,W 29-7,*,13,25,52.00,221,1,1,78.9,0,0,8.84,7.84,1,6,6.00,0,0,0,,0,0,0,0,0,,0
160,1973,1973-11-18,10,33.276,RAM,,SFO,W 31-13,*,12,22,54.55,216,3,0,128.0,0,0,9.82,12.55,2,3,1.50,0,0,0,,0,0,0,0,0,,0
161,1973,1973-11-25,11,33.283,RAM,@,NOR,W 24-13,*,12,26,46.15,126,2,2,54.3,0,0,4.85,2.92,2,-4,-2.00,0,0,0,,0,0,0,0,0,,0
162,1973,1973-12-02,12,33.290,RAM,@,CHI,W 26-0,*,8,21,38.10,90,0,1,31.8,0,0,4.29,2.14,1,0,0.00,0,0,0,,0,0,0,0,0,,0
163,1973,1973-12-10,13,33.298,RAM,,NYG,W 40-6,*,8,18,44.44,108,1,2,43.1,0,0,6.00,2.11,0,0,,0,0,0,,0,0,0,0,0,,0
164,1973,1973-12-16,14,33.304,RAM,,CLE,W 30-17,*,6,14,42.86,92,2,0,104.8,0,0,6.57,9.43,0,0,,0,0,0,,0,0,0,0,0,,0
165,1974,1974-09-15,1,34.212,RAM,@,DEN,W 17-10,*,10,20,50.00,129,1,1,66.5,0,0,6.45,5.20,2,3,1.50,0,0,0,,0,0,0,0,0,,0
166,1974,1974-09-22,2,34.219,RAM,,NOR,W 24-0,*,10,22,45.45,150,2,1,79.7,0,0,6.82,6.59,1,0,0.00,0,0,0,,0,0,0,0,0,,0
167,1974,1974-09-29,3,34.226,RAM,@,NWE,L 14-20,*,13,32,40.63,209,1,2,47.5,0,0,6.53,4.34,1,7,7.00,0,0,0,,0,0,0,0,0,,0
168,1974,1974-10-06,4,34.233,RAM,,DET,W 16-13,*,14,24,58.33,133,1,0,87.7,0,0,5.54,6.38,5,10,2.00,0,0,0,,0,0,0,0,0,,0
169,1974,1974-10-13,5,34.240,RAM,@,GNB,L 6-17,*,6,16,37.50,59,0,2,9.1,0,0,3.69,-1.94,2,8,4.00,0,0,0,,0,0,0,0,0,,0
170,1974,1974-10-20,6,34.247,RAM,,SFO,W 37-14,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0,0,0,,0
171,1974,1974-10-27,7,34.254,GNB,@,DET,L 17-19,,,,,,,,,,,,,,,,,,,,,,,,,,
172,1974,1974-11-03,8,34.261,GNB,,WAS,L 6-17,,9,15,60.00,99,0,1,51.8,0,0,6.60,3.60,0,0,,0,0,0,,0,0,0,0,0,,0
173,1974,1974-11-10,9,34.268,GNB,,CHI,W 20-3,*,9,20,45.00,119,0,1,43.5,0,0,5.95,3.70,2,0,0.00,0,0,0,,0,0,0,0,0,,0
174,1974,1974-11-17,10,34.275,GNB,@,MIN,W 19-7,*,10,19,52.63,199,1,0,107.1,0,0,10.47,11.53,4,3,0.75,0,0,0,,0,0,0,0,0,,0
175,1974,1974-11-24,11,34.282,GNB,,SDG,W 34-0,*,14,22,63.64,157,1,1,81.1,0,0,7.14,6.00,0,0,,0,0,0,,0,0,0,0,0,,0
176,1974,1974-12-01,12,34.289,GNB,@,PHI,L 14-36,*,16,40,40.00,237,1,1,58.0,0,0,5.93,5.30,2,-6,-3.00,0,0,0,,0,0,0,0,0,,0
177,1974,1974-12-08,13,34.296,GNB,@,SFO,L 6-7,*,16,30,53.33,123,0,2,35.8,0,0,4.10,1.10,0,0,,0,0,0,,0,0,0,0,0,,0
178,1974,1974-12-15,14,34.303,GNB,@,ATL,L 3-10,*,15,38,39.47,138,0,2,28.2,0,0,3.63,1.26,0,0,,0,0,0,,0,0,0,0,0,,0
179,1975,1975-09-21,1,35.218,GNB,,DET,L 16-30,*,11,31,35.48,153,0,2,25.3,0,0,4.94,2.03,2,1,0.50,0,0,0,,0,0,0,0,0,,0
180,1975,1975-09-29,2,35.226,GNB,@,DEN,L 13-23,*,23,36,63.89,273,1,2,73.0,0,0,7.58,5.64,0,0,,0,0,0,,0,0,0,0,0,,0
181,1975,1975-10-05,3,35.232,GNB,,MIA,L 7-31,*,11,17,64.71,114,0,0,83.9,0,0,6.71,6.71,0,0,,0,0,0,,0,0,0,0,0,,0
182,1975,1975-10-12,4,35.239,GNB,@,NOR,L 19-20,*,11,20,55.00,66,0,0,61.7,0,0,3.30,3.30,1,0,0.00,0,0,0,,0,0,0,0,0,,0
183,1975,1975-10-19,5,35.246,GNB,@,DAL,W 19-17,*,15,28,53.57,174,1,2,54.8,0,0,6.21,3.71,5,12,2.40,0,0,0,,0,0,0,0,0,,0
184,1975,1975-10-26,6,35.253,GNB,,PIT,L 13-16,*,14,21,66.67,128,1,1,79.1,0,0,6.10,4.90,2,5,2.50,0,0,0,,0,0,0,0,0,,0
185,1975,1975-11-02,7,35.260,GNB,,MIN,L 17-28,*,14,21,66.67,143,1,3,62.3,0,0,6.81,1.33,2,0,0.00,0,0,0,,0,0,0,0,0,,0
186,1975,1975-11-09,8,35.267,GNB,@,CHI,L 14-27,,10,18,55.56,95,0,0,70.4,0,0,5.28,5.28,0,0,,0,0,0,,0,0,0,0,0,,0
187,1975,1975-11-16,9,35.274,GNB,@,DET,L 10-13,*,16,29,55.17,158,0,2,42.0,0,0,5.45,2.34,1,3,3.00,0,0,0,,0,0,0,0,0,,0
188,1975,1975-11-23,10,35.281,GNB,,NYG,W 40-14,*,18,29,62.07,275,2,1,101.9,0,0,9.48,9.31,1,5,5.00,0,0,0,,0,0,0,0,0,,0
189,1975,1975-11-30,11,35.288,GNB,,CHI,W 28-7,*,11,20,55.00,127,0,2,34.8,0,0,6.35,1.85,2,0,0.00,0,0,0,,0,0,0,0,0,,0
190,1975,1975-12-07,12,35.295,GNB,@,MIN,L 3-24,*,11,28,39.29,93,0,3,9.1,0,0,3.32,-1.50,0,0,,0,0,0,,0,0,0,0,0,,0
191,1975,1975-12-14,13,35.302,GNB,@,RAM,L 5-22,*,10,23,43.48,115,0,2,22.9,0,0,5.00,1.09,3,14,4.67,0,0,0,,0,0,0,0,0,,0
192,1975,1975-12-21,14,35.309,GNB,,ATL,W 22-13,*,16,32,50.00,181,0,1,54.3,0,0,5.66,4.25,1,7,7.00,0,0,0,,0,0,0,0,0,,0
193,1976,1976-09-12,1,36.210,HOU,,TAM,W 20-0,,2,2,100.00,11,0,0,89.6,0,0,5.50,5.50,0,0,,0,0,0,,0,0,0,0,0,,0
194,1976,1976-09-19,2,36.217,HOU,@,BUF,W 13-3,,,,,,,,,,,,,,,,,,,,,,,,,,
195,1976,1976-09-26,3,36.224,HOU,,OAK,L 13-14,,,,,,,,,,,,,,,,,,,,,,,,,,
196,1976,1976-10-03,4,36.231,HOU,@,NOR,W 31-26,,2,2,100.00,11,0,0,89.6,0,0,5.50,5.50,2,-3,-1.50,0,0,0,,0,0,0,0,0,,0
197,1976,1976-10-10,5,36.238,HOU,,DEN,W 17-3,,,,,,,,,,,,,,,,,,,,,,,,,,
198,1976,1976-10-17,6,36.245,HOU,@,SDG,L 27-30,,,,,,,,,,,,,,,,,,,,,,,,,,
199,1976,1976-10-24,7,36.252,HOU,,CIN,L 7-27,,,,,,,,,,,,,,,,,,,,,,,,,,
200,1976,1976-11-01,8,36.260,HOU,@,BAL,L 14-38,,1,8,12.50,10,0,0,39.6,0,0,1.25,1.25,0,0,,0,0,0,,0,0,0,0,0,,0
201,1976,1976-11-07,9,36.266,HOU,,CLE,L 7-21,,12,20,60.00,106,1,1,70.0,0,0,5.30,4.05,2,8,4.00,0,0,0,,0,0,0,0,0,,0
202,1976,1976-11-14,10,36.273,HOU,@,CIN,L 27-31,*,12,25,48.00,125,2,2,56.2,0,0,5.00,3.00,0,0,,0,0,0,,0,0,0,0,0,,0
203,1976,1976-11-21,11,36.280,HOU,@,PIT,L 16-32,*,9,20,45.00,134,2,2,61.2,0,0,6.70,4.20,0,0,,0,0,0,,0,0,0,0,0,,0
204,1976,1976-11-28,12,36.287,HOU,,ATL,W 20-14,*,18,26,69.23,212,2,1,103.4,0,0,8.15,7.96,2,0,0.00,0,0,0,,0,0,0,0,0,,0
205,1976,1976-12-05,13,36.294,HOU,@,CLE,L 10-13,*,4,10,40.00,25,0,2,8.3,0,0,2.50,-6.50,1,6,6.00,0,0,0,,0,0,0,0,0,,0
206,1976,1976-12-11,14,36.300,HOU,,PIT,L 0-21,,,,,,,,,,,,,,,,,,,,,,,,,,
207,1977,1977-09-18,1,37.215,HOU,,NYJ,W 20-0,,,,,,,,,,,,,,,,,,,,,,,,,,
208,1977,1977-09-25,2,37.222,HOU,@,GNB,W 16-10,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1977,1977-10-02,3,37.229,HOU,@,MIA,L 7-27,,,,,,,,,,,,,,,,,,,,,,,,,,
210,1977,1977-10-09,4,37.236,HOU,,PIT,W 27-10,,,,,,,,,,,,,,,,,,,,,,,,,,
211,1977,1977-10-16,5,37.243,HOU,,CLE,L 23-24,*,6,14,42.86,59,0,2,15.8,0,0,4.21,-2.21,1,6,6.00,1,0,0,,0,1,6,0,0,,0
212,1977,1977-10-23,6,37.250,HOU,@,PIT,L 10-27,,,,,,,,,,,,,,,,,,,,,,,,,,
213,1977,1977-10-30,7,37.257,HOU,@,CIN,L 10-13,*,5,10,50.00,17,0,1,16.7,0,0,1.70,-2.80,2,5,2.50,0,0,0,,0,0,0,0,0,,0
214,1977,1977-11-06,8,37.264,HOU,,CHI,W 47-0,,,,,,,,,,,,,,,,,,,,,,,,,,
215,1977,1977-11-13,9,37.271,HOU,@,OAK,L 29-34,,,,,,,,,,,,,,,,,,,,,,,,,,
216,1977,1977-11-20,10,37.278,HOU,@,SEA,W 22-10,,,,,,,,,,,,,,,,,,,,,,,,,,
217,1977,1977-11-27,11,37.285,HOU,,KAN,W 34-20,,0,0,,0,0,,,,,,,0,0,,0,0,0,,0,0,,,,,
218,1977,1977-12-04,12,37.292,HOU,,DEN,L 14-24,,,,,,,,,,,,,,,,,,,,,,,,,,
219,1977,1977-12-11,13,37.299,HOU,@,CLE,W 19-15,,,,,,,,,,,,,,,,,,,,,,,,,,
220,1977,1977-12-18,14,37.306,HOU,,CIN,W 21-16,,,,,,,,,,,,,,,,,,,,,,,,,,
