ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1972,1972-12-03,12,23.261,NWE,,MIA,L 21-37,0,0,,0,0,0,,0,2,51,25.50,0
2,1972,1972-12-10,13,23.268,NWE,@,NOR,W 17-10,0,0,,0,0,0,,0,1,23,23.00,0
3,1972,1972-12-17,14,23.275,NWE,@,DEN,L 21-45,,,,,,,,,,,,
4,1973,1973-09-16,1,24.183,NOR,,ATL,L 7-62,2,3,1.50,0,0,0,,0,0,0,,0
5,1973,1973-09-24,2,24.191,NOR,@,DAL,L 3-40,,,,,,,,,,,,
6,1973,1973-09-30,3,24.197,NOR,@,BAL,L 10-14,,,,,,,,,,,,
7,1973,1973-10-07,4,24.204,NOR,,CHI,W 21-16,1,2,2.00,0,2,19,9.50,0,0,0,,0
8,1973,1973-10-14,5,24.211,NOR,,DET,W 20-13,1,-1,-1.00,0,0,0,,0,0,0,,0
9,1973,1973-10-21,6,24.218,NOR,@,SFO,L 0-40,,,,,,,,,,,,
10,1973,1973-11-04,8,24.232,ATL,,RAM,W 15-13,,,,,,,,,,,,
11,1973,1973-11-11,9,24.239,ATL,@,PHI,W 44-27,,,,,,,,,,,,
12,1973,1973-11-19,10,24.247,ATL,,MIN,W 20-14,,,,,,,,,,,,
