ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1979,1979-09-02,1,21.364,BUF,,MIA,L 7-9,,,,,,,,,,,,,,,,
2,1979,1979-09-09,2,22.006,BUF,,CIN,W 51-24,,,,,,,,,,,,,,,,
3,1979,1979-09-16,3,22.013,BUF,@,SDG,L 19-27,,,,,,,,,,,,,,,,
4,1979,1979-09-23,4,22.020,BUF,,NYJ,W 46-31,,,,,,,,,,,,,,,,
5,1979,1979-09-30,5,22.027,BUF,@,BAL,W 31-13,,,,,,,,,,,,,,,,
6,1979,1979-10-14,7,22.041,BUF,@,MIA,L 7-17,,,,,,,,,,,,,,,,
7,1979,1979-10-21,8,22.048,BUF,,BAL,L 13-14,,,,,,,,,,,,,,,,
8,1979,1979-11-04,10,22.062,BUF,,NWE,L 6-26,,,,,,,,,,,,,,,,
9,1979,1979-11-11,11,22.069,BUF,@,NYJ,W 14-12,,,,,,,,,,,,,,,,
10,1979,1979-11-18,12,22.076,BUF,,GNB,W 19-12,,,,,,,,,,,,,,,,
11,1979,1979-11-25,13,22.083,BUF,@,NWE,W 16-13,,,,,,,,,,,,,,,,
12,1979,1979-12-02,14,22.090,BUF,,DEN,L 16-19,,,,,,,,,,,,,,,,
13,1979,1979-12-09,15,22.097,BUF,@,MIN,L 3-10,,,,,,,,,,,,,,,,
14,1979,1979-12-16,16,22.104,BUF,@,PIT,L 0-28,,,,,,,,,,,,,,,,
15,1980,1980-10-12,6,23.039,BUF,,BAL,L 12-17,,0,0,,0,0,0,,0,0,,,1,5,5.00,0
16,1980,1980-12-14,15,23.102,BUF,@,NWE,L 2-24,,5,6,83.33,64,0,0,111.1,0,0,10.67,10.67,2,24,12.00,0
17,1987,1987-10-04,3,30.031,BUF,,IND,L 6-47,*,7,20,35.00,68,0,2,5.8,3,27,3.40,-1.10,3,10,3.33,0
18,1987,1987-10-11,4,30.038,BUF,@,NWE,L 7-14,,0,0,,0,0,0,,0,,,,0,0,,0
19,1987,1987-10-18,5,30.045,BUF,,NYG,W 6-3,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,-4,-4.00,0
