ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1987,1987-10-04,3,26.240,TAM,@,DET,W 31-27,0,0,,0,0,0,,0
2,1987,1987-10-11,4,26.247,TAM,,SDG,L 13-17,1,15,15.00,0,0,0,,0
3,1987,1987-10-18,5,26.254,TAM,,MIN,W 20-10,2,38,19.00,0,3,32,10.67,0
