ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2011,2011-09-18,2,23.185,SEA,@,PIT,L 0-24,,3,3,30,10.00,0,100.0%,10.00,0,0,0.0,0,0
2,2011,2011-10-09,5,23.206,SEA,@,NYG,W 36-25,,,,,,,0.0%,,,,,,
3,2011,2011-10-30,7,23.227,SEA,,CIN,L 12-34,,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
4,2012,2012-12-09,13,24.267,DET,@,GNB,L 20-27,*,9,4,54,13.50,0,44.4%,6.00,0,0,0.0,0,0
5,2012,2012-12-16,14,24.274,DET,@,ARI,L 10-38,*,5,1,14,14.00,0,20.0%,2.80,0,0,0.0,0,0
6,2012,2012-12-22,15,24.280,DET,,ATL,L 18-31,,5,2,32,16.00,0,40.0%,6.40,0,0,0.0,0,0
7,2012,2012-12-30,16,24.288,DET,,CHI,L 24-26,*,2,1,25,25.00,1,50.0%,12.50,1,6,0.0,0,0
8,2013,2013-09-08,1,25.175,DET,,MIN,W 34-24,,2,1,11,11.00,0,50.0%,5.50,0,0,0.0,0,1
9,2013,2013-09-15,2,25.182,DET,@,ARI,L 21-25,,2,0,0,,0,0.0%,0.00,0,0,0.0,0,0
10,2013,2013-09-22,3,25.189,DET,@,WAS,W 27-20,*,3,1,33,33.00,0,33.3%,11.00,0,0,0.0,0,0
11,2013,2013-09-29,4,25.196,DET,,CHI,W 40-32,*,4,3,58,19.33,0,75.0%,14.50,0,0,0.0,0,0
12,2013,2013-10-06,5,25.203,DET,@,GNB,L 9-22,*,8,3,30,10.00,1,37.5%,3.75,1,6,0.0,0,0
13,2013,2013-10-13,6,25.210,DET,@,CLE,W 31-17,,13,8,83,10.38,0,61.5%,6.38,0,0,0.0,0,0
14,2013,2013-10-20,7,25.217,DET,,CIN,L 24-27,*,8,5,41,8.20,0,62.5%,5.13,0,0,0.0,0,0
15,2013,2013-10-27,8,25.224,DET,,DAL,W 31-30,*,6,4,54,13.50,0,66.7%,9.00,0,0,0.0,0,1
16,2013,2013-11-10,9,25.238,DET,@,CHI,W 21-19,*,1,1,5,5.00,1,100.0%,5.00,1,6,0.0,0,0
17,2013,2013-11-17,10,25.245,DET,@,PIT,L 27-37,*,9,3,42,14.00,0,33.3%,4.67,0,0,0.0,0,0
18,2013,2013-11-24,11,25.252,DET,,TAM,L 21-24,*,6,3,46,15.33,0,50.0%,7.67,0,0,0.0,0,0
19,2013,2013-11-28,12,25.256,DET,,GNB,W 40-10,*,7,3,68,22.67,0,42.9%,9.71,0,0,0.0,1,0
20,2013,2013-12-08,13,25.266,DET,@,PHI,L 20-34,*,3,0,0,,0,0.0%,0.00,0,0,0.0,0,0
21,2013,2013-12-16,14,25.274,DET,,BAL,L 16-18,*,4,1,5,5.00,0,25.0%,1.25,0,0,0.0,0,0
22,2013,2013-12-22,15,25.280,DET,,NYG,L 20-23,*,7,2,14,7.00,0,28.6%,2.00,0,0,0.0,0,0
23,2013,2013-12-29,16,25.287,DET,@,MIN,L 13-14,*,2,0,0,,0,0.0%,0.00,0,0,0.0,0,0
24,2014,2014-12-07,13,26.265,TEN,,NYG,L 7-36,,3,3,30,10.00,0,100.0%,10.00,0,0,0.0,0,0
25,2014,2014-12-14,14,26.272,TEN,,NYJ,L 11-16,,3,1,14,14.00,0,33.3%,4.67,0,0,0.0,0,0
26,2014,2014-12-18,15,26.276,TEN,@,JAX,L 13-21,,3,2,10,5.00,0,66.7%,3.33,0,0,0.0,0,0
27,2014,2014-12-28,16,26.286,TEN,,IND,L 10-27,,2,0,0,,0,0.0%,0.00,0,0,0.0,0,0
