ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1987,1987-10-11,4,23.221,CLE,,HOU,L 10-15,0,0,,0,1,16,16.00,0
2,1987,1987-10-18,5,23.228,CLE,@,CIN,W 34-0,9,31,3.44,0,0,0,,0
