ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1988,1988-09-04,1,23.111,MIA,@,CHI,L 7-34,0,0,,0,0,0,,0,,,,,,
2,1988,1988-09-11,2,23.118,MIA,@,BUF,L 6-9,3,66,22.00,0,0,0,,0,0,0,0.0,0,0,0
3,1988,1988-09-18,3,23.125,MIA,,GNB,W 24-17,0,0,,0,0,0,,0,,,,,,
4,1988,1988-09-25,4,23.132,MIA,@,IND,L 13-15,3,62,20.67,0,0,0,,0,0,0,0.0,0,0,0
5,1988,1988-10-02,5,23.139,MIA,,MIN,W 24-7,1,14,14.00,0,0,0,,0,0,0,0.0,0,0,0
6,1988,1988-10-09,6,23.146,MIA,@,RAI,W 24-14,1,17,17.00,0,0,0,,0,0,0,0.0,2,23,0
7,1988,1988-10-16,7,23.153,MIA,,SDG,W 31-28,0,0,,0,0,0,,0,0,0,0.0,1,21,0
8,1988,1988-10-23,8,23.160,MIA,,NYJ,L 30-44,0,0,,0,1,6,6.00,0,0,0,0.0,1,18,0
9,1988,1988-10-30,9,23.167,MIA,@,TAM,W 17-14,0,0,,0,0,0,,0,,,,,,
10,1988,1988-11-06,10,23.174,MIA,@,NWE,L 10-21,0,0,,0,2,23,11.50,0,0,0,0.0,0,0,0
11,1988,1988-11-14,11,23.182,MIA,,BUF,L 6-31,0,0,,0,0,0,,0,,,,,,
12,1988,1988-11-20,12,23.188,MIA,,NWE,L 3-6,0,0,,0,0,0,,0,,,,,,
13,1988,1988-11-27,13,23.195,MIA,@,NYJ,L 34-38,0,0,,0,0,0,,0,,,,,,
14,1988,1988-12-04,14,23.202,MIA,,IND,L 28-31,0,0,,0,0,0,,0,,,,,,
15,1988,1988-12-12,15,23.210,MIA,,CLE,W 38-31,0,0,,0,0,0,,0,,,,,,
16,1988,1988-12-18,16,23.216,MIA,@,PIT,L 24-40,0,0,,0,0,0,,0,,,,,,
17,1989,1989-09-10,1,24.117,MIA,,BUF,L 24-27,0,0,,0,0,0,,0,,,,,,
18,1989,1989-09-17,2,24.124,MIA,@,NWE,W 24-10,0,0,,0,0,0,,0,,,,,,
19,1989,1989-09-24,3,24.131,MIA,,NYJ,L 33-40,0,0,,0,0,0,,0,0,0,1.0,0,0,0
20,1989,1989-10-01,4,24.138,MIA,@,HOU,L 7-39,1,21,21.00,0,0,0,,0,0,0,0.0,0,0,0
21,1989,1989-10-08,5,24.145,MIA,,CLE,W 13-10,0,0,,0,0,0,,0,,,,,,
22,1989,1989-10-15,6,24.152,MIA,@,CIN,W 20-13,0,0,,0,0,0,,0,,,,,,
23,1989,1989-10-22,7,24.159,MIA,,GNB,W 23-20,0,0,,0,0,0,,0,,,,,,
24,1989,1989-10-29,8,24.166,MIA,@,BUF,L 17-31,0,0,,0,0,0,,0,,,,,,
25,1989,1989-11-05,9,24.173,MIA,,IND,W 19-13,0,0,,0,0,0,,0,0,0,0.0,2,43,0
