ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1988,1988-09-04,1,22.194,NWE,,NYJ,W 28-3,10,41,4.10,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
2,1988,1988-09-11,2,22.201,NWE,@,MIN,L 6-36,7,40,5.71,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
3,1988,1988-09-18,3,22.208,NWE,,BUF,L 14-16,24,81,3.38,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
4,1988,1988-09-25,4,22.215,NWE,@,HOU,L 6-31,8,23,2.88,0,,1,17,17.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
5,1988,1988-10-02,5,22.222,NWE,,IND,W 21-17,16,52,3.25,0,,1,-1,-1.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
6,1988,1988-10-09,6,22.229,NWE,@,GNB,L 3-45,7,21,3.00,0,,1,-5,-5.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
7,1988,1988-10-16,7,22.236,NWE,,CIN,W 27-21,16,56,3.50,0,,1,6,6.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
8,1988,1988-10-23,8,22.243,NWE,@,BUF,L 20-23,25,134,5.36,1,,1,16,16.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
9,1988,1988-10-30,9,22.250,NWE,,CHI,W 30-7,35,124,3.54,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
10,1988,1988-11-06,10,22.257,NWE,,MIA,W 21-10,25,104,4.16,1,,3,15,5.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
