ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists
1,2009,2009-09-13,1,23.209,PHI,@,CAR,W 38-10,*,0,0,,0,0.0,1,0
2,2009,2009-09-20,2,23.216,PHI,,NOR,L 22-48,*,0,0,,0,0.0,1,1
3,2009,2009-09-27,3,23.223,PHI,,KAN,W 34-14,*,0,0,,0,0.0,4,0
4,2009,2009-10-11,4,23.237,PHI,,TAM,W 33-14,*,0,0,,0,0.0,3,0
5,2009,2009-10-18,5,23.244,PHI,@,OAK,L 9-13,*,0,0,,0,0.0,4,0
6,2009,2009-10-26,6,23.252,PHI,@,WAS,W 27-17,*,0,0,,0,0.0,1,0
7,2009,2009-11-08,8,23.265,PHI,,DAL,L 16-20,,,,,,,,
8,2009,2009-11-15,9,23.272,PHI,@,SDG,L 23-31,,2,57,28.50,0,0.0,3,0
9,2009,2009-11-22,10,23.279,PHI,@,CHI,W 24-20,,5,126,25.20,0,0.0,4,0
10,2009,2009-11-29,11,23.286,PHI,,WAS,W 27-24,*,3,35,11.67,0,0.0,2,0
11,2009,2009-12-06,12,23.293,PHI,@,ATL,W 34-7,,0,0,,0,0.0,2,1
12,2009,2009-12-13,13,23.300,PHI,@,NYG,W 45-38,,5,110,22.00,0,0.0,0,0
13,2009,2009-12-20,14,23.307,PHI,,SFO,W 27-13,,1,20,20.00,0,0.0,0,0
14,2009,2009-12-27,15,23.314,PHI,,DEN,W 30-27,,3,46,15.33,0,0.0,3,0
15,2009,2010-01-03,16,23.321,PHI,@,DAL,L 0-24,*,0,0,,0,0.0,5,1
16,2010,2010-12-05,12,24.292,WAS,@,NYG,L 7-31,,0,0,,0,0.0,0,0
17,2010,2010-12-12,13,24.299,WAS,,TAM,L 16-17,,,,,,,,
18,2010,2010-12-26,15,24.313,WAS,@,JAX,W 20-17,*,0,0,,0,0.0,1,0
