ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
20,2005,2005-10-02,4,24.015,SEA,@,WAS,L 17-20,*,0,0,,0,0,0,1.0,0,0,0
21,2005,2005-10-09,5,24.022,SEA,@,STL,W 37-31,*,,,,,,,,,,
22,2005,2005-10-16,6,24.029,SEA,,HOU,W 42-10,*,,,,,,,,,,
23,2005,2005-10-23,7,24.036,SEA,,DAL,W 13-10,*,0,0,,0,0,0,0.0,1,31,0
24,2005,2005-11-06,8,24.050,SEA,@,ARI,W 33-19,*,,,,,,,,,,
25,2005,2005-11-13,9,24.057,SEA,,STL,W 31-16,*,0,0,,0,0,0,0.0,1,4,0
26,2005,2005-11-20,10,24.064,SEA,@,SFO,W 27-25,*,,,,,,,,,,
27,2005,2005-11-27,11,24.071,SEA,,NYG,W 24-21,*,0,0,,0,0,0,0.0,1,40,0
28,2005,2005-12-05,12,24.079,SEA,@,PHI,W 42-0,*,0,0,,0,0,0,0.0,1,32,0
29,2005,2005-12-11,13,24.085,SEA,,SFO,W 41-3,*,,,,,,,,,,
30,2005,2005-12-18,14,24.092,SEA,@,TEN,W 28-24,*,,,,,,,,,,
31,2005,2005-12-24,15,24.098,SEA,,IND,W 28-13,*,,,,,,,,,,
32,2005,2006-01-01,16,24.106,SEA,@,GNB,L 17-23,*,,,,,,,,,,
33,2006,2006-09-10,1,24.358,SEA,@,DET,W 9-6,*,,,,,,,,,,
34,2006,2006-09-17,2,25.000,SEA,,ARI,W 21-10,*,0,0,,0,0,0,0.0,1,1,0
35,2006,2006-09-24,3,25.007,SEA,,NYG,W 42-30,*,0,0,,0,0,0,0.0,1,0,0
36,2006,2006-10-01,4,25.014,SEA,@,CHI,L 6-37,*,,,,,,,,,,
37,2006,2006-10-15,5,25.028,SEA,@,STL,W 30-28,*,,,,,,,,,,
38,2006,2006-10-22,6,25.035,SEA,,MIN,L 13-31,*,,,,,,,,,,
39,2006,2006-10-29,7,25.042,SEA,@,KAN,L 28-35,,,,,,,,,,,
40,2006,2006-11-06,8,25.050,SEA,,OAK,W 16-0,,,,,,,,,,,
41,2006,2006-11-12,9,25.056,SEA,,STL,W 24-22,,,,,,,,,,,
42,2006,2006-11-19,10,25.063,SEA,@,SFO,L 14-20,,,,,,,,,,,
43,2006,2006-11-27,11,25.071,SEA,,GNB,W 34-24,,,,,,,,,,,
44,2006,2006-12-03,12,25.077,SEA,@,DEN,W 23-20,,,,,,,,,,,
45,2006,2006-12-10,13,25.084,SEA,@,ARI,L 21-27,,,,,,,,,,,
46,2006,2006-12-14,14,25.088,SEA,,SFO,L 14-24,,,,,,,,,,,
47,2006,2006-12-24,15,25.098,SEA,,SDG,L 17-20,*,,,,,,,,,,
48,2006,2006-12-31,16,25.105,SEA,@,TAM,W 23-7,*,,,,,,,,,,
49,2007,2007-09-09,1,25.357,HOU,,KAN,W 20-3,,,,,,,,,,,
50,2007,2007-09-16,2,25.364,HOU,@,CAR,W 34-21,,,,,,,,,,,
51,2007,2007-09-23,3,26.006,HOU,,IND,L 24-30,,,,,,,,,,,
52,2007,2007-09-30,4,26.013,HOU,@,ATL,L 16-26,,,,,,,,,,,
53,2007,2007-10-07,5,26.020,HOU,,MIA,W 22-19,,,,,,,,,,,
54,2007,2007-10-14,6,26.027,HOU,@,JAX,L 17-37,,,,,,,,,,,
55,2007,2007-10-21,7,26.034,HOU,,TEN,L 36-38,,,,,,,,,,,
56,2007,2007-10-28,8,26.041,HOU,@,SDG,L 10-35,,,,,,,,,,,
57,2007,2007-11-04,9,26.048,HOU,@,OAK,W 24-17,,,,,,,,,,,
58,2007,2007-11-18,10,26.062,HOU,,NOR,W 23-10,,0,6,,0,,,,,,
59,2007,2007-11-25,11,26.069,HOU,@,CLE,L 17-27,,,,,,,,,,,
60,2007,2007-12-02,12,26.076,HOU,@,TEN,L 20-28,,,,,,,,,,,
61,2007,2007-12-09,13,26.083,HOU,,TAM,W 28-14,,,,,,,,,,,
62,2007,2007-12-13,14,26.087,HOU,,DEN,W 31-13,,,,,,,,,,,
63,2007,2007-12-23,15,26.097,HOU,@,IND,L 15-38,,,,,,,,,,,
64,2007,2007-12-30,16,26.104,HOU,,JAX,W 42-28,,,,,,,,,,,
