ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2009,2009-09-10,1,20.356,TEN,@,PIT,L 10-13,,6,4,85,21.25,0,66.7%,14.17,0,0,,0,0,0,,0,,0,0,0.0,0,0
2,2009,2009-09-20,2,21.001,TEN,,HOU,L 31-34,,2,2,22,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
3,2009,2009-09-27,3,21.008,TEN,@,NYJ,L 17-24,,6,4,59,14.75,0,66.7%,9.83,0,0,,0,0,0,,0,,0,0,0.0,0,0
4,2009,2009-10-04,4,21.015,TEN,@,JAX,L 17-37,,11,7,105,15.00,0,63.6%,9.55,0,0,,0,0,0,,0,,0,0,0.0,0,0
5,2009,2009-10-11,5,21.022,TEN,,IND,L 9-31,,5,2,18,9.00,0,40.0%,3.60,0,0,,0,0,0,,0,,0,0,0.0,0,0
6,2009,2009-10-18,6,21.029,TEN,@,NWE,L 0-59,,4,,,,,0.0%,,,,,,,,,,,,,,,
7,2009,2009-11-01,7,21.043,TEN,,JAX,W 30-13,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
8,2009,2009-11-08,8,21.050,TEN,@,SFO,W 34-27,,,,,,,0.0%,,,,,,,,,,,,,,,
9,2009,2009-11-15,9,21.057,TEN,,BUF,W 41-17,*,4,2,55,27.50,0,50.0%,13.75,0,0,,0,0,0,,0,,0,0,0.0,0,0
10,2009,2009-11-23,10,21.065,TEN,@,HOU,W 20-17,*,5,4,42,10.50,1,80.0%,8.40,0,0,,0,0,0,,0,,1,6,0.0,0,0
11,2009,2009-11-29,11,21.071,TEN,,ARI,W 20-17,*,11,7,128,18.29,1,63.6%,11.64,0,0,,0,2,58,29.00,0,,1,6,0.0,0,0
12,2009,2009-12-06,12,21.078,TEN,@,IND,L 17-27,*,9,3,46,15.33,1,33.3%,5.11,0,0,,0,5,175,35.00,0,,1,6,0.0,0,0
13,2009,2009-12-13,13,21.085,TEN,,STL,W 47-7,*,2,2,75,37.50,0,100.0%,37.50,0,0,,0,2,49,24.50,0,,0,0,0.0,0,0
14,2009,2009-12-20,14,21.092,TEN,,MIA,W 27-24,*,2,2,32,16.00,0,100.0%,16.00,0,0,,0,4,72,18.00,0,,0,0,0.0,0,0
15,2009,2009-12-25,15,21.097,TEN,,SDG,L 17-42,,6,1,13,13.00,0,16.7%,2.17,0,0,,0,7,96,13.71,0,,0,0,0.0,0,0
16,2009,2010-01-03,16,21.106,TEN,@,SEA,W 17-13,,1,1,14,14.00,0,100.0%,14.00,0,0,,0,4,73,18.25,0,,0,0,0.0,0,0
17,2010,2010-09-12,1,21.358,TEN,,OAK,W 38-13,,,,,,,0.0%,,,,,,,,,,,,,,,
18,2010,2010-09-19,2,22.000,TEN,,PIT,L 11-19,,7,5,41,8.20,0,71.4%,5.86,0,0,,0,0,0,,0,1,0,2,0.0,0,0
19,2010,2010-09-26,3,22.007,TEN,@,NYG,W 29-10,,2,2,26,13.00,1,100.0%,13.00,0,0,,0,0,0,,0,,1,6,0.0,0,0
20,2010,2010-10-03,4,22.014,TEN,,DEN,L 20-26,,7,3,23,7.67,1,42.9%,3.29,0,0,,0,0,0,,0,,1,6,0.0,0,0
21,2010,2010-10-10,5,22.021,TEN,@,DAL,W 34-27,*,6,4,86,21.50,1,66.7%,14.33,0,0,,0,0,0,,0,,1,6,0.0,0,0
22,2010,2010-10-18,6,22.029,TEN,@,JAX,W 30-3,*,5,2,33,16.50,1,40.0%,6.60,0,0,,0,0,0,,0,,1,6,0.0,0,0
23,2010,2010-10-24,7,22.035,TEN,,PHI,W 37-19,,10,7,225,32.14,3,70.0%,22.50,0,0,,0,0,0,,0,,3,18,0.0,1,0
24,2010,2010-10-31,8,22.042,TEN,@,SDG,L 25-33,*,1,,,,,0.0%,,,,,,,,,,,,,,,
25,2010,2010-12-09,13,22.081,TEN,,IND,L 28-30,*,8,4,39,9.75,0,50.0%,4.88,0,0,,0,0,0,,0,,0,0,0.0,0,0
26,2010,2010-12-19,14,22.091,TEN,,HOU,W 31-17,*,9,6,128,21.33,0,66.7%,14.22,0,0,,0,0,0,,0,,0,0,0.0,0,0
27,2010,2010-12-26,15,22.098,TEN,@,KAN,L 14-34,*,9,4,89,22.25,1,44.4%,9.89,0,0,,0,0,0,,0,,1,6,0.0,1,0
28,2010,2011-01-02,16,22.105,TEN,@,IND,L 20-23,*,9,5,85,17.00,1,55.6%,9.44,0,0,,0,0,0,,0,,1,6,0.0,0,0
29,2011,2011-09-11,1,22.357,TEN,@,JAX,L 14-16,*,10,5,136,27.20,2,50.0%,13.60,0,0,,0,0,0,,0,,2,12,0.0,1,0
30,2011,2011-09-18,2,22.364,TEN,,BAL,W 26-13,*,13,9,135,15.00,1,69.2%,10.38,0,0,,0,0,0,,0,,1,6,0.0,0,0
31,2011,2011-09-25,3,23.006,TEN,,DEN,W 17-14,*,3,3,18,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
32,2012,2012-09-16,2,23.363,TEN,@,SDG,L 10-38,,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
33,2012,2012-09-23,3,24.004,TEN,,DET,W 44-41,*,11,6,55,9.17,0,54.5%,5.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
34,2012,2012-10-07,5,24.018,TEN,@,MIN,L 7-30,,5,2,23,11.50,0,40.0%,4.60,0,0,,0,0,0,,0,,0,0,0.0,0,0
35,2012,2012-10-11,6,24.022,TEN,,PIT,W 26-23,,11,4,62,15.50,1,36.4%,5.64,0,0,,0,0,0,,0,,1,6,0.0,0,0
36,2012,2012-10-21,7,24.032,TEN,@,BUF,W 35-34,*,6,4,30,7.50,0,66.7%,5.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
37,2012,2012-10-28,8,24.039,TEN,,IND,L 13-19,*,5,3,34,11.33,0,60.0%,6.80,0,0,,0,0,0,,0,,0,0,0.0,0,0
38,2012,2012-11-04,9,24.046,TEN,,CHI,L 20-51,*,8,5,67,13.40,0,62.5%,8.38,0,0,,0,0,0,,0,1,0,2,0.0,0,0
39,2012,2012-11-11,10,24.053,TEN,@,MIA,W 37-3,*,6,2,36,18.00,0,33.3%,6.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
40,2012,2012-11-25,11,24.067,TEN,@,JAX,L 19-24,*,5,3,25,8.33,1,60.0%,5.00,0,0,,0,0,0,,0,,1,6,0.0,0,0
41,2012,2012-12-02,12,24.074,TEN,,HOU,L 10-24,*,8,2,40,20.00,1,25.0%,5.00,0,0,,0,0,0,,0,,1,6,0.0,0,0
42,2012,2012-12-09,13,24.081,TEN,@,IND,L 23-27,*,9,8,143,17.88,0,88.9%,15.89,0,0,,0,0,0,,0,,0,0,0.0,0,0
43,2012,2012-12-17,14,24.089,TEN,,NYJ,W 14-10,*,3,1,7,7.00,0,33.3%,2.33,0,0,,0,0,0,,0,,0,0,0.0,0,0
44,2012,2012-12-23,15,24.095,TEN,@,GNB,L 7-55,*,6,2,41,20.50,1,33.3%,6.83,0,0,,0,0,0,,0,,1,6,0.0,0,0
45,2012,2012-12-30,16,24.102,TEN,,JAX,W 38-20,*,5,2,21,10.50,0,40.0%,4.20,0,0,,0,0,0,,0,,0,0,0.0,0,0
46,2013,2013-09-08,1,24.354,TEN,@,PIT,W 16-9,*,2,1,15,15.00,0,50.0%,7.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
47,2013,2013-09-15,2,24.361,TEN,@,HOU,L 24-30,*,9,4,28,7.00,0,44.4%,3.11,0,0,,0,0,0,,0,,0,0,0.0,0,0
48,2013,2013-09-22,3,25.003,TEN,,SDG,W 20-17,*,5,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
49,2013,2013-10-06,5,25.017,TEN,,KAN,L 17-26,,6,1,9,9.00,0,16.7%,1.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
50,2013,2013-10-13,6,25.024,TEN,@,SEA,L 13-20,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
51,2013,2013-10-20,7,25.031,TEN,,SFO,L 17-31,,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
52,2013,2013-11-03,8,25.045,TEN,@,STL,W 28-21,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,1,0
53,2013,2013-11-10,9,25.052,TEN,,JAX,L 27-29,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
54,2013,2013-11-14,10,25.056,TEN,,IND,L 27-30,,,,,,,0.0%,,,,,,,,,,,,,,,
55,2013,2013-11-24,11,25.066,TEN,@,OAK,W 23-19,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
56,2013,2013-12-01,12,25.073,TEN,@,IND,L 14-22,,,,,,,0.0%,,,,,,,,,,,,,,,
57,2013,2013-12-15,14,25.087,TEN,,ARI,L 34-37,,6,3,29,9.67,0,50.0%,4.83,0,0,,0,0,0,,0,,0,0,0.0,0,0
58,2014,2014-09-07,1,25.353,STL,,MIN,L 6-34,*,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
59,2014,2014-09-14,2,25.360,STL,@,TAM,W 19-17,,1,1,17,17.00,0,100.0%,17.00,1,12,12.00,0,0,0,,0,,0,0,0.0,0,0
60,2014,2014-09-21,3,26.002,STL,,DAL,L 31-34,,7,5,69,13.80,0,71.4%,9.86,1,2,2.00,0,0,0,,0,,0,0,0.0,0,0
61,2014,2014-10-05,4,26.016,STL,@,PHI,L 28-34,,6,3,68,22.67,1,50.0%,11.33,0,0,,0,0,0,,0,,1,6,0.0,0,0
62,2014,2014-10-13,5,26.024,STL,,SFO,L 17-31,*,6,3,39,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
63,2014,2014-10-19,6,26.030,STL,,SEA,W 28-26,*,3,2,4,2.00,0,66.7%,1.33,0,0,,0,0,0,,0,,0,0,0.0,0,0
64,2014,2014-10-26,7,26.037,STL,@,KAN,L 7-34,*,5,2,52,26.00,0,40.0%,10.40,0,0,,0,0,0,,0,,0,0,0.0,0,0
