ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1995,1995-09-03,1,23.325,STL,@,GNB,W 17-14,,,,,,,,,
2,1995,1995-09-10,2,23.332,STL,,NOR,W 17-13,,,,,,,,,
3,1995,1995-09-17,3,23.339,STL,@,CAR,W 31-10,,,,,,,,,
4,1995,1995-10-01,5,23.353,STL,@,IND,L 18-21,,,,,,,,,
5,1995,1995-10-12,6,23.364,STL,,ATL,W 21-19,,,,,,,,,
6,1995,1995-12-17,15,24.065,STL,,WAS,L 23-35,,,,,,,,,
7,1995,1995-12-24,16,24.072,STL,,MIA,L 22-41,,,,,,,,,
8,1996,1996-12-15,15,25.063,STL,@,ATL,W 34-27,,,,,,,,,
9,1996,1996-12-21,16,25.069,STL,,NOR,W 14-13,,,,,,,,,
10,1997,1997-08-31,1,25.322,STL,,NOR,W 38-24,,0,0,,0,,,,
11,1997,1997-09-07,2,25.329,STL,,SFO,L 12-15,,0,0,,0,,,,
12,1997,1997-09-14,3,25.336,STL,@,DEN,L 14-35,,0,0,,0,,,,
13,1997,1997-09-21,4,25.343,STL,,NYG,W 13-3,,0,0,,0,,,,
14,1997,1997-09-28,5,25.350,STL,@,OAK,L 17-35,,0,0,,0,,,,
15,1997,1997-10-12,6,25.364,STL,@,SFO,L 10-30,,0,0,,0,,,,
16,1997,1997-10-19,7,26.006,STL,,SEA,L 9-17,,0,0,,0,,,,
17,1997,1997-10-26,8,26.013,STL,,KAN,L 20-28,,0,0,,0,,,,
18,1997,1997-11-02,9,26.020,STL,@,ATL,L 31-34,,1,10,10.00,0,0.0,0,0,0
19,1997,1997-11-09,10,26.027,STL,@,GNB,L 7-17,,0,0,,0,,,,
20,1997,1997-11-16,11,26.034,STL,,ATL,L 21-27,,0,0,,0,,,,
21,1997,1997-11-23,12,26.041,STL,,CAR,L 10-16,,0,0,,0,,,,
22,1997,1997-11-30,13,26.048,STL,@,WAS,W 23-20,,0,0,,0,,,,
23,1997,1997-12-07,14,26.055,STL,@,NOR,W 34-27,,0,0,,0,,,,
24,1997,1997-12-14,15,26.062,STL,,CHI,L 10-13,,0,0,,0,,,,
25,1997,1997-12-20,16,26.068,STL,@,CAR,W 30-18,,0,0,,0,1.0,0,0,0
26,1998,1998-09-06,1,26.328,STL,,NOR,L 17-24,,,,,,,,,
27,1998,1998-09-13,2,26.335,STL,,MIN,L 31-38,,,,,,,,,
28,1998,1998-09-20,3,26.342,STL,@,BUF,W 34-33,,,,,,,,,
29,1998,1998-09-27,4,26.349,STL,,ARI,L 17-20,,,,,,,,,
30,1998,1998-10-11,5,26.363,STL,,NYJ,W 30-10,,,,,,,,,
31,1998,1998-10-18,6,27.005,STL,@,MIA,L 0-14,,,,,,,,,
32,1998,1998-10-25,7,27.012,STL,,SFO,L 10-28,,,,,,,,,
33,1998,1998-11-01,8,27.019,STL,@,ATL,L 15-37,,,,,,,,,
34,1998,1998-11-08,9,27.026,STL,@,CHI,W 20-12,,0,0,,0,1.0,0,0,0
35,1998,1998-11-15,10,27.033,STL,@,NOR,L 3-24,,,,,,,,,
36,1998,1998-11-22,11,27.040,STL,,CAR,L 20-24,,,,,,,,,
37,1998,1998-11-29,12,27.047,STL,,ATL,L 10-21,,,,,,,,,
38,1998,1998-12-03,13,27.051,STL,@,PHI,L 14-17,,,,,,,,,
39,1998,1998-12-13,14,27.061,STL,,NWE,W 32-18,,,,,,,,,
40,1998,1998-12-20,15,27.068,STL,@,CAR,L 13-20,,,,,,,,,
41,1998,1998-12-27,16,27.075,STL,@,SFO,L 19-38,,,,,,,,,
42,1999,1999-09-12,1,27.334,STL,,BAL,W 27-10,,,,,,,,,
43,1999,1999-09-26,2,27.348,STL,,ATL,W 35-7,,,,,,,,,
44,1999,1999-10-03,3,27.355,STL,@,CIN,W 38-10,,,,,,,,,
45,1999,1999-10-10,4,27.362,STL,,SFO,W 42-20,,,,,,,,,
46,1999,1999-10-17,5,28.004,STL,@,ATL,W 41-13,,,,,,,,,
47,1999,1999-10-24,6,28.011,STL,,CLE,W 34-3,,,,,,,,,
48,1999,1999-10-31,7,28.018,STL,@,TEN,L 21-24,,,,,,,,,
49,1999,1999-11-07,8,28.025,STL,@,DET,L 27-31,,,,,,,,,
50,1999,1999-11-14,9,28.032,STL,,CAR,W 35-10,,0,0,,0,1.0,0,0,0
51,1999,1999-11-21,10,28.039,STL,@,SFO,W 23-7,,,,,,,,,
52,1999,1999-11-28,11,28.046,STL,,NOR,W 43-12,,,,,,,,,
53,1999,1999-12-05,12,28.053,STL,@,CAR,W 34-21,,,,,,,,,
54,1999,1999-12-12,13,28.060,STL,@,NOR,W 30-14,,0,0,,0,2.0,0,0,0
55,1999,1999-12-19,14,28.067,STL,,NYG,W 31-10,,,,,,,,,
56,1999,1999-12-26,15,28.074,STL,,CHI,W 34-12,,0,0,,0,1.0,0,0,0
57,1999,2000-01-02,16,28.081,STL,@,PHI,L 31-38,,,,,,,,,
58,2000,2000-09-03,1,28.326,CAR,@,WAS,L 17-20,,,,,,,,,
59,2000,2000-09-10,2,28.333,CAR,@,SFO,W 38-22,*,,,,,,,,
60,2000,2000-09-17,3,28.340,CAR,,ATL,L 10-15,*,,,,,,,,
61,2000,2000-10-01,4,28.354,CAR,,DAL,L 13-16,,,,,,,,,
62,2000,2000-10-08,5,28.361,CAR,,SEA,W 26-3,,0,0,,0,2.0,0,0,0
63,2000,2000-10-15,6,29.002,CAR,@,NOR,L 6-24,,0,0,,0,1.0,0,0,0
64,2000,2000-10-22,7,29.009,CAR,,SFO,W 34-16,*,,,,,,,,
65,2000,2000-10-29,8,29.016,CAR,@,ATL,L 12-13,*,,,,,,,,
66,2000,2000-11-05,9,29.023,CAR,@,STL,W 27-24,,0,0,,0,1.0,0,0,0
67,2000,2000-11-12,10,29.030,CAR,,NOR,L 10-20,*,,,,,,,,
68,2000,2000-11-19,11,29.037,CAR,@,MIN,L 17-31,,,,,,,,,
69,2000,2000-11-27,12,29.045,CAR,,GNB,W 31-14,*,0,0,,0,2.0,0,0,0
70,2000,2000-12-03,13,29.051,CAR,,STL,W 16-3,,,,,,,,,
71,2000,2000-12-10,14,29.058,CAR,@,KAN,L 14-15,*,,,,,,,,
72,2000,2000-12-17,15,29.065,CAR,,SDG,W 30-22,*,,,,,,,,
73,2000,2000-12-24,16,29.072,CAR,@,OAK,L 9-52,*,,,,,,,,
74,2001,2001-09-09,1,29.331,CAR,@,MIN,W 24-13,*,,,,,,,,
75,2001,2001-09-23,2,29.345,CAR,@,ATL,L 16-24,*,0,0,,0,1.0,0,0,0
76,2001,2001-09-30,3,29.352,CAR,,GNB,L 7-28,*,,,,,,,,
77,2001,2001-10-07,4,29.359,CAR,@,SFO,L 14-24,*,,,,,,,,
78,2001,2001-10-14,5,30.001,CAR,,NOR,L 25-27,*,,,,,,,,
79,2001,2001-10-21,6,30.008,CAR,@,WAS,L 14-17,*,,,,,,,,
80,2001,2001-10-28,7,30.015,CAR,,NYJ,L 12-13,,,,,,,,,
81,2001,2001-11-04,8,30.022,CAR,@,MIA,L 6-23,,0,0,,0,0.0,1,0,0
82,2001,2001-11-11,9,30.029,CAR,@,STL,L 14-48,,,,,,,,,
83,2001,2001-11-18,10,30.036,CAR,,SFO,L 22-25,*,,,,,,,,
84,2001,2001-11-25,11,30.043,CAR,,ATL,L 7-10,*,,,,,,,,
85,2001,2001-12-02,12,30.050,CAR,@,NOR,L 23-27,*,,,,,,,,
86,2001,2001-12-09,13,30.057,CAR,@,BUF,L 24-25,*,,,,,,,,
87,2001,2001-12-23,14,30.071,CAR,,STL,L 32-38,*,,,,,,,,
88,2001,2001-12-30,15,30.078,CAR,,ARI,L 7-30,*,,,,,,,,
89,2001,2002-01-06,16,30.085,CAR,,NWE,L 6-38,*,,,,,,,,
90,2002,2002-09-08,1,30.330,MIA,,DET,W 49-21,,,,,,,,,
91,2002,2002-09-15,2,30.337,MIA,@,IND,W 21-13,,,,,,,,,
92,2002,2002-09-22,3,30.344,MIA,,NYJ,W 30-3,,0,0,,0,1.0,0,0,0
93,2002,2002-09-29,4,30.351,MIA,@,KAN,L 30-48,,,,,,,,,
94,2002,2002-10-06,5,30.358,MIA,,NWE,W 26-13,,,,,,,,,
95,2002,2002-10-13,6,31.000,MIA,@,DEN,W 24-22,,,,,,,,,
