ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2003,2003-09-07,1,23.007,MIA,,HOU,L 20-21,*,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,0.0,,
2,2003,2003-09-14,2,23.014,MIA,@,NYJ,W 21-10,,,,,,,0.0%,,,,,,,,,,
3,2003,2003-09-21,3,23.021,MIA,,BUF,W 17-7,,,,,,,0.0%,,,,,,,,,,
4,2003,2003-10-05,4,23.035,MIA,@,NYG,W 23-10,,,,,,,0.0%,,,,,,,,,,
5,2003,2003-10-12,5,23.042,MIA,@,JAX,W 24-10,,,,,,,0.0%,,,,,,,,,,
6,2003,2003-10-19,6,23.049,MIA,,NWE,L 13-19,,0,0,0,,0,0.0%,,1,0,0.00,0,0,0,0.0,,
7,2003,2003-10-27,7,23.057,MIA,@,SDG,W 26-10,*,,,,,,0.0%,,,,,,,,,,
8,2003,2003-11-02,8,23.063,MIA,,IND,L 17-23,*,3,2,48,24.00,0,66.7%,16.00,0,0,,0,0,0,0.0,,
9,2003,2003-11-09,9,23.070,MIA,@,TEN,L 7-31,*,3,2,27,13.50,1,66.7%,9.00,0,0,,0,1,6,0.0,,
10,2003,2003-11-16,10,23.077,MIA,,BAL,W 9-6,,,,,,,0.0%,,,,,,,,,,
11,2003,2003-11-23,11,23.084,MIA,,WAS,W 24-23,*,1,,,,,0.0%,,,,,,,,,,
12,2003,2003-11-27,12,23.088,MIA,@,DAL,W 40-21,,0,,,,,0.0%,,,,,,,,,,
13,2003,2003-12-07,13,23.098,MIA,@,NWE,L 0-12,,,,,,,0.0%,,,,,,,,,,
14,2003,2003-12-15,14,23.106,MIA,,PHI,L 27-34,,1,,,,,0.0%,,,,,,,,,,
15,2003,2003-12-21,15,23.112,MIA,@,BUF,W 20-3,,,,,,,0.0%,,,,,,,,,,
16,2003,2003-12-28,16,23.119,MIA,,NYJ,W 23-21,,2,2,30,15.00,0,100.0%,15.00,0,0,,0,0,0,0.0,,
17,2004,2004-09-11,1,24.011,MIA,,TEN,L 7-17,*,,,,,,0.0%,,,,,,,,,,
18,2004,2004-09-19,2,24.019,MIA,@,CIN,L 13-16,,1,,,,,0.0%,,,,,,,,,,
19,2004,2004-09-26,3,24.026,MIA,,PIT,L 3-13,*,3,3,16,5.33,0,100.0%,5.33,0,0,,0,0,0,0.0,,
20,2004,2004-10-03,4,24.033,MIA,,NYJ,L 9-17,,2,2,15,7.50,0,100.0%,7.50,0,0,,0,0,0,0.0,,
21,2004,2004-10-10,5,24.040,MIA,@,NWE,L 10-24,*,1,,,,,0.0%,,,,,,,,,,
22,2004,2004-10-17,6,24.047,MIA,@,BUF,L 13-20,*,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0,0.0,,
23,2004,2004-10-24,7,24.054,MIA,,STL,W 31-14,*,0,,,,,0.0%,,,,,,,,,,
24,2004,2004-11-01,8,24.062,MIA,@,NYJ,L 14-41,*,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,0.0,,
25,2004,2004-11-07,9,24.068,MIA,,ARI,L 23-24,,,,,,,0.0%,,,,,,,,,,
26,2004,2004-11-21,10,24.082,MIA,@,SEA,L 17-24,,1,,,,,0.0%,,,,,,,,,,
27,2004,2004-11-28,11,24.089,MIA,@,SFO,W 24-17,*,,,,,,0.0%,,,,,,,,,,
28,2004,2004-12-05,12,24.096,MIA,,BUF,L 32-42,,1,1,15,15.00,1,100.0%,15.00,0,0,,0,1,6,0.0,,
29,2004,2004-12-12,13,24.103,MIA,@,DEN,L 17-20,*,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0,0.0,,
30,2004,2004-12-20,14,24.111,MIA,,NWE,W 29-28,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,0.0,,
31,2004,2004-12-26,15,24.117,MIA,,CLE,W 10-7,*,1,,,,,0.0%,,,,,,,,,,
32,2004,2005-01-02,16,24.124,MIA,@,BAL,L 23-30,*,5,3,25,8.33,0,60.0%,5.00,0,0,,0,0,0,0.0,,
33,2005,2005-09-18,2,25.018,GNB,,CLE,L 24-26,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
34,2005,2005-09-25,3,25.025,GNB,,TAM,L 16-17,*,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
35,2005,2005-10-03,4,25.033,GNB,@,CAR,L 29-32,,1,1,16,16.00,1,100.0%,16.00,0,0,,0,1,6,0.0,,
36,2005,2005-10-09,5,25.039,GNB,,NOR,W 52-3,,1,1,26,26.00,1,100.0%,26.00,0,0,,0,1,6,0.0,,
37,2005,2005-10-23,6,25.053,GNB,@,MIN,L 20-23,,3,3,21,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,,
38,2005,2005-10-30,7,25.060,GNB,@,CIN,L 14-21,,4,3,28,9.33,0,75.0%,7.00,0,0,,0,0,0,0.0,,
39,2005,2005-11-06,8,25.067,GNB,,PIT,L 10-20,*,7,3,21,7.00,0,42.9%,3.00,0,0,,0,0,0,0.0,,
40,2005,2005-11-13,9,25.074,GNB,@,ATL,W 33-25,,5,3,31,10.33,0,60.0%,6.20,0,0,,0,0,0,0.0,,
41,2005,2005-11-21,10,25.082,GNB,,MIN,L 17-20,,5,4,37,9.25,0,80.0%,7.40,0,0,,0,0,0,0.0,,
42,2005,2005-11-27,11,25.088,GNB,@,PHI,L 14-19,,4,2,21,10.50,0,50.0%,5.25,0,0,,0,0,0,0.0,,
43,2005,2005-12-04,12,25.095,GNB,@,CHI,L 7-19,*,7,3,37,12.33,0,42.9%,5.29,0,0,,0,0,0,0.0,,
44,2005,2005-12-11,13,25.102,GNB,,DET,W 16-13,,3,3,20,6.67,0,100.0%,6.67,0,0,,0,0,0,0.0,,
45,2005,2005-12-19,14,25.110,GNB,@,BAL,L 3-48,,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0,0.0,,
46,2005,2005-12-25,15,25.116,GNB,,CHI,L 17-24,*,7,3,10,3.33,0,42.9%,1.43,0,0,,0,0,0,0.0,,
47,2005,2006-01-01,16,25.123,GNB,,SEA,W 23-17,*,6,2,10,5.00,0,33.3%,1.67,0,0,,0,0,0,0.0,,
48,2006,2006-09-10,1,26.010,GNB,,CHI,L 0-26,,1,1,25,25.00,0,100.0%,25.00,0,0,,0,0,0,0.0,,
49,2006,2006-09-17,2,26.017,GNB,,NOR,L 27-34,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
50,2006,2006-09-24,3,26.024,GNB,@,DET,W 31-24,,1,1,32,32.00,0,100.0%,32.00,0,0,,0,0,0,0.0,,
51,2006,2006-10-02,4,26.032,GNB,@,PHI,L 9-31,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
52,2006,2006-10-22,6,26.052,GNB,@,MIA,W 34-24,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,,
53,2006,2006-10-29,7,26.059,GNB,,ARI,W 31-14,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,,
54,2006,2006-11-05,8,26.066,GNB,@,BUF,L 10-24,,1,1,-5,-5.00,0,100.0%,-5.00,0,0,,0,0,0,0.0,,
55,2006,2006-11-12,9,26.073,GNB,@,MIN,W 23-17,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,,
56,2006,2006-11-19,10,26.080,GNB,,NWE,L 0-35,,1,1,16,16.00,0,100.0%,16.00,0,0,,0,0,0,0.0,,
57,2006,2006-11-27,11,26.088,GNB,@,SEA,L 24-34,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
58,2006,2006-12-03,12,26.094,GNB,,NYJ,L 10-38,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,,
59,2006,2006-12-10,13,26.101,GNB,@,SFO,W 30-19,,3,1,11,11.00,0,33.3%,3.67,0,0,,0,0,0,0.0,,
60,2006,2006-12-17,14,26.108,GNB,,DET,W 17-9,,3,1,15,15.00,0,33.3%,5.00,0,0,,0,0,0,0.0,,
61,2006,2006-12-21,15,26.112,GNB,,MIN,W 9-7,,3,3,41,13.67,0,100.0%,13.67,0,0,,0,0,0,0.0,,
62,2006,2006-12-31,16,26.122,GNB,@,CHI,W 26-7,,4,1,15,15.00,0,25.0%,3.75,0,0,,0,0,0,0.0,,
63,2007,2007-09-09,1,27.009,GNB,,PHI,W 16-13,,4,4,27,6.75,0,100.0%,6.75,0,0,,0,0,0,0.0,,
64,2007,2007-09-16,2,27.016,GNB,@,NYG,W 35-13,*,6,4,35,8.75,1,66.7%,5.83,0,0,,0,1,6,0.0,,
65,2007,2007-09-23,3,27.023,GNB,,SDG,W 31-24,*,6,4,44,11.00,0,66.7%,7.33,0,0,,0,0,0,0.0,,
66,2007,2007-09-30,4,27.030,GNB,@,MIN,W 23-16,*,5,4,66,16.50,0,80.0%,13.20,0,0,,0,0,0,0.0,,
67,2007,2007-10-07,5,27.037,GNB,,CHI,L 20-27,*,4,3,23,7.67,0,75.0%,5.75,0,0,,0,0,0,0.0,,
68,2007,2007-10-14,6,27.044,GNB,,WAS,W 17-14,*,4,3,75,25.00,0,75.0%,18.75,0,0,,0,0,0,0.0,,
69,2007,2007-10-29,7,27.059,GNB,@,DEN,W 19-13,*,3,3,34,11.33,0,100.0%,11.33,0,0,,0,0,0,0.0,,
70,2007,2007-11-04,8,27.065,GNB,@,KAN,W 33-22,*,5,4,78,19.50,0,80.0%,15.60,0,0,,0,0,0,0.0,,
71,2007,2007-11-11,9,27.072,GNB,,MIN,W 34-0,*,5,4,27,6.75,1,80.0%,5.40,0,0,,0,1,6,0.0,,
72,2007,2007-11-18,10,27.079,GNB,,CAR,W 31-17,,5,5,49,9.80,2,100.0%,9.80,0,0,,0,2,12,0.0,,
73,2007,2007-11-22,11,27.083,GNB,@,DET,W 37-26,*,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,0.0,,
74,2007,2007-11-29,12,27.090,GNB,@,DAL,L 27-37,*,4,3,30,10.00,0,75.0%,7.50,0,0,,0,0,0,0.0,,
75,2007,2007-12-09,13,27.100,GNB,,OAK,W 38-7,*,5,4,71,17.75,1,80.0%,14.20,0,0,,0,1,6,0.0,,
76,2007,2007-12-16,14,27.107,GNB,@,STL,W 33-14,,2,1,4,4.00,1,50.0%,2.00,0,0,,0,1,6,0.0,,
