ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1989,1989-09-10,1,22.067,PIT,,CLE,L 0-51,0,0,,0,,,,
2,1989,1989-09-17,2,22.074,PIT,@,CIN,L 10-41,1,22,22.00,0,0.0,0,0,0
3,1989,1989-09-24,3,22.081,PIT,,MIN,W 27-14,0,0,,0,2.0,0,0,0
4,1989,1989-10-01,4,22.088,PIT,@,DET,W 23-3,0,0,,0,1.0,0,0,0
5,1989,1989-10-08,5,22.095,PIT,,CIN,L 16-26,0,0,,0,,,,
6,1989,1989-10-15,6,22.102,PIT,@,CLE,W 17-7,0,0,,0,,,,
7,1989,1989-10-22,7,22.109,PIT,@,HOU,L 0-27,1,2,2.00,0,0.0,0,0,0
8,1989,1989-10-29,8,22.116,PIT,,KAN,W 23-17,0,0,,0,,,,
9,1989,1989-11-05,9,22.123,PIT,@,DEN,L 7-34,0,0,,0,,,,
10,1989,1989-11-12,10,22.130,PIT,,CHI,L 0-20,0,0,,0,,,,
11,1989,1989-11-19,11,22.137,PIT,,SDG,W 20-17,0,0,,0,,,,
12,1989,1989-11-26,12,22.144,PIT,@,MIA,W 34-14,0,0,,0,,,,
13,1989,1989-12-03,13,22.151,PIT,,HOU,L 16-23,2,7,3.50,0,0.0,0,0,0
14,1989,1989-12-10,14,22.158,PIT,@,NYJ,W 13-0,0,0,,0,,,,
15,1989,1989-12-17,15,22.165,PIT,,NWE,W 28-10,0,0,,0,,,,
16,1989,1989-12-24,16,22.172,PIT,@,TAM,W 31-22,0,0,,0,,,,
17,1990,1990-09-09,1,23.066,PIT,@,CLE,L 3-13,0,0,,0,,,,
18,1990,1990-09-16,2,23.073,PIT,,HOU,W 20-9,0,0,,0,1.0,0,0,0
19,1990,1990-09-23,3,23.080,PIT,@,RAI,L 3-20,1,20,20.00,0,0.0,0,0,0
20,1990,1990-09-30,4,23.087,PIT,,MIA,L 6-28,0,0,,0,,,,
21,1990,1990-10-07,5,23.094,PIT,,SDG,W 36-14,0,0,,0,,,,
22,1990,1990-10-14,6,23.101,PIT,@,DEN,W 34-17,0,0,,0,,,,
23,1990,1990-10-21,7,23.108,PIT,@,SFO,L 7-27,0,0,,0,,,,
24,1990,1990-10-29,8,23.116,PIT,,RAM,W 41-10,0,0,,0,,,,
25,1990,1990-11-04,9,23.122,PIT,,ATL,W 21-9,0,0,,0,,,,
26,1990,1990-11-18,10,23.136,PIT,@,CIN,L 3-27,0,0,,0,,,,
27,1990,1990-11-25,11,23.143,PIT,@,NYJ,W 24-7,1,1,1.00,0,0.0,0,0,0
28,1990,1990-12-02,12,23.150,PIT,,CIN,L 12-16,0,0,,0,,,,
29,1990,1990-12-09,13,23.157,PIT,,NWE,W 24-3,1,10,10.00,0,0.0,0,0,0
30,1990,1990-12-16,14,23.164,PIT,@,NOR,W 9-6,0,0,,0,,,,
31,1990,1990-12-23,15,23.171,PIT,,CLE,W 35-0,0,0,,0,,,,
32,1990,1990-12-30,16,23.178,PIT,@,HOU,L 14-34,0,0,,0,,,,
33,1991,1991-09-01,1,24.058,PIT,,SDG,W 26-20,0,0,,0,,,,
34,1991,1991-09-08,2,24.065,PIT,@,BUF,L 34-52,0,0,,0,1.0,0,0,0
35,1991,1991-09-15,3,24.072,PIT,,NWE,W 20-6,0,0,,0,1.0,0,0,0
36,1991,1991-09-22,4,24.079,PIT,@,PHI,L 14-23,0,0,,0,,,,
37,1991,1991-10-06,5,24.093,PIT,@,IND,W 21-3,0,0,,0,,,,
38,1991,1991-10-14,6,24.101,PIT,,NYG,L 20-23,0,0,,0,,,,
39,1991,1991-10-20,7,24.107,PIT,,SEA,L 7-27,0,0,,0,2.0,0,0,0
40,1991,1991-10-27,8,24.114,PIT,@,CLE,L 14-17,0,0,,0,,,,
41,1991,1991-11-03,9,24.121,PIT,@,DEN,L 13-20,0,0,,0,,,,
42,1991,1991-11-10,10,24.128,PIT,@,CIN,W 33-27,0,0,,0,,,,
43,1991,1991-11-17,11,24.135,PIT,,WAS,L 14-41,0,0,,0,,,,
44,1991,1991-11-24,12,24.142,PIT,,HOU,W 26-14,0,0,,0,,,,
45,1991,1991-11-28,13,24.146,PIT,@,DAL,L 10-20,0,0,,0,1.0,0,0,0
46,1991,1991-12-08,14,24.156,PIT,@,HOU,L 6-31,0,0,,0,,,,
47,1991,1991-12-15,15,24.163,PIT,,CIN,W 17-10,0,0,,0,,,,
48,1991,1991-12-22,16,24.170,PIT,,CLE,W 17-10,1,19,19.00,0,4.0,0,0,0
49,1992,1992-09-06,1,25.063,PIT,@,HOU,W 29-24,,,,,,,,
50,1992,1992-09-13,2,25.070,PIT,,NYJ,W 27-10,,,,,,,,
51,1992,1992-09-20,3,25.077,PIT,@,SDG,W 23-6,0,0,,0,0.0,1,4,0
52,1992,1992-09-27,4,25.084,PIT,@,GNB,L 3-17,0,0,,0,0.5,0,0,0
53,1992,1992-10-11,5,25.098,PIT,@,CLE,L 9-17,0,0,,0,1.0,0,0,0
54,1992,1992-10-19,6,25.106,PIT,,CIN,W 20-0,,,,,,,,
55,1992,1992-10-25,7,25.112,PIT,@,KAN,W 27-3,,,,,,,,
56,1992,1992-11-01,8,25.119,PIT,,HOU,W 21-20,,,,,,,,
57,1992,1992-11-08,9,25.126,PIT,@,BUF,L 20-28,0,0,,0,1.0,0,0,0
58,1992,1992-11-15,10,25.133,PIT,,DET,W 17-14,,,,,,,,
59,1992,1992-11-22,11,25.140,PIT,,IND,W 30-14,,,,,,,,
60,1992,1992-11-29,12,25.147,PIT,@,CIN,W 21-9,0,0,,0,1.0,0,0,0
61,1992,1992-12-06,13,25.154,PIT,,SEA,W 20-14,,,,,,,,
62,1992,1992-12-13,14,25.161,PIT,@,CHI,L 6-30,,,,,,,,
63,1992,1992-12-20,15,25.168,PIT,,MIN,L 3-6,,,,,,,,
64,1992,1992-12-27,16,25.175,PIT,,CLE,W 23-13,0,0,,0,1.0,0,0,0
65,1993,1993-09-05,1,26.062,SDG,,SEA,W 18-12,,,,,,,,
