ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2007,2007-09-09,1,22.172,MIN,,ATL,W 24-3,,19,103,5.42,0,1,1,60,60.00,1,100.0%,60.00,1,22,22.00,0,,1,6,0.0,,
2,2007,2007-09-16,2,22.179,MIN,@,DET,L 17-20,*,20,66,3.30,0,5,4,52,13.00,0,80.0%,10.40,0,0,,0,,0,0,0.0,,
3,2007,2007-09-23,3,22.186,MIN,@,KAN,L 10-13,*,25,102,4.08,1,3,3,48,16.00,0,100.0%,16.00,0,0,,0,,1,6,0.0,,
4,2007,2007-09-30,4,22.193,MIN,,GNB,L 16-23,,12,112,9.33,0,3,1,6,6.00,0,33.3%,2.00,3,98,32.67,0,,0,0,0.0,,
5,2007,2007-10-14,5,22.207,MIN,@,CHI,W 34-31,*,20,224,11.20,3,2,1,9,9.00,0,50.0%,4.50,4,128,32.00,0,,3,18,0.0,,
6,2007,2007-10-21,6,22.214,MIN,@,DAL,L 14-24,,12,63,5.25,1,2,1,12,12.00,0,50.0%,6.00,3,65,21.67,0,,1,6,0.0,,
7,2007,2007-10-28,7,22.221,MIN,,PHI,L 16-23,*,20,70,3.50,0,0,0,0,,0,0.0%,,2,11,5.50,0,,0,0,0.0,,
8,2007,2007-11-04,8,22.228,MIN,,SDG,W 35-17,*,30,296,9.87,3,2,1,19,19.00,0,50.0%,9.50,0,0,,0,,3,18,0.0,,
9,2007,2007-11-11,9,22.235,MIN,@,GNB,L 0-34,*,11,45,4.09,0,4,3,14,4.67,0,75.0%,3.50,0,0,,0,,0,0,0.0,,
10,2007,2007-12-02,12,22.256,MIN,,DET,W 42-10,*,15,116,7.73,2,2,1,10,10.00,0,50.0%,5.00,0,0,,0,,2,12,0.0,,
11,2007,2007-12-09,13,22.263,MIN,@,SFO,W 27-7,,14,3,0.21,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,,
12,2007,2007-12-17,14,22.271,MIN,,CHI,W 20-13,*,20,78,3.90,2,1,1,17,17.00,0,100.0%,17.00,0,0,,0,,2,12,0.0,,
13,2007,2007-12-23,15,22.277,MIN,,WAS,L 21-32,*,9,27,3.00,0,3,2,21,10.50,0,66.7%,7.00,0,0,,0,,0,0,0.0,,
14,2007,2007-12-30,16,22.284,MIN,@,DEN,L 19-22,,11,36,3.27,0,0,0,0,,0,0.0%,,3,88,29.33,0,,0,0,0.0,,
15,2008,2008-09-08,1,23.171,MIN,@,GNB,L 19-24,*,19,103,5.42,1,2,1,11,11.00,0,50.0%,5.50,0,0,,0,,1,6,0.0,0,0
16,2008,2008-09-14,2,23.177,MIN,,IND,L 15-18,*,29,160,5.52,0,4,4,20,5.00,0,100.0%,5.00,0,0,,0,,0,0,0.0,0,0
17,2008,2008-09-21,3,23.184,MIN,,CAR,W 20-10,*,17,77,4.53,0,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
18,2008,2008-09-28,4,23.191,MIN,@,TEN,L 17-30,*,18,80,4.44,2,6,4,21,5.25,0,66.7%,3.50,0,0,,0,,2,12,0.0,1,0
19,2008,2008-10-06,5,23.199,MIN,@,NOR,W 30-27,*,21,32,1.52,0,4,1,9,9.00,0,25.0%,2.25,0,0,,0,,0,0,0.0,0,0
20,2008,2008-10-12,6,23.205,MIN,,DET,W 12-10,*,25,111,4.44,0,2,1,-5,-5.00,0,50.0%,-2.50,0,0,,0,,0,0,0.0,0,0
21,2008,2008-10-19,7,23.212,MIN,@,CHI,L 41-48,*,22,121,5.50,2,3,1,9,9.00,0,33.3%,3.00,0,0,,0,,2,12,0.0,0,0
22,2008,2008-11-02,8,23.226,MIN,,HOU,W 28-21,*,25,139,5.56,1,0,0,0,,0,0.0%,,0,0,,0,,1,6,0.0,0,0
23,2008,2008-11-09,9,23.233,MIN,,GNB,W 28-27,*,30,192,6.40,1,4,3,33,11.00,0,75.0%,8.25,0,0,,0,,1,6,0.0,1,0
24,2008,2008-11-16,10,23.240,MIN,@,TAM,L 13-19,*,19,85,4.47,0,3,1,-3,-3.00,0,33.3%,-1.00,1,16,16.00,0,,0,0,0.0,0,0
25,2008,2008-11-23,11,23.247,MIN,@,JAX,W 30-12,,17,80,4.71,1,1,0,0,,0,0.0%,0.00,0,0,,0,,1,6,0.0,0,0
26,2008,2008-11-30,12,23.254,MIN,,CHI,W 34-14,*,28,131,4.68,1,3,2,-1,-0.50,0,66.7%,-0.33,0,0,,0,,1,6,0.0,0,0
27,2008,2008-12-07,13,23.261,MIN,@,DET,W 20-16,*,22,105,4.77,0,2,1,15,15.00,0,50.0%,7.50,0,0,,0,,0,0,0.0,1,0
28,2008,2008-12-14,14,23.268,MIN,@,ARI,W 35-14,*,28,165,5.89,0,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
29,2008,2008-12-21,15,23.275,MIN,,ATL,L 17-24,*,22,76,3.45,0,3,2,16,8.00,0,66.7%,5.33,0,0,,0,,0,0,0.0,1,0
30,2008,2008-12-28,16,23.282,MIN,,NYG,W 20-19,*,21,103,4.90,1,0,0,0,,0,0.0%,,0,0,,0,,1,6,0.0,0,0
31,2009,2009-09-13,1,24.176,MIN,@,CLE,W 34-20,*,25,180,7.20,3,1,1,18,18.00,0,100.0%,18.00,0,0,,0,,3,18,0.0,0,0
32,2009,2009-09-20,2,24.183,MIN,@,DET,W 27-13,*,15,92,6.13,1,4,4,24,6.00,0,100.0%,6.00,0,0,,0,,1,6,0.0,0,0
33,2009,2009-09-27,3,24.190,MIN,,SFO,W 27-24,*,19,85,4.47,0,2,2,14,7.00,0,100.0%,7.00,0,0,,0,,0,0,0.0,0,0
34,2009,2009-10-05,4,24.198,MIN,,GNB,W 30-23,*,25,55,2.20,1,1,1,0,0.00,0,100.0%,0.00,0,0,,0,,1,6,0.0,0,0
35,2009,2009-10-11,5,24.204,MIN,@,STL,W 38-10,*,14,63,4.50,2,2,2,6,3.00,0,100.0%,3.00,0,0,,0,,2,12,0.0,0,0
36,2009,2009-10-18,6,24.211,MIN,,BAL,W 33-31,*,22,143,6.50,0,6,4,23,5.75,0,66.7%,3.83,0,0,,0,,0,0,0.0,0,0
37,2009,2009-10-25,7,24.218,MIN,@,PIT,L 17-27,,18,69,3.83,1,4,4,60,15.00,0,100.0%,15.00,0,0,,0,,1,6,0.0,0,0
38,2009,2009-11-01,8,24.225,MIN,@,GNB,W 38-26,*,25,97,3.88,1,2,1,44,44.00,0,50.0%,22.00,0,0,,0,,1,6,0.0,0,0
39,2009,2009-11-15,9,24.239,MIN,,DET,W 27-10,*,18,133,7.39,2,3,2,10,5.00,0,66.7%,3.33,0,0,,0,,2,12,0.0,0,0
40,2009,2009-11-22,10,24.246,MIN,,SEA,W 35-9,*,24,82,3.42,0,5,4,16,4.00,0,80.0%,3.20,0,0,,0,,0,0,0.0,0,0
41,2009,2009-11-29,11,24.253,MIN,,CHI,W 36-10,*,25,85,3.40,1,4,2,18,9.00,0,50.0%,4.50,0,0,,0,,1,6,0.0,0,0
42,2009,2009-12-06,12,24.260,MIN,@,ARI,L 17-30,*,13,19,1.46,0,7,6,46,7.67,0,85.7%,6.57,0,0,,0,,0,0,0.0,0,0
43,2009,2009-12-13,13,24.267,MIN,,CIN,W 30-10,*,26,97,3.73,2,5,3,40,13.33,0,60.0%,8.00,0,0,,0,,2,12,0.0,0,0
44,2009,2009-12-20,14,24.274,MIN,@,CAR,L 7-26,*,12,35,2.92,1,4,3,73,24.33,0,75.0%,18.25,0,0,,0,,1,6,0.0,0,0
45,2009,2009-12-28,15,24.282,MIN,@,CHI,L 30-36,*,24,94,3.92,2,6,3,43,14.33,0,50.0%,7.17,0,0,,0,,2,12,0.0,0,0
46,2009,2010-01-03,16,24.288,MIN,,NYG,W 44-7,*,9,54,6.00,1,1,1,1,1.00,0,100.0%,1.00,0,0,,0,,1,6,0.0,0,0
47,2010,2010-09-09,1,25.172,MIN,@,NOR,L 9-14,*,19,87,4.58,0,3,3,14,4.67,0,100.0%,4.67,0,0,,0,,0,0,0.0,0,0
48,2010,2010-09-19,2,25.182,MIN,,MIA,L 10-14,*,28,145,5.18,1,8,5,41,8.20,0,62.5%,5.13,0,0,,0,,1,6,0.0,0,0
49,2010,2010-09-26,3,25.189,MIN,,DET,W 24-10,*,23,160,6.96,2,7,5,30,6.00,0,71.4%,4.29,0,0,,0,,2,12,0.0,1,0
50,2010,2010-10-11,4,25.204,MIN,@,NYJ,L 20-29,*,18,88,4.89,0,3,1,20,20.00,0,33.3%,6.67,0,0,,0,,0,0,0.0,1,0
51,2010,2010-10-17,5,25.210,MIN,,DAL,W 24-21,*,24,73,3.04,1,1,1,-2,-2.00,0,100.0%,-2.00,0,0,,0,,1,6,0.0,1,0
52,2010,2010-10-24,6,25.217,MIN,@,GNB,L 24-28,*,28,131,4.68,1,2,2,41,20.50,0,100.0%,20.50,0,0,,0,,1,6,0.0,0,0
53,2010,2010-10-31,7,25.224,MIN,@,NWE,L 18-28,*,25,92,3.68,1,6,5,50,10.00,0,83.3%,8.33,0,0,,0,,1,6,0.0,0,0
54,2010,2010-11-07,8,25.231,MIN,,ARI,W 27-24,*,15,81,5.40,1,4,4,63,15.75,1,100.0%,15.75,0,0,,0,,2,12,0.0,0,0
55,2010,2010-11-14,9,25.238,MIN,@,CHI,L 13-27,*,17,51,3.00,0,7,4,24,6.00,0,57.1%,3.43,0,0,,0,,0,0,0.0,0,0
56,2010,2010-11-21,10,25.245,MIN,,GNB,L 3-31,*,14,72,5.14,0,4,1,16,16.00,0,25.0%,4.00,0,0,,0,,0,0,0.0,0,0
57,2010,2010-11-28,11,25.252,MIN,@,WAS,W 17-13,*,6,36,6.00,1,1,1,34,34.00,0,100.0%,34.00,0,0,,0,,1,6,0.0,0,0
58,2010,2010-12-05,12,25.259,MIN,,BUF,W 38-14,*,16,107,6.69,3,1,1,1,1.00,0,100.0%,1.00,0,0,,0,,3,18,0.0,0,0
59,2010,2010-12-13,13,25.267,MIN,,NYG,L 3-21,*,14,26,1.86,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
60,2010,2010-12-28,15,25.282,MIN,@,PHI,W 24-14,*,22,118,5.36,1,1,1,11,11.00,0,100.0%,11.00,0,0,,0,,1,6,0.0,0,0
61,2010,2011-01-02,16,25.287,MIN,@,DET,L 13-20,*,14,31,2.21,0,2,2,-2,-1.00,0,100.0%,-1.00,0,0,,0,,0,0,0.0,0,0
62,2011,2011-09-11,1,26.174,MIN,@,SDG,L 17-24,*,16,98,6.13,0,3,2,6,3.00,0,66.7%,2.00,0,0,,0,,0,0,0.0,0,0
63,2011,2011-09-18,2,26.181,MIN,,TAM,L 20-24,*,25,120,4.80,2,3,2,21,10.50,0,66.7%,7.00,0,0,,0,,2,12,0.0,1,0
64,2011,2011-09-25,3,26.188,MIN,,DET,L 23-26,*,17,78,4.59,1,5,4,19,4.75,0,80.0%,3.80,0,0,,0,,1,6,0.0,0,0
65,2011,2011-10-02,4,26.195,MIN,@,KAN,L 17-22,*,23,80,3.48,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,,0,0,0.0,0,0
66,2011,2011-10-09,5,26.202,MIN,,ARI,W 34-10,*,29,122,4.21,3,0,0,0,,0,0.0%,,0,0,,0,,3,18,0.0,0,0
67,2011,2011-10-16,6,26.209,MIN,@,CHI,L 10-39,*,12,39,3.25,1,1,1,0,0.00,0,100.0%,0.00,0,0,,0,,1,6,0.0,0,0
68,2011,2011-10-23,7,26.216,MIN,,GNB,L 27-33,*,24,175,7.29,1,1,1,0,0.00,0,100.0%,0.00,0,0,,0,,1,6,0.0,0,0
69,2011,2011-10-30,8,26.223,MIN,@,CAR,W 24-21,*,20,83,4.15,1,5,5,76,15.20,1,100.0%,15.20,0,0,,0,,2,12,0.0,0,0
70,2011,2011-11-14,9,26.238,MIN,@,GNB,L 7-45,*,14,51,3.64,1,1,0,0,,0,0.0%,0.00,0,0,,0,,1,6,0.0,0,0
71,2011,2011-11-20,10,26.244,MIN,,OAK,L 21-27,*,6,26,4.33,1,0,0,0,,0,0.0%,,0,0,,0,,1,6,0.0,0,0
72,2011,2011-12-18,14,26.272,MIN,,NOR,L 20-42,*,10,60,6.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
73,2011,2011-12-24,15,26.278,MIN,@,WAS,W 33-26,*,12,38,3.17,1,3,2,14,7.00,0,66.7%,4.67,0,0,,0,,1,6,0.0,0,0
74,2012,2012-09-09,1,27.172,MIN,,JAX,W 26-23,*,17,84,4.94,2,1,1,3,3.00,0,100.0%,3.00,0,0,,0,,2,12,0.0,0,0
75,2012,2012-09-16,2,27.179,MIN,@,IND,L 20-23,*,16,60,3.75,0,3,3,20,6.67,0,100.0%,6.67,0,0,,0,,0,0,0.0,0,0
76,2012,2012-09-23,3,27.186,MIN,,SFO,W 24-13,*,25,86,3.44,0,4,2,21,10.50,0,50.0%,5.25,0,0,,0,,0,0,0.0,0,0
77,2012,2012-09-30,4,27.193,MIN,@,DET,W 20-13,*,21,102,4.86,0,4,4,20,5.00,0,100.0%,5.00,0,0,,0,,0,0,0.0,0,0
78,2012,2012-10-07,5,27.200,MIN,,TEN,W 30-7,*,17,88,5.18,0,3,3,15,5.00,0,100.0%,5.00,0,0,,0,,0,0,0.0,0,0
79,2012,2012-10-14,6,27.207,MIN,@,WAS,L 26-38,*,17,79,4.65,0,8,7,50,7.14,0,87.5%,6.25,0,0,,0,,0,0,0.0,0,0
80,2012,2012-10-21,7,27.214,MIN,,ARI,W 21-14,*,23,153,6.65,1,4,2,6,3.00,0,50.0%,1.50,0,0,,0,,1,6,0.0,0,0
81,2012,2012-10-25,8,27.218,MIN,,TAM,L 17-36,*,15,123,8.20,1,1,1,4,4.00,0,100.0%,4.00,0,0,,0,,1,6,0.0,0,0
82,2012,2012-11-04,9,27.228,MIN,@,SEA,L 20-30,*,17,182,10.71,2,4,3,11,3.67,0,75.0%,2.75,0,0,,0,,2,12,0.0,0,0
83,2012,2012-11-11,10,27.235,MIN,,DET,W 34-24,*,27,171,6.33,1,4,3,5,1.67,0,75.0%,1.25,0,0,,0,1,1,8,0.0,0,0
84,2012,2012-11-25,11,27.249,MIN,@,CHI,L 10-28,*,18,108,6.00,0,7,6,30,5.00,0,85.7%,4.29,0,0,,0,,0,0,0.0,0,0
85,2012,2012-12-02,12,27.256,MIN,@,GNB,L 14-23,*,21,210,10.00,1,2,1,10,10.00,0,50.0%,5.00,0,0,,0,,1,6,0.0,0,0
86,2012,2012-12-09,13,27.263,MIN,,CHI,W 21-14,*,31,154,4.97,2,2,2,16,8.00,0,100.0%,8.00,0,0,,0,,2,12,0.0,0,0
87,2012,2012-12-16,14,27.270,MIN,@,STL,W 36-22,*,24,212,8.83,1,0,0,0,,0,0.0%,,0,0,,0,,1,6,0.0,0,0
88,2012,2012-12-23,15,27.277,MIN,@,HOU,W 23-6,*,25,86,3.44,0,2,1,4,4.00,0,50.0%,2.00,0,0,,0,,0,0,0.0,0,0
89,2012,2012-12-30,16,27.284,MIN,,GNB,W 37-34,*,34,199,5.85,1,2,1,2,2.00,1,50.0%,1.00,0,0,,0,,2,12,0.0,0,0
90,2013,2013-09-08,1,28.171,MIN,@,DET,L 24-34,*,18,93,5.17,2,4,4,18,4.50,1,100.0%,4.50,0,0,,0,,3,18,0.0,1,0
91,2013,2013-09-15,2,28.178,MIN,@,CHI,L 30-31,*,26,100,3.85,0,2,1,7,7.00,0,50.0%,3.50,0,0,,0,,0,0,0.0,0,0
92,2013,2013-09-22,3,28.185,MIN,,CLE,L 27-31,*,25,88,3.52,1,6,6,27,4.50,0,100.0%,4.50,0,0,,0,,1,6,0.0,1,0
