ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1998,1998-10-18,7,24.005,WAS,@,MIN,L 7-41,,5,4,0.80,0,0,0,0,,0,0.0%,,0,0,,0,0,0
2,1998,1998-11-01,8,24.019,WAS,,NYG,W 21-14,,15,65,4.33,1,0,0,0,,0,0.0%,,0,0,,0,1,6
3,1998,1998-11-08,9,24.026,WAS,@,ARI,L 27-29,,15,64,4.27,1,0,0,0,,0,0.0%,,0,0,,0,1,6
4,1998,1998-11-15,10,24.033,WAS,,PHI,W 28-3,,26,94,3.62,3,1,0,0,,0,0.0%,0.00,0,0,,0,3,18
5,1998,1998-11-22,11,24.040,WAS,,ARI,L 42-45,,7,22,3.14,1,4,2,11,5.50,0,50.0%,2.75,0,0,,0,1,6
6,1998,1998-11-29,12,24.047,WAS,@,OAK,W 29-19,,21,72,3.43,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
7,1998,1998-12-06,13,24.054,WAS,,SDG,W 24-20,,2,-2,-1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
8,1998,1998-12-13,14,24.061,WAS,@,CAR,W 28-25,,20,55,2.75,2,0,0,0,,0,0.0%,,0,0,,0,2,12
9,1998,1998-12-19,15,24.067,WAS,,TAM,W 20-16,,11,59,5.36,0,2,2,12,6.00,0,100.0%,6.00,0,0,,0,0,0
10,1999,1999-09-12,1,24.334,WAS,,DAL,L 35-41,,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
11,1999,1999-09-19,2,24.341,WAS,@,NYG,W 50-21,,8,22,2.75,0,0,0,0,,0,0.0%,,0,0,,0,0,0
12,1999,1999-10-17,5,25.004,WAS,@,ARI,W 24-10,,9,45,5.00,1,2,1,13,13.00,0,50.0%,6.50,0,0,,0,1,6
13,1999,1999-10-31,7,25.018,WAS,,CHI,W 48-22,,7,22,3.14,0,2,2,8,4.00,0,100.0%,4.00,0,0,,0,0,0
14,1999,1999-11-21,10,25.039,WAS,,NYG,W 23-13,,5,14,2.80,0,0,0,0,,0,0.0%,,0,0,,0,0,0
15,1999,1999-11-28,11,25.046,WAS,,PHI,W 20-17,,,,,,,,,,,0.0%,,,,,,,
16,1999,1999-12-12,13,25.060,WAS,,ARI,W 28-3,,2,10,5.00,1,0,0,0,,0,0.0%,,0,0,,0,1,6
17,1999,1999-12-19,14,25.067,WAS,@,IND,L 21-24,,11,39,3.55,0,0,0,0,,0,0.0%,,0,0,,0,0,0
18,1999,1999-12-26,15,25.074,WAS,@,SFO,W 26-20,*,13,48,3.69,0,5,4,52,13.00,0,80.0%,10.40,0,0,,0,0,0
19,1999,2000-01-02,16,25.081,WAS,,MIA,W 21-10,*,22,53,2.41,1,1,1,-1,-1.00,0,100.0%,-1.00,0,0,,0,1,6
20,2000,2000-10-08,6,25.361,WAS,@,PHI,W 17-14,,1,3,3.00,1,0,0,0,,0,0.0%,,0,0,,0,1,6
21,2000,2000-10-15,7,26.002,WAS,,BAL,W 10-3,,3,7,2.33,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0
22,2000,2000-10-22,8,26.009,WAS,@,JAX,W 35-16,,3,2,0.67,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0
23,2000,2000-10-30,9,26.017,WAS,,TEN,L 21-27,,,,,,,,,,,0.0%,,,,,,,
24,2000,2000-11-05,10,26.023,WAS,@,ARI,L 15-16,,6,25,4.17,0,0,0,0,,0,0.0%,,0,0,,0,0,0
25,2000,2000-11-20,11,26.038,WAS,@,STL,W 33-20,,6,19,3.17,0,1,1,-2,-2.00,0,100.0%,-2.00,0,0,,0,0,0
26,2000,2000-11-26,12,26.044,WAS,,PHI,L 20-23,,10,22,2.20,0,2,2,32,16.00,0,100.0%,16.00,0,0,,0,0,0
27,2000,2000-12-03,13,26.051,WAS,,NYG,L 7-9,,0,0,,0,0,0,0,,0,0.0%,,1,17,17.00,0,0,0
28,2000,2000-12-10,14,26.058,WAS,@,DAL,L 13-32,,,,,,,,,,,0.0%,,,,,,,
29,2000,2000-12-16,15,26.064,WAS,@,PIT,L 3-24,,,,,,,,,,,0.0%,,,,,,,
30,2001,2001-10-21,5,27.008,TEN,@,DET,W 27-24,,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
31,2001,2001-10-29,6,27.016,TEN,@,PIT,L 7-34,,3,11,3.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0
32,2001,2001-11-04,7,27.022,TEN,,JAX,W 28-24,,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
33,2001,2001-11-18,9,27.036,TEN,@,CIN,W 20-7,,3,0,0.00,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0
34,2001,2001-11-25,10,27.043,TEN,,PIT,L 24-34,,1,5,5.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
35,2001,2001-12-02,11,27.050,TEN,@,CLE,W 31-15,,10,51,5.10,0,0,0,0,,0,0.0%,,0,0,,0,0,0
36,2001,2001-12-09,12,27.057,TEN,@,MIN,L 24-42,,4,64,16.00,0,3,2,9,4.50,0,66.7%,3.00,0,0,,0,0,0
37,2001,2001-12-16,13,27.064,TEN,,GNB,W 26-20,,17,142,8.35,1,2,2,9,4.50,0,100.0%,4.50,0,0,,0,1,6
