ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1976,1976-12-12,14,22.220,TAM,,NWE,L 14-31,,,,,,,,,
2,1977,1977-09-18,1,23.135,TAM,@,PHI,L 3-13,0,0,,0,0,0,1,22,0
3,1977,1977-09-24,2,23.141,TAM,,MIN,L 3-9,,,,,,,,,
4,1977,1977-10-02,3,23.149,TAM,@,DAL,L 7-23,,,,,,,,,
5,1977,1977-10-09,4,23.156,TAM,,WAS,L 0-10,0,0,,0,0,0,1,17,0
6,1977,1977-10-16,5,23.163,TAM,@,SEA,L 23-30,,,,,,,,,
7,1977,1977-10-23,6,23.170,TAM,,GNB,L 0-13,,,,,,,,,
8,1977,1977-10-30,7,23.177,TAM,@,SFO,L 10-20,,,,,,,,,
9,1977,1977-11-06,8,23.184,TAM,@,RAM,L 0-31,,,,,,,,,
10,1977,1977-11-13,9,23.191,TAM,,NYG,L 0-10,,,,,,,,,
11,1977,1977-11-20,10,23.198,TAM,@,DET,L 7-16,,,,,,,,,
12,1977,1977-11-27,11,23.205,TAM,,ATL,L 0-17,,,,,,,,,
13,1977,1977-12-04,12,23.212,TAM,,CHI,L 0-10,,,,,,,,,
14,1977,1977-12-11,13,23.219,TAM,@,NOR,W 33-14,,,,,,,0,27,0
15,1977,1977-12-18,14,23.226,TAM,,STL,W 17-7,,,,,,,,,
16,1978,1978-09-02,1,24.119,TAM,,NYG,L 13-19,,,,,,,,,
17,1978,1978-09-09,2,24.126,TAM,,DET,L 7-15,2,9,4.50,0,0,0,0,0,0
18,1978,1978-10-01,5,24.148,TAM,,MIN,L 7-24,,,,,,,,,
19,1978,1978-10-08,6,24.155,TAM,@,KAN,W 30-13,0,0,,0,0,0,1,24,0
20,1978,1978-10-15,7,24.162,TAM,@,NYG,L 14-17,,,,,,,,,
21,1978,1978-10-22,8,24.169,TAM,,CHI,W 33-19,0,0,,0,0,0,1,29,0
22,1978,1978-10-29,9,24.176,TAM,@,GNB,L 7-9,,,,,,,,,
23,1978,1978-11-05,10,24.183,TAM,@,RAM,L 23-26,,,,,,,,,
24,1978,1978-11-12,11,24.190,TAM,@,DET,L 23-34,,,,,,,,,
25,1978,1978-11-19,12,24.197,TAM,,BUF,W 31-10,0,0,,0,0,0,2,24,0
26,1978,1978-11-26,13,24.204,TAM,@,CHI,L 3-14,0,0,,0,0,0,1,27,0
27,1978,1978-12-03,14,24.211,TAM,,GNB,L 7-17,,,,,,,,,
