ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,def_int,def_int_yds,def_int_td
1,1969,1969-09-28,3,24.028,SDG,,NYJ,W 34-27,0,0,1,25,0
2,1969,1969-10-26,7,24.056,SDG,,OAK,L 12-24,0,0,2,18,0
3,1969,1969-11-09,9,24.070,SDG,@,KAN,L 3-27,0,0,1,13,0
4,1969,1969-12-07,13,24.098,SDG,,BOS,W 28-18,0,0,1,8,0
5,1970,1970-09-20,1,25.020,SDG,,BAL,L 14-16,,,,,
6,1970,1970-09-27,2,25.027,SDG,,OAK,T 27-27,,,,,
7,1970,1970-10-04,3,25.034,SDG,@,RAM,L 10-37,,,,,
8,1970,1970-10-12,4,25.042,SDG,,GNB,L 20-22,0,0,1,15,0
9,1970,1970-10-18,5,25.048,SDG,@,CHI,W 20-7,0,0,1,3,0
10,1970,1970-10-25,6,25.055,SDG,,HOU,T 31-31,,,,,
11,1970,1970-11-01,7,25.062,SDG,@,CLE,W 27-10,,,,,
12,1970,1970-11-08,8,25.069,SDG,,DEN,W 24-21,,,,,
13,1970,1970-11-15,9,25.076,SDG,@,BOS,W 16-14,,,,,
14,1970,1970-11-22,10,25.083,SDG,@,OAK,L 17-20,,,,,
15,1970,1970-11-29,11,25.090,SDG,@,KAN,L 14-26,0,0,1,4,0
16,1970,1970-12-06,12,25.097,SDG,,CIN,L 14-17,,,,,
17,1970,1970-12-13,13,25.104,SDG,@,DEN,T 17-17,,,,,
18,1970,1970-12-20,14,25.111,SDG,,KAN,W 31-13,,,,,
19,1971,1971-09-19,1,26.019,SDG,,KAN,W 21-14,,,,,
20,1971,1971-09-26,2,26.026,SDG,,OAK,L 0-34,,,,,
21,1971,1971-10-03,3,26.033,SDG,@,PIT,L 17-21,,,,,
22,1971,1971-10-10,4,26.040,SDG,@,KAN,L 10-31,,,,,
23,1971,1971-10-17,5,26.047,SDG,@,DEN,L 16-20,,,,,
24,1971,1971-10-23,6,26.053,SDG,,BUF,W 20-3,,,,,
25,1971,1971-10-31,7,26.061,SDG,,NYJ,W 49-21,0,0,1,21,0
26,1971,1971-11-07,8,26.068,SDG,@,NYG,L 17-35,,,,,
27,1971,1971-11-15,9,26.076,SDG,,STL,W 20-17,,,,,
28,1971,1971-11-21,10,26.082,SDG,@,OAK,L 33-34,,,,,
29,1971,1971-11-28,11,26.089,SDG,@,CIN,L 0-31,,,,,
30,1971,1971-12-05,12,26.096,SDG,,MIN,W 30-14,1,6,1,36,1
31,1971,1971-12-12,13,26.103,SDG,,DEN,W 45-17,,,,,
32,1971,1971-12-19,14,26.110,SDG,@,HOU,L 33-49,,,,,
33,1972,1972-09-17,1,27.017,SDG,@,SFO,L 3-34,,,,,
34,1972,1972-09-24,2,27.024,SDG,,DEN,W 37-14,,,,,
35,1972,1972-10-01,3,27.031,SDG,@,OAK,T 17-17,,,,,
36,1972,1972-10-08,4,27.038,SDG,@,BAL,W 23-20,,,,,
37,1972,1972-10-15,5,27.045,SDG,@,MIA,L 10-24,,,,,
38,1972,1972-10-22,6,27.052,SDG,@,DET,L 20-34,,,,,
39,1972,1972-10-29,7,27.059,SDG,,KAN,L 14-26,,,,,
40,1972,1972-11-05,8,27.066,SDG,,DAL,L 28-34,,,,,
41,1972,1972-11-13,9,27.074,SDG,,CLE,L 17-21,,,,,
42,1972,1972-11-19,10,27.080,SDG,@,KAN,W 27-17,0,0,1,9,0
43,1972,1972-11-26,11,27.087,SDG,,HOU,W 34-20,,,,,
44,1972,1972-12-03,12,27.094,SDG,,OAK,L 19-21,,,,,
45,1972,1972-12-10,13,27.101,SDG,@,DEN,L 13-38,,,,,
46,1972,1972-12-17,14,27.108,SDG,,PIT,L 2-24,,,,,
47,1973,1973-09-16,1,28.016,STL,@,PHI,W 34-23,,,,,
48,1973,1973-09-23,2,28.023,STL,,WAS,W 34-27,,,,,
49,1973,1973-09-30,3,28.030,STL,@,DAL,L 10-45,,,,,
50,1973,1973-10-07,4,28.037,STL,,OAK,L 10-17,,,,,
51,1973,1973-10-14,5,28.044,STL,,PHI,L 24-27,,,,,
52,1973,1973-10-21,6,28.051,STL,@,WAS,L 13-31,0,0,1,0,0
53,1973,1973-10-28,7,28.058,STL,,NYG,W 35-27,,,,,
54,1973,1973-11-18,10,28.079,STL,@,NYG,L 13-24,,,,,
55,1973,1973-11-25,11,28.086,STL,@,CIN,L 24-42,,,,,
56,1973,1973-12-02,12,28.093,STL,,DET,L 16-20,,,,,
57,1973,1973-12-09,13,28.100,STL,@,ATL,W 32-10,,,,,
58,1973,1973-12-16,14,28.107,STL,,DAL,L 3-30,,,,,
59,1974,1974-09-15,1,29.015,STL,,PHI,W 7-3,,,,,
60,1974,1974-09-22,2,29.022,STL,@,WAS,W 17-10,,,,,
61,1974,1974-09-29,3,29.029,STL,,CLE,W 29-7,,,,,
62,1974,1974-10-06,4,29.036,STL,@,SFO,W 34-9,,,,,
63,1974,1974-10-13,5,29.043,STL,,DAL,W 31-28,,,,,
64,1974,1974-10-20,6,29.050,STL,@,HOU,W 31-27,,,,,
65,1974,1974-10-27,7,29.057,STL,,WAS,W 23-20,,,,,
66,1974,1974-11-03,8,29.064,STL,@,DAL,L 14-17,,,,,
67,1974,1974-11-11,9,29.072,STL,,MIN,L 24-28,,,,,
68,1974,1974-11-17,10,29.078,STL,@,PHI,W 13-3,,,,,
69,1974,1974-11-24,11,29.085,STL,@,NYG,W 23-21,,,,,
70,1974,1974-12-01,12,29.092,STL,,KAN,L 13-17,,,,,
71,1974,1974-12-08,13,29.099,STL,@,NOR,L 0-14,,,,,
72,1974,1974-12-15,14,29.106,STL,,NYG,W 26-14,,,,,
