ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,1990,1990-09-09,1,23.001,CHI,,SEA,W 17-0,0,0,,0,
2,1990,1990-09-16,2,23.008,CHI,@,GNB,W 31-13,0,0,,0,
3,1990,1990-09-23,3,23.015,CHI,,MIN,W 19-16,0,0,,0,
4,1990,1990-09-30,4,23.022,CHI,@,RAI,L 10-24,0,0,,0,
5,1990,1990-10-07,5,23.029,CHI,,GNB,W 27-13,0,0,,0,
6,1990,1990-10-14,6,23.036,CHI,,RAM,W 38-9,0,0,,0,
7,1990,1990-10-28,7,23.050,CHI,@,PHO,W 31-21,0,0,,0,
8,1990,1990-11-04,8,23.057,CHI,@,TAM,W 26-6,0,0,,0,
9,1990,1990-11-11,9,23.064,CHI,,ATL,W 30-24,0,0,,0,
10,1990,1990-11-18,10,23.071,CHI,@,DEN,W 16-13,0,0,,0,
11,1990,1990-11-25,11,23.078,CHI,@,MIN,L 13-41,0,0,,0,
12,1990,1990-12-02,12,23.085,CHI,,DET,W 23-17,1,-1,-1.00,0,0.0
13,1990,1990-12-09,13,23.092,CHI,@,WAS,L 9-10,0,0,,0,
14,1990,1990-12-16,14,23.099,CHI,@,DET,L 21-38,0,0,,0,
15,1990,1990-12-29,16,23.112,CHI,,KAN,L 10-21,0,0,,0,
16,1991,1991-09-01,1,23.358,CHI,,MIN,W 10-6,,,,,
17,1991,1991-09-08,2,24.000,CHI,@,TAM,W 21-20,,,,,
18,1991,1991-09-15,3,24.007,CHI,,NYG,W 20-17,,,,,
19,1991,1991-09-23,4,24.015,CHI,,NYJ,W 19-13,,,,,
20,1991,1991-09-29,5,24.021,CHI,@,BUF,L 20-35,0,0,,0,0.5
21,1991,1991-10-06,6,24.028,CHI,,WAS,L 7-20,,,,,
22,1991,1991-10-17,7,24.039,CHI,@,GNB,W 10-0,,,,,
23,1991,1991-10-27,8,24.049,CHI,@,NOR,W 20-17,,,,,
24,1991,1991-11-03,9,24.056,CHI,,DET,W 20-10,,,,,
25,1991,1991-11-11,10,24.064,CHI,@,MIN,W 34-17,,,,,
26,1991,1991-11-17,11,24.070,CHI,@,IND,W 31-17,,,,,
27,1991,1991-11-24,12,24.077,CHI,,MIA,L 13-16,,,,,
28,1991,1991-11-28,13,24.081,CHI,@,DET,L 6-16,,,,,
29,1991,1991-12-08,14,24.091,CHI,,GNB,W 27-13,0,0,,0,1.0
30,1991,1991-12-14,15,24.097,CHI,,TAM,W 27-0,,,,,
31,1991,1991-12-23,16,24.106,CHI,@,SFO,L 14-52,,,,,
32,1992,1992-09-06,1,24.364,CHI,,DET,W 27-24,,,,,
33,1992,1992-09-13,2,25.005,CHI,@,NOR,L 6-28,0,0,,0,1.0
34,1992,1992-09-21,3,25.013,CHI,,NYG,L 14-27,,,,,
35,1992,1992-09-27,4,25.019,CHI,,ATL,W 41-31,0,0,,0,1.0
36,1992,1992-10-04,5,25.026,CHI,@,MIN,L 20-21,,,,,
37,1992,1992-10-18,6,25.040,CHI,,TAM,W 31-14,,,,,
38,1992,1992-10-25,7,25.047,CHI,@,GNB,W 30-10,,,,,
39,1992,1992-11-02,8,25.055,CHI,,MIN,L 10-38,,,,,
40,1992,1992-11-08,9,25.061,CHI,,CIN,L 28-31,,,,,
41,1992,1992-11-15,10,25.068,CHI,@,TAM,L 17-20,,,,,
42,1992,1992-11-22,11,25.075,CHI,,GNB,L 3-17,,,,,
43,1992,1992-11-29,12,25.082,CHI,@,CLE,L 14-27,0,0,,0,1.0
44,1992,1992-12-07,13,25.090,CHI,@,HOU,L 7-24,,,,,
45,1992,1992-12-13,14,25.096,CHI,,PIT,W 30-6,,,,,
46,1992,1992-12-20,15,25.103,CHI,@,DET,L 3-16,,,,,
47,1992,1992-12-27,16,25.110,CHI,@,DAL,L 14-27,,,,,
48,1993,1993-09-26,3,26.018,CHI,,TAM,W 47-17,0,0,,0,
49,1993,1993-10-03,4,26.025,CHI,,ATL,W 6-0,0,0,,0,
50,1993,1993-10-10,5,26.032,CHI,@,PHI,W 17-6,0,0,,0,
51,1993,1993-10-25,6,26.047,CHI,,MIN,L 12-19,0,0,,0,
52,1993,1993-10-31,7,26.053,CHI,@,GNB,L 3-17,0,0,,0,
53,1993,1993-11-07,8,26.060,CHI,,RAI,L 14-16,0,0,,0,
54,1993,1993-11-14,9,26.067,CHI,@,SDG,W 16-13,0,0,,0,
55,1993,1993-11-25,11,26.078,CHI,@,DET,W 10-6,0,0,,0,
56,1993,1993-12-05,12,26.088,CHI,,GNB,W 30-17,0,0,,0,
57,1993,1993-12-12,13,26.095,CHI,@,TAM,L 10-13,0,0,,0,
58,1993,1993-12-26,15,26.109,CHI,,DET,L 14-20,1,5,5.00,0,0.0
