ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1987,1987-11-08,8,22.075,BUF,,DEN,W 21-14,,0,0,1.0,0,0,0
2,1987,1987-11-15,9,22.082,BUF,@,CLE,L 21-27,,,,,,,
3,1987,1987-11-22,10,22.089,BUF,@,NYJ,W 17-14,,0,0,1.5,0,0,0
4,1987,1987-11-29,11,22.096,BUF,,MIA,W 27-0,,0,0,1.0,0,0,0
5,1987,1987-12-06,12,22.103,BUF,@,RAI,L 21-34,,,,,,,
6,1987,1987-12-13,13,22.110,BUF,@,IND,W 27-3,,0,0,1.0,0,0,0
7,1987,1987-12-20,14,22.117,BUF,,NWE,L 7-13,,,,,,,
8,1987,1987-12-27,15,22.124,BUF,@,PHI,L 7-17,,0,0,4.0,0,0,0
9,1988,1988-09-04,1,23.010,BUF,,MIN,W 13-10,,0,0,1.0,1,0,0
10,1988,1988-09-11,2,23.017,BUF,,MIA,W 9-6,,,,,,,
11,1988,1988-09-18,3,23.024,BUF,@,NWE,W 16-14,,0,0,1.0,0,0,0
12,1988,1988-09-25,4,23.031,BUF,,PIT,W 36-28,,,,,,,
13,1988,1988-10-02,5,23.038,BUF,@,CHI,L 3-24,,,,,,,
14,1988,1988-10-09,6,23.045,BUF,,IND,W 34-23,,,,,,,
15,1988,1988-10-17,7,23.053,BUF,@,NYJ,W 37-14,,0,0,0.5,0,0,0
16,1988,1988-10-23,8,23.059,BUF,,NWE,W 23-20,,0,0,0.5,0,0,0
17,1988,1988-10-30,9,23.066,BUF,,GNB,W 28-0,,0,0,2.5,0,0,0
18,1988,1988-11-06,10,23.073,BUF,@,SEA,W 13-3,,0,0,1.0,0,0,0
19,1988,1988-11-14,11,23.081,BUF,@,MIA,W 31-6,,0,0,0.0,1,30,0
20,1988,1988-11-20,12,23.087,BUF,,NYJ,W 9-6,,0,0,1.0,0,0,0
21,1988,1988-11-27,13,23.094,BUF,@,CIN,L 21-35,,0,0,1.0,0,0,0
22,1988,1988-12-04,14,23.101,BUF,@,TAM,L 5-10,,,,,,,
23,1988,1988-12-11,15,23.108,BUF,,RAI,W 37-21,,0,0,1.0,0,0,0
24,1988,1988-12-18,16,23.115,BUF,@,IND,L 14-17,,,,,,,
