ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1986,1986-09-07,1,23.356,STL,,RAM,L 10-16,,,,,0,0,,0,0,0,,0,,
2,1986,1986-09-14,2,23.363,STL,@,ATL,L 13-33,0,0,,0,0,0,,0,1,14,14.00,0,0,0
3,1986,1986-09-21,3,24.005,STL,@,BUF,L 10-17,,,,,0,0,,0,0,0,,0,,
4,1986,1986-09-29,4,24.013,STL,,DAL,L 7-31,,,,,0,0,,0,0,0,,0,,
5,1986,1986-10-05,5,24.019,STL,,NYG,L 6-13,,,,,0,0,,0,0,0,,0,,
6,1986,1986-10-12,6,24.026,STL,@,TAM,W 30-19,0,0,,0,1,8,8.00,0,0,0,,0,0,0
7,1986,1986-10-19,7,24.033,STL,@,WAS,L 21-28,,,,,0,0,,0,0,0,,0,,
8,1986,1986-10-26,8,24.040,STL,@,DAL,L 6-37,0,0,,0,0,0,,0,1,13,13.00,0,0,0
9,1986,1986-11-02,9,24.047,STL,,PHI,W 13-10,,,,,0,0,,0,0,0,,0,,
10,1986,1986-11-09,10,24.054,STL,@,SFO,L 17-43,,,,,0,0,,0,0,0,,0,,
11,1986,1986-11-16,11,24.061,STL,,NOR,L 7-16,,,,,0,0,,0,0,0,,0,,
12,1986,1986-11-23,12,24.068,STL,,KAN,W 23-14,,,,,0,0,,0,0,0,,0,,
13,1986,1986-11-30,13,24.075,STL,,WAS,L 17-20,,,,,0,0,,0,0,0,,0,,
14,1986,1986-12-07,14,24.082,STL,@,PHI,T 10-10,,,,,0,0,,0,0,0,,0,,
15,1986,1986-12-14,15,24.089,STL,@,NYG,L 7-27,,,,,0,0,,0,0,0,,0,,
16,1986,1986-12-21,16,24.096,STL,,TAM,W 21-17,,,,,0,0,,0,0,0,,0,,
17,1987,1987-09-13,1,24.362,STL,,DAL,W 24-13,0,0,,0,0,0,,0,0,0,,0,0,
18,1987,1987-09-20,2,25.004,STL,@,SDG,L 24-28,0,0,,0,0,0,,0,0,0,,0,0,
19,1987,1987-10-04,3,25.018,STL,@,WAS,L 21-28,14,78,5.57,0,0,0,,0,0,0,,0,0,0
20,1987,1987-10-11,4,25.025,STL,,NOR,W 24-19,0,0,,0,0,0,,0,1,10,10.00,0,0,0
21,1987,1987-10-18,5,25.032,STL,@,SFO,L 28-34,0,0,,0,0,0,,0,1,0,0.00,0,0,0
22,1987,1987-10-25,6,25.039,STL,@,NYG,L 7-30,0,0,,0,0,0,,0,0,0,,0,0,
23,1987,1987-11-01,7,25.046,STL,,PHI,L 23-28,0,0,,0,0,0,,0,0,0,,0,0,
24,1987,1987-11-08,8,25.053,STL,,TAM,W 31-28,0,0,,0,0,0,,0,0,0,,0,0,
25,1987,1987-11-15,9,25.060,STL,,RAM,L 24-27,0,0,,0,0,0,,0,0,0,,0,0,
26,1987,1987-11-22,10,25.067,STL,@,PHI,W 31-19,0,0,,0,0,0,,0,0,0,,0,0,
27,1987,1987-11-29,11,25.074,STL,@,ATL,W 34-21,0,0,,0,0,0,,0,0,0,,0,0,
28,1987,1987-12-06,12,25.081,STL,,WAS,L 17-34,0,0,,0,0,0,,0,1,27,27.00,0,0,0
29,1987,1987-12-13,13,25.088,STL,,NYG,W 27-24,4,12,3.00,0,2,19,9.50,0,0,0,,0,0,0
30,1987,1987-12-20,14,25.095,STL,@,TAM,W 31-14,0,0,,0,0,0,,0,0,0,,0,0,
31,1987,1987-12-27,15,25.102,STL,@,DAL,L 16-21,0,0,,0,0,0,,0,0,0,,0,0,
32,1989,1989-09-17,2,27.001,DAL,@,ATL,L 21-27,1,4,4.00,0,0,0,,0,0,0,,0,0,0
33,1989,1989-09-24,3,27.008,DAL,,WAS,L 7-30,1,-2,-2.00,0,1,8,8.00,0,0,0,,0,0,0
34,1989,1989-10-01,4,27.015,DAL,,NYG,L 13-30,2,4,2.00,0,0,0,,0,0,0,,0,0,0
35,1989,1989-10-08,5,27.022,DAL,@,GNB,L 13-31,0,0,,0,3,27,9.00,0,0,0,,0,0,0
36,1989,1989-10-15,6,27.029,DAL,,SFO,L 14-31,0,0,,0,0,0,,0,0,0,,0,0,
37,1989,1989-10-22,7,27.036,DAL,@,KAN,L 28-36,1,5,5.00,0,0,0,,0,1,0,0.00,0,0,0
38,1989,1989-10-29,8,27.043,DAL,,PHO,L 10-19,0,0,,0,0,0,,0,0,0,,0,0,
39,1989,1989-11-05,9,27.050,DAL,@,WAS,W 13-3,1,2,2.00,0,0,0,,0,0,0,,0,0,0
40,1989,1989-11-12,10,27.057,DAL,@,PHO,L 20-24,1,5,5.00,0,0,0,,0,0,0,,0,0,0
41,1989,1989-11-19,11,27.064,DAL,,MIA,L 14-17,2,4,2.00,1,1,9,9.00,0,0,0,,0,1,6
42,1989,1989-11-23,12,27.068,DAL,,PHI,L 0-27,3,44,14.67,0,0,0,,0,0,0,,0,0,0
43,1989,1989-12-10,14,27.085,DAL,@,PHI,L 10-20,3,5,1.67,0,0,0,,0,0,0,,0,0,0
44,1989,1989-12-16,15,27.091,DAL,@,NYG,L 0-15,1,0,0.00,0,0,0,,0,0,0,,0,0,0
45,1989,1989-12-24,16,27.099,DAL,,GNB,L 10-20,4,16,4.00,0,1,6,6.00,0,0,0,,0,0,0
