ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1973,1973-09-16,1,22.305,DEN,,CIN,W 28-10,,,,,,,,,,,,,,
2,1973,1973-09-23,2,22.312,DEN,,SFO,L 34-36,1,3,3.00,0,0,0,,0,2,46,23.00,0,0,0
3,1973,1973-09-30,3,22.319,DEN,,CHI,L 14-33,2,3,1.50,0,1,36,36.00,1,1,29,29.00,0,1,6
4,1973,1973-10-07,4,22.326,DEN,@,KAN,L 14-16,0,0,,0,0,0,,0,2,45,22.50,0,0,0
5,1973,1973-10-14,5,22.333,DEN,@,HOU,W 48-20,7,27,3.86,0,0,0,,0,1,16,16.00,0,0,0
6,1973,1973-10-22,6,22.341,DEN,,OAK,T 23-23,0,0,,0,0,0,,0,2,35,17.50,0,0,0
7,1973,1973-10-28,7,22.347,DEN,@,NYJ,W 40-28,0,0,,0,0,0,,0,2,57,28.50,0,0,0
8,1973,1973-11-04,8,22.354,DEN,@,STL,T 17-17,0,0,,0,0,0,,0,1,20,20.00,0,0,0
9,1973,1973-11-11,9,22.361,DEN,,SDG,W 30-19,1,2,2.00,0,0,0,,0,0,0,,0,0,0
10,1973,1973-11-18,10,23.003,DEN,@,PIT,W 23-13,4,30,7.50,0,0,0,,0,3,81,27.00,0,0,0
11,1973,1973-11-25,11,23.010,DEN,,KAN,W 14-10,0,0,,0,0,0,,0,1,31,31.00,0,0,0
12,1973,1973-12-02,12,23.017,DEN,,DAL,L 10-22,1,3,3.00,0,0,0,,0,2,41,20.50,0,0,0
13,1973,1973-12-09,13,23.024,DEN,@,SDG,W 42-28,9,21,2.33,0,1,7,7.00,0,2,50,25.00,0,0,0
14,1973,1973-12-16,14,23.031,DEN,@,OAK,L 17-21,1,1,1.00,0,0,0,,0,1,21,21.00,0,0,0
15,1974,1974-09-15,1,23.304,DEN,,RAM,L 10-17,12,31,2.58,0,5,29,5.80,0,1,25,25.00,0,0,0
16,1974,1974-09-22,2,23.311,DEN,,PIT,T 35-35,19,131,6.89,0,5,86,17.20,2,3,72,24.00,0,2,12
17,1974,1974-09-30,3,23.319,DEN,@,WAS,L 3-30,11,32,2.91,0,2,7,3.50,0,1,28,28.00,0,0,0
18,1974,1974-10-06,4,23.325,DEN,@,KAN,W 17-14,14,48,3.43,0,1,4,4.00,0,2,59,29.50,0,0,0
19,1974,1974-10-13,5,23.332,DEN,,NOR,W 33-17,13,57,4.38,2,2,23,11.50,0,1,23,23.00,0,2,12
20,1974,1974-10-20,6,23.339,DEN,,SDG,W 27-7,20,98,4.90,1,0,0,,0,1,15,15.00,0,1,6
21,1974,1974-10-27,7,23.346,DEN,@,CLE,L 21-23,17,142,8.35,1,2,23,11.50,0,2,38,19.00,0,1,6
22,1974,1974-11-03,8,23.353,DEN,,OAK,L 17-28,20,88,4.40,0,3,57,19.00,1,0,0,,0,1,6
23,1974,1974-11-10,9,23.360,DEN,@,BAL,W 17-6,19,110,5.79,1,3,10,3.33,0,1,20,20.00,0,1,6
24,1974,1974-11-18,10,24.003,DEN,,KAN,L 34-42,16,55,3.44,0,6,96,16.00,0,1,41,41.00,0,0,0
25,1974,1974-11-24,11,24.009,DEN,@,OAK,W 20-17,29,146,5.03,0,1,-3,-3.00,0,2,43,21.50,0,0,0
26,1974,1974-11-28,12,24.013,DEN,@,DET,W 31-27,24,144,6.00,1,4,32,8.00,0,1,22,22.00,0,1,6
27,1974,1974-12-08,13,24.023,DEN,,HOU,W 37-14,31,183,5.90,3,2,19,9.50,0,0,0,,0,3,18
28,1974,1974-12-15,14,24.030,DEN,@,SDG,L 0-17,18,142,7.89,0,2,22,11.00,0,0,0,,0,0,0
29,1975,1975-09-21,1,24.310,DEN,,KAN,W 37-33,18,82,4.56,0,0,0,,0,0,0,,0,0,0
30,1975,1975-09-29,2,24.318,DEN,,GNB,W 23-13,5,45,9.00,0,1,10,10.00,0,0,0,,0,0,0
31,1975,1975-10-05,3,24.324,DEN,@,BUF,L 14-38,1,0,0.00,0,0,0,,0,0,0,,0,0,0
32,1975,1975-10-12,4,24.331,DEN,@,PIT,L 9-20,7,28,4.00,0,0,0,,0,0,0,,0,0,0
33,1976,1976-09-12,1,25.302,DEN,@,CIN,L 7-17,24,96,4.00,1,3,24,8.00,0,0,0,,0,1,6
34,1976,1976-09-19,2,25.309,DEN,,NYJ,W 46-3,17,94,5.53,1,0,0,,0,0,0,,0,1,6
35,1976,1976-09-26,3,25.316,DEN,,CLE,W 44-13,18,23,1.28,1,2,40,20.00,0,0,0,,0,1,6
36,1976,1976-10-03,4,25.323,DEN,,SDG,W 26-0,23,91,3.96,0,1,9,9.00,0,0,0,,0,0,0
37,1976,1976-10-10,5,25.330,DEN,@,HOU,L 3-17,12,47,3.92,0,2,20,10.00,0,0,0,,0,0,0
