ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1969,1969-09-14,1,22.016,SDG,,KAN,L 9-27,0,0,,0,2,42,21.00,0
2,1969,1969-11-23,11,22.086,SDG,,DEN,W 45-24,2,9,4.50,0,0,0,,0
3,1969,1969-11-27,12,22.090,SDG,@,HOU,W 21-17,1,3,3.00,0,0,0,,0
4,1969,1969-12-07,13,22.100,SDG,,BOS,W 28-18,5,19,3.80,0,0,0,,0
5,1969,1969-12-14,14,22.107,SDG,,BUF,W 45-6,6,22,3.67,0,0,0,,0
