ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1951,1951-11-04,6,22.140,WAS,,CHI,L 0-27,0,0,,0,1,2,2.00,0
2,1952,1952-10-26,5,23.131,WAS,@,CLE,L 15-19,1,6,6.00,0,2,5,2.50,0
3,1952,1952-11-09,7,23.145,WAS,@,PHI,L 20-38,0,0,,0,1,-6,-6.00,0
4,1952,1952-11-30,10,23.166,WAS,,CLE,L 24-48,1,13,13.00,0,0,0,,0
5,1955,1955-09-25,1,26.100,WAS,@,CLE,W 27-17,1,14,14.00,0,0,0,,0
6,1955,1955-10-09,3,26.114,WAS,,CRD,L 10-24,3,50,16.67,0,0,0,,0
7,1955,1955-10-16,4,26.121,WAS,,CLE,L 14-24,1,7,7.00,0,0,0,,0
