ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1998,1998-09-27,3,24.085,ATL,@,SFO,L 20-31,,1,,,,,0.0%,,,,,,,
2,1998,1998-10-04,4,24.092,ATL,,CAR,W 51-23,,,,,,,0.0%,,,,,,,
3,1998,1998-10-11,5,24.099,ATL,@,NYG,W 34-20,,,,,,,0.0%,,,,,,,
4,1998,1998-10-18,6,24.106,ATL,,NOR,W 31-23,,,,,,,0.0%,,,,,,,
5,1998,1998-11-01,8,24.120,ATL,,STL,W 37-15,,1,,,,,0.0%,,,,,,,
6,1998,1998-11-08,9,24.127,ATL,@,NWE,W 41-10,,,,,,,0.0%,,,,,,,
7,1999,1999-09-20,2,25.078,ATL,@,DAL,L 7-24,,,,,,,0.0%,,,,,,,
8,1999,1999-09-26,3,25.084,ATL,@,STL,L 7-35,,,,,,,0.0%,,,,,,,
9,1999,1999-10-03,4,25.091,ATL,,BAL,L 13-19,,3,3,48,16.00,1,100.0%,16.00,0,0,,0,1,6
10,1999,1999-10-10,5,25.098,ATL,@,NOR,W 20-17,,2,1,62,62.00,0,50.0%,31.00,0,0,,0,0,0
11,1999,1999-10-17,6,25.105,ATL,,STL,L 13-41,,,,,,,0.0%,,,,,,,
12,1999,1999-10-25,7,25.113,ATL,@,PIT,L 9-13,,,,,,,0.0%,,,,,,,
13,1999,1999-10-31,8,25.119,ATL,,CAR,W 27-20,,0,0,0,,0,0.0%,,1,1,1.00,0,0,0
14,1999,1999-11-07,9,25.126,ATL,,JAX,L 7-30,,1,1,23,23.00,0,100.0%,23.00,0,0,,0,0,0
15,1999,1999-11-21,10,25.140,ATL,@,TAM,L 10-19,,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0
16,1999,1999-12-05,12,25.154,ATL,,NOR,W 35-12,,0,,,,,0.0%,,,,,,,
17,1999,1999-12-12,13,25.161,ATL,@,SFO,L 7-26,,4,2,24,12.00,0,50.0%,6.00,0,0,,0,0,0
18,1999,1999-12-19,14,25.168,ATL,@,TEN,L 17-30,,5,3,35,11.67,2,60.0%,7.00,0,0,,0,2,12
19,1999,1999-12-26,15,25.175,ATL,,ARI,W 37-14,,0,,,,,0.0%,,,,,,,
20,1999,2000-01-03,16,25.183,ATL,,SFO,W 34-29,,3,1,17,17.00,0,33.3%,5.67,0,0,,0,0,0
21,2000,2000-10-01,5,26.089,ATL,@,PHI,L 10-38,,1,,,,,0.0%,,,,,,,
22,2000,2000-10-08,6,26.096,ATL,,NYG,L 6-13,,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0
23,2000,2000-10-15,7,26.103,ATL,@,STL,L 29-45,,1,,,,,0.0%,,,,,,,
24,2000,2000-10-22,8,26.110,ATL,,NOR,L 19-21,,,,,,,0.0%,,,,,,,
25,2000,2000-10-29,9,26.117,ATL,,CAR,W 13-12,,,,,,,0.0%,,,,,,,
26,2000,2000-11-05,10,26.124,ATL,,TAM,L 14-27,,0,,,,,0.0%,,,,,,,
27,2000,2000-11-12,11,26.131,ATL,@,DET,L 10-13,,1,,,,,0.0%,,,,,,,
28,2000,2000-11-26,13,26.145,ATL,@,OAK,L 14-41,,,,,,,0.0%,,,,,,,
29,2000,2000-12-03,14,26.152,ATL,,SEA,L 10-30,,,,,,,0.0%,,,,,,,
30,2001,2001-09-30,3,27.088,CLE,@,JAX,W 23-14,,3,3,34,11.33,0,100.0%,11.33,0,0,,0,0,0
31,2001,2001-10-07,4,27.095,CLE,,SDG,W 20-16,,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0
32,2001,2001-10-14,5,27.102,CLE,@,CIN,L 14-24,,,,,,,0.0%,,,,,,,
33,2001,2001-10-21,6,27.109,CLE,,BAL,W 24-14,,,,,,,0.0%,,,,,,,
34,2001,2001-11-11,8,27.130,CLE,,PIT,L 12-15,,3,3,23,7.67,0,100.0%,7.67,0,0,,0,0,0
35,2001,2001-11-18,9,27.137,CLE,@,BAL,W 27-17,,1,,,,,0.0%,,,,,,,
