ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,sacks,tackles_solo,tackles_assists,punt,punt_yds,punt_yds_per_punt,punt_blocked
162,2010,2010-10-03,4,34.057,OAK,,HOU,L 24-31,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,5,215,43.00,0
163,2010,2010-10-10,5,34.064,OAK,,SDG,W 35-27,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,4,211,52.75,0
164,2010,2010-10-17,6,34.071,OAK,@,SFO,L 9-17,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,6,321,53.50,0
165,2010,2010-10-24,7,34.078,OAK,@,DEN,W 59-14,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,4,166,41.50,0
166,2010,2010-10-31,8,34.085,OAK,,SEA,W 33-3,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,5,264,52.80,0
167,2010,2010-11-07,9,34.092,OAK,,KAN,W 23-20,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,6,277,46.17,0
168,2010,2010-11-21,10,34.106,OAK,@,PIT,L 3-35,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,8,390,48.75,0
169,2010,2010-11-28,11,34.113,OAK,,MIA,L 17-33,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,4,167,41.75,0
170,2010,2010-12-05,12,34.120,OAK,@,SDG,W 28-13,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,4,160,40.00,0
171,2010,2010-12-12,13,34.127,OAK,@,JAX,L 31-38,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,5,210,42.00,0
172,2010,2010-12-19,14,34.134,OAK,,DEN,W 39-23,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,3,115,38.33,0
173,2010,2010-12-26,15,34.141,OAK,,IND,L 26-31,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,6,281,46.83,0
174,2010,2011-01-02,16,34.148,OAK,@,KAN,W 31-10,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0.0,0,0,5,234,46.80,0
175,2011,2011-09-12,1,35.036,OAK,@,DEN,W 23-20,,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,0,0,6,349,58.17,0
176,2011,2011-09-18,2,35.042,OAK,@,BUF,L 35-38,,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,0,0,3,155,51.67,0
177,2011,2011-09-25,3,35.049,OAK,,NYJ,W 34-24,,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,0,0,6,339,56.50,0
178,2011,2011-10-02,4,35.056,OAK,,NWE,L 19-31,,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,0,0,2,104,52.00,0
179,2011,2011-10-09,5,35.063,OAK,@,HOU,W 25-20,,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,0,0,7,346,49.43,0
180,2011,2011-10-16,6,35.070,OAK,,CLE,W 24-17,,0,0,,0,1,1,100.00,35,1,0,158.3,0,0,35.00,55.00,,,,,,,0,0,0.0,0,0,4,194,48.50,0
181,2011,2011-10-23,7,35.077,OAK,,KAN,L 0-28,,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,0,0,6,289,48.17,0
182,2011,2011-11-06,8,35.091,OAK,,DEN,L 24-38,,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,0,0,6,303,50.50,0
183,2011,2011-11-10,9,35.095,OAK,@,SDG,W 24-17,,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,,,,,,,0,0,0.0,0,0,4,195,48.75,0
184,2011,2011-11-20,10,35.105,OAK,@,MIN,W 27-21,,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,0,0,6,284,47.33,0
185,2011,2011-11-27,11,35.112,OAK,,CHI,W 25-20,,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,0,0,5,273,54.60,0
186,2011,2011-12-04,12,35.119,OAK,@,MIA,L 14-34,,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,0,0,8,372,46.50,0
187,2011,2011-12-11,13,35.126,OAK,@,GNB,L 16-46,,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,,,,,,,0,0,0.0,0,0,5,247,49.40,0
188,2011,2011-12-18,14,35.133,OAK,,DET,L 27-28,,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,0,0,5,235,47.00,0
189,2011,2011-12-24,15,35.139,OAK,@,KAN,W 16-13,,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,0,0,4,217,54.25,0
190,2011,2012-01-01,16,35.147,OAK,,SDG,L 26-38,,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,0,0,1,58,58.00,0
191,2012,2012-09-10,1,36.034,OAK,,SDG,L 14-22,,2,0,0.00,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,0,0,2,114,57.00,1
192,2012,2012-09-16,2,36.040,OAK,@,MIA,L 13-35,,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,0,0,9,422,46.89,0
193,2012,2012-09-23,3,36.047,OAK,,PIT,W 34-31,,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,0,0,3,155,51.67,0
194,2012,2012-09-30,4,36.054,OAK,@,DEN,L 6-37,,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,0,0,7,346,49.43,0
195,2012,2012-10-14,5,36.068,OAK,@,ATL,L 20-23,,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,0,0,5,241,48.20,0
196,2012,2012-10-21,6,36.075,OAK,,JAX,W 26-23,,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,0,0,6,264,44.00,0
197,2012,2012-10-28,7,36.082,OAK,@,KAN,W 26-16,,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,0,0,6,256,42.67,0
198,2012,2012-11-04,8,36.089,OAK,,TAM,L 32-42,,0,0,,0,1,1,100.00,4,0,0,83.3,0,0,4.00,4.00,,,,,,,0,0,0.0,0,0,4,218,54.50,0
199,2012,2012-11-11,9,36.096,OAK,@,BAL,L 20-55,,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,0,0,5,274,54.80,0
200,2012,2012-11-18,10,36.103,OAK,,NOR,L 17-38,,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,0,0,3,135,45.00,0
201,2012,2012-11-25,11,36.110,OAK,@,CIN,L 10-34,,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,0,0,6,281,46.83,0
202,2012,2012-12-02,12,36.117,OAK,,CLE,L 17-20,,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,0,0,5,202,40.40,0
203,2012,2012-12-06,13,36.121,OAK,,DEN,L 13-26,,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,0,0,5,217,43.40,0
204,2012,2012-12-16,14,36.131,OAK,,KAN,W 15-0,,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,0,0,4,205,51.25,0
205,2012,2012-12-23,15,36.138,OAK,@,CAR,L 6-17,,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,0,0,5,219,43.80,0
206,2012,2012-12-30,16,36.145,OAK,@,SDG,L 21-24,,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,0.0,0,0,6,277,46.17,0
207,2013,2013-09-09,1,37.033,HOU,@,SDG,W 31-28,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,3,135,45.00,0
208,2013,2013-09-15,2,37.039,HOU,,TEN,W 30-24,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,7,338,48.29,0
209,2013,2013-09-22,3,37.046,HOU,@,BAL,L 9-30,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,5,252,50.40,0
210,2013,2013-09-29,4,37.053,HOU,,SEA,L 20-23,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,1,0,7,317,45.29,0
211,2013,2013-10-06,5,37.060,HOU,@,SFO,L 3-34,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,3,151,50.33,0
212,2013,2013-10-13,6,37.067,HOU,,STL,L 13-38,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,2,78,39.00,0
213,2013,2013-10-20,7,37.074,HOU,@,KAN,L 16-17,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,5,249,49.80,0
214,2013,2013-11-03,8,37.088,HOU,,IND,L 24-27,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,1,0,4,164,41.00,0
215,2013,2013-11-10,9,37.095,HOU,@,ARI,L 24-27,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,7,412,58.86,0
216,2013,2013-11-17,10,37.102,HOU,,OAK,L 23-28,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,9,442,49.11,0
217,2013,2013-11-24,11,37.109,HOU,,JAX,L 6-13,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,7,314,44.86,0
218,2013,2013-12-01,12,37.116,HOU,,NWE,L 31-34,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,3,134,44.67,0
219,2013,2013-12-05,13,37.120,HOU,@,JAX,L 20-27,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,5,219,43.80,0
220,2013,2013-12-15,14,37.130,HOU,@,IND,L 3-25,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,8,396,49.50,0
221,2013,2013-12-22,15,37.137,HOU,,DEN,L 13-37,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,8,359,44.88,0
222,2013,2013-12-29,16,37.144,HOU,@,TEN,L 10-16,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,5,229,45.80,0
223,2014,2014-09-07,1,38.031,HOU,,WAS,W 17-6,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,6,306,51.00,0
224,2014,2014-09-14,2,38.038,HOU,@,OAK,W 30-14,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,2,100,50.00,0
225,2014,2014-09-21,3,38.045,HOU,@,NYG,L 17-30,,0,0,,0,1,1,100.00,10,0,0,108.3,0,0,10.00,10.00,,,,,,,0,0,0.0,0,0,4,205,51.25,1
226,2014,2014-09-28,4,38.052,HOU,,BUF,W 23-17,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,6,250,41.67,0
227,2014,2014-10-05,5,38.059,HOU,@,DAL,L 17-20,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,7,326,46.57,0
228,2014,2014-10-09,6,38.063,HOU,,IND,L 28-33,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,4,218,54.50,0
229,2014,2014-10-20,7,38.074,HOU,@,PIT,L 23-30,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,3,135,45.00,0
230,2014,2014-10-26,8,38.080,HOU,@,TEN,W 30-16,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,6,269,44.83,0
231,2014,2014-11-02,9,38.087,HOU,,PHI,L 21-31,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,6,289,48.17,0
232,2014,2014-11-16,10,38.101,HOU,@,CLE,W 23-7,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,5,197,39.40,0
233,2014,2014-11-23,11,38.108,HOU,,CIN,L 13-22,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,5,237,47.40,0
234,2014,2014-11-30,12,38.115,HOU,,TEN,W 45-21,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,3,137,45.67,0
235,2014,2014-12-07,13,38.122,HOU,@,JAX,W 27-13,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,5,238,47.60,0
236,2014,2014-12-14,14,38.129,HOU,@,IND,L 10-17,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,7,299,42.71,0
237,2014,2014-12-21,15,38.136,HOU,,BAL,W 25-13,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,8,361,45.13,0
238,2014,2014-12-28,16,38.143,HOU,,JAX,W 23-17,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,6,278,46.33,0
239,2015,2015-09-13,1,39.037,HOU,,KAN,L 20-27,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,7,329,47.00,0
240,2015,2015-09-20,2,39.044,HOU,@,CAR,L 17-24,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,8,388,48.50,0
241,2015,2015-09-27,3,39.051,HOU,,TAM,W 19-9,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,6,266,44.33,0
242,2015,2015-10-04,4,39.058,HOU,@,ATL,L 21-48,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,4,194,48.50,0
243,2015,2015-10-08,5,39.062,HOU,,IND,L 20-27,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,3,123,41.00,0
244,2015,2015-10-18,6,39.072,HOU,@,JAX,W 31-20,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,3,119,39.67,0
245,2015,2015-10-25,7,39.079,HOU,@,MIA,L 26-44,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,8,384,48.00,0
246,2015,2015-11-01,8,39.086,HOU,,TEN,W 20-6,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,8,407,50.88,0
247,2015,2015-11-16,9,39.101,HOU,@,CIN,W 10-6,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,8,374,46.75,0
248,2015,2015-11-22,10,39.107,HOU,,NYJ,W 24-17,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,8,417,52.13,0
249,2015,2015-11-29,11,39.114,HOU,,NOR,W 24-6,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,4,189,47.25,0
250,2015,2015-12-06,12,39.121,HOU,@,BUF,L 21-30,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,7,285,40.71,0
251,2015,2015-12-13,13,39.128,HOU,,NWE,L 6-27,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,7,317,45.29,0
252,2015,2015-12-20,14,39.135,HOU,@,IND,W 16-10,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,4,201,50.25,0
253,2015,2015-12-27,15,39.142,HOU,@,TEN,W 34-6,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,6,314,52.33,0
254,2015,2016-01-03,16,39.149,HOU,,JAX,W 30-6,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,4,190,47.50,0
255,2016,2016-09-11,1,40.035,HOU,,CHI,W 23-14,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,5,243,48.60,0
256,2016,2016-09-18,2,40.042,HOU,,KAN,W 19-12,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,5,249,49.80,0
257,2016,2016-09-22,3,40.046,HOU,@,NWE,L 0-27,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,6,294,49.00,0
258,2016,2016-10-02,4,40.056,HOU,,TEN,W 27-20,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,3,150,50.00,0
259,2016,2016-10-09,5,40.063,HOU,@,MIN,L 13-31,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,5,257,51.40,0
260,2016,2016-10-16,6,40.070,HOU,,IND,W 26-23,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,5,202,40.40,0
261,2016,2016-10-24,7,40.078,HOU,@,DEN,L 9-27,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,5,242,48.40,0
262,2016,2016-10-30,8,40.084,HOU,,DET,W 20-13,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,4,203,50.75,0
263,2016,2016-11-13,9,40.098,HOU,@,JAX,W 24-21,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,3,138,46.00,0
264,2016,2016-11-21,10,40.106,HOU,@,OAK,L 20-27,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,3,156,52.00,0
265,2016,2016-11-27,11,40.112,HOU,,SDG,L 13-21,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,4,189,47.25,0
266,2016,2016-12-04,12,40.119,HOU,@,GNB,L 13-21,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,5,205,41.00,0
267,2016,2016-12-11,13,40.126,HOU,@,IND,W 22-17,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,3,156,52.00,0
268,2016,2016-12-18,14,40.133,HOU,,JAX,W 21-20,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,5,226,45.20,0
269,2016,2016-12-24,15,40.139,HOU,,CIN,W 12-10,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,8,371,46.38,0
270,2016,2017-01-01,16,40.147,HOU,@,TEN,L 17-24,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,3,142,47.33,0
271,2017,2017-09-10,1,41.034,HOU,,JAX,L 7-29,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,5,216,43.20,0
272,2017,2017-09-14,2,41.038,HOU,@,CIN,W 13-9,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,9,440,48.89,0
273,2017,2017-09-24,3,41.048,HOU,@,NWE,L 33-36,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,4,234,58.50,0
274,2017,2017-10-01,4,41.055,HOU,,TEN,W 57-14,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,2,122,61.00,0
275,2017,2017-10-08,5,41.062,HOU,,KAN,L 34-42,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,5,240,48.00,0
276,2017,2017-10-15,6,41.069,HOU,,CLE,W 33-17,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,7,350,50.00,0
277,2017,2017-10-29,7,41.083,HOU,@,SEA,L 38-41,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,5,265,53.00,0
278,2017,2017-11-05,8,41.090,HOU,,IND,L 14-20,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,8,390,48.75,0
279,2017,2017-11-12,9,41.097,HOU,@,LAR,L 7-33,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,6,281,46.83,0
280,2017,2017-11-19,10,41.104,HOU,,ARI,W 31-21,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,6,281,46.83,0
281,2017,2017-11-27,11,41.112,HOU,@,BAL,L 16-23,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,4,174,43.50,0
282,2017,2017-12-03,12,41.118,HOU,@,TEN,L 13-24,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,3,139,46.33,0
283,2017,2017-12-10,13,41.125,HOU,,SFO,L 16-26,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,6,314,52.33,0
284,2017,2017-12-17,14,41.132,HOU,@,JAX,L 7-45,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,11,518,47.09,0
285,2017,2017-12-25,15,41.140,HOU,,PIT,L 6-34,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,7,342,48.86,0
286,2017,2017-12-31,16,41.146,HOU,@,IND,L 13-22,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,0.0,0,0,4,201,50.25,0
