ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1975,1975-09-21,1,23.179,CHI,,BAL,L 7-35,5,91,18.20,0,3,23,7.67,0,0,0,0,0,0
2,1975,1975-09-28,2,23.186,CHI,,PHI,W 15-13,3,88,29.33,0,5,40,8.00,0,0,0,0,0,0
3,1975,1975-10-05,3,23.193,CHI,@,MIN,L 3-28,3,38,12.67,0,4,34,8.50,0,0,0,0,0,0
4,1975,1975-10-12,4,23.200,CHI,@,DET,L 7-27,3,71,23.67,0,4,47,11.75,0,0,0,0,0,0
5,1975,1975-10-19,5,23.207,CHI,@,PIT,L 3-34,3,51,17.00,0,1,11,11.00,0,0,0,0,0,0
6,1975,1975-10-27,6,23.215,CHI,,MIN,L 9-13,1,26,26.00,0,4,72,18.00,0,0,0,0,0,0
7,1975,1975-11-02,7,23.221,CHI,,MIA,L 13-46,0,0,,0,2,0,0.00,0,0,0,0,0,0
8,1975,1975-11-09,8,23.228,CHI,,GNB,W 27-14,0,0,,0,2,8,4.00,0,0,0,0,0,0
9,1975,1975-11-16,9,23.235,CHI,@,SFO,L 3-31,,,,,,,,,,,,,
10,1975,1975-11-23,10,23.242,CHI,@,RAM,L 10-38,4,96,24.00,0,6,86,14.33,0,0,0,0,0,0
11,1975,1975-11-30,11,23.249,CHI,@,GNB,L 7-28,2,24,12.00,0,0,0,,0,0,0,0,0,0
12,1975,1975-12-07,12,23.256,CHI,,DET,W 25-21,1,23,23.00,0,5,96,19.20,0,0,0,1,0,0
13,1975,1975-12-14,13,23.263,CHI,,STL,L 20-34,0,0,,0,4,20,5.00,0,0,0,0,0,0
14,1975,1975-12-21,14,23.270,CHI,@,NOR,W 42-17,1,21,21.00,0,2,19,9.50,0,1,6,1,40,1
15,1976,1976-09-12,1,24.170,CHI,,DET,W 10-3,0,0,,0,3,2,0.67,0,0,0,0,0,0
16,1976,1976-09-19,2,24.177,CHI,@,SFO,W 19-12,1,14,14.00,0,5,43,8.60,0,0,0,0,0,0
17,1976,1976-09-26,3,24.184,CHI,,ATL,L 0-10,,,,,,,,,,,,,
18,1976,1976-10-03,4,24.191,CHI,,WAS,W 33-7,0,0,,0,1,11,11.00,0,0,0,0,0,0
19,1976,1976-10-10,5,24.198,CHI,@,MIN,L 19-20,0,0,,0,3,40,13.33,0,0,0,0,0,0
20,1976,1976-10-17,6,24.205,CHI,@,RAM,L 12-20,0,0,,0,3,14,4.67,0,0,0,1,16,0
21,1976,1976-10-24,7,24.212,CHI,@,DAL,L 21-31,0,0,,0,2,52,26.00,0,0,0,0,0,0
22,1976,1976-10-31,8,24.219,CHI,,MIN,W 14-13,0,0,,0,2,19,9.50,0,0,0,0,0,0
23,1976,1976-11-07,9,24.226,CHI,,OAK,L 27-28,0,0,,0,1,1,1.00,0,0,0,0,0,0
24,1976,1976-11-14,10,24.233,CHI,,GNB,W 24-13,0,0,,0,3,19,6.33,0,0,0,0,0,0
25,1976,1976-11-21,11,24.240,CHI,@,DET,L 10-14,0,0,,0,4,1,0.25,0,0,0,0,0,0
26,1976,1976-11-28,12,24.247,CHI,@,GNB,W 16-10,,,,,,,,,,,,,
27,1976,1976-12-05,13,24.254,CHI,@,SEA,W 34-7,0,0,,0,0,0,,0,0,0,1,18,0
28,1976,1976-12-12,14,24.261,CHI,,DEN,L 14-28,0,0,,0,1,3,3.00,0,0,0,1,0,0
29,1977,1977-09-18,1,25.176,CHI,,DET,W 30-20,0,0,,0,1,9,9.00,0,0,0,0,0,0
30,1977,1977-09-25,2,25.183,CHI,@,STL,L 13-16,,,,,,,,,,,,,
31,1977,1977-10-02,3,25.190,CHI,,NOR,L 24-42,,,,,,,,,,,,,
32,1977,1977-10-10,4,25.198,CHI,,RAM,W 24-23,,,,,,,,,,,,,
33,1977,1977-10-16,5,25.204,CHI,@,MIN,L 16-22,,,,,,,,,,,,,
34,1977,1977-10-23,6,25.211,CHI,,ATL,L 10-16,,,,,,,,,,,,,
35,1977,1977-10-30,7,25.218,CHI,@,GNB,W 26-0,,,,,,,,,,,,,
36,1977,1977-11-06,8,25.225,CHI,@,HOU,L 0-47,,,,,,,,,,,,,
37,1977,1977-11-13,9,25.232,CHI,,KAN,W 28-27,,,,,,,,,,,,,
38,1977,1977-11-20,10,25.239,CHI,,MIN,W 10-7,0,0,,0,0,0,,0,0,0,1,0,0
39,1977,1977-11-24,11,25.243,CHI,@,DET,W 31-14,0,0,,0,2,21,10.50,0,0,0,0,0,0
40,1977,1977-12-04,12,25.253,CHI,@,TAM,W 10-0,0,0,,0,0,0,,0,0,0,1,29,0
41,1977,1977-12-11,13,25.260,CHI,,GNB,W 21-10,,,,,,,,,,,,,
42,1977,1977-12-18,14,25.267,CHI,@,NYG,W 12-9,0,0,,0,3,16,5.33,0,0,0,0,0,0
43,1978,1978-09-03,1,26.161,CHI,,STL,W 17-10,0,0,,0,0,0,,0,0,0,1,9,0
44,1978,1978-09-10,2,26.168,CHI,@,SFO,W 16-13,,,,,,,,,,,0,17,0
45,1978,1978-09-17,3,26.175,CHI,@,DET,W 19-0,,,,,,,,,,,,,
46,1978,1978-09-25,4,26.183,CHI,,MIN,L 20-24,,,,,,,,,,,,,
47,1978,1978-10-01,5,26.189,CHI,,OAK,L 19-25,,,,,,,,,,,,,
48,1978,1978-10-29,9,26.217,CHI,,DET,L 17-21,,,,,,,,,,,,,
49,1978,1978-11-05,10,26.224,CHI,,SEA,L 29-31,0,0,,0,4,6,1.50,0,0,0,0,0,0
50,1978,1978-11-12,11,26.231,CHI,@,MIN,L 14-17,0,0,,0,2,13,6.50,0,0,0,0,0,0
51,1978,1978-11-19,12,26.238,CHI,,ATL,W 13-7,0,0,,0,1,7,7.00,0,0,0,0,0,0
52,1978,1978-11-26,13,26.245,CHI,,TAM,W 14-3,0,0,,0,3,5,1.67,0,0,0,0,0,0
53,1978,1978-12-04,14,26.253,CHI,@,SDG,L 7-40,0,0,,0,0,0,,0,1,6,1,60,1
54,1978,1978-12-10,15,26.259,CHI,,GNB,W 14-0,0,0,,0,0,0,,0,0,0,1,0,0
55,1978,1978-12-16,16,26.265,CHI,@,WAS,W 14-10,,,,,,,,,,,,,
56,1979,1979-09-02,1,27.160,CHI,,GNB,W 6-3,,,,,,,,,,,,,
57,1979,1979-09-09,2,27.167,CHI,,MIN,W 26-7,,,,,,,,,,,,,
58,1979,1979-09-16,3,27.174,CHI,@,DAL,L 20-24,,,,,,,,,,,,,
