ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2007,2007-09-09,1,22.109,ATL,@,MIN,L 3-24,,,,,,,
2,2007,2007-09-16,2,22.116,ATL,@,JAX,L 7-13,,,,,,,
3,2007,2007-09-30,4,22.130,ATL,,HOU,W 26-16,*,,,,,,
4,2007,2007-10-07,5,22.137,ATL,@,TEN,L 13-20,*,0.0,,,1,4,0
5,2007,2007-10-15,6,22.145,ATL,,NYG,L 10-31,,,,,,,
6,2007,2007-10-21,7,22.151,ATL,@,NOR,L 16-22,,,,,,,
7,2007,2007-11-04,8,22.165,ATL,,SFO,W 20-16,*,,,,,,
8,2007,2007-11-11,9,22.172,ATL,@,CAR,W 20-13,*,,,,,,
9,2007,2007-11-18,10,22.179,ATL,,TAM,L 7-31,*,,,,,,
10,2009,2009-09-27,3,24.127,ATL,@,NWE,L 10-26,,0.0,5,1,0,0,0
11,2009,2009-10-11,4,24.141,ATL,@,SFO,W 45-10,,0.0,1,0,0,0,0
12,2009,2009-10-18,5,24.148,ATL,,CHI,W 21-14,,,,,,,
13,2009,2009-10-25,6,24.155,ATL,@,DAL,L 21-37,,0.0,0,1,0,0,0
14,2009,2009-11-02,7,24.163,ATL,@,NOR,L 27-35,*,,,,,,
15,2009,2009-11-08,8,24.169,ATL,,WAS,W 31-17,,0.0,1,0,0,0,0
16,2009,2009-12-20,14,24.211,ATL,@,NYJ,W 10-7,,,,,,,
17,2009,2010-01-03,16,24.225,ATL,@,TAM,W 20-10,,0.0,1,0,0,0,0
18,2010,2010-09-12,1,25.112,ATL,@,PIT,L 9-15,*,0.0,0,2,0,0,0
