ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,1997,1997-08-31,1,21.148,NYG,,PHI,W 31-17,,4,1,19,19.00,0,25.0%,4.75,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
2,1997,1997-09-07,2,21.155,NYG,@,JAX,L 13-40,,1,1,23,23.00,0,100.0%,23.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
3,1998,1998-09-06,1,22.154,NYG,,WAS,W 31-24,,4,2,50,25.00,0,50.0%,12.50,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
4,1998,1998-09-13,2,22.161,NYG,@,OAK,L 17-20,,10,8,78,9.75,1,80.0%,7.80,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,,
5,1998,1998-09-21,3,22.169,NYG,,DAL,L 7-31,,7,5,61,12.20,0,71.4%,8.71,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
6,1998,1998-09-27,4,22.175,NYG,@,SDG,W 34-16,,14,5,71,14.20,0,35.7%,5.07,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
7,1998,1998-10-04,5,22.182,NYG,@,TAM,L 3-20,,5,2,15,7.50,0,40.0%,3.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
8,1998,1998-10-11,6,22.189,NYG,,ATL,L 20-34,,6,4,35,8.75,0,66.7%,5.83,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
9,1998,1998-10-18,7,22.196,NYG,,ARI,W 34-7,,5,3,28,9.33,0,60.0%,5.60,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
10,1998,1998-11-01,8,22.210,NYG,@,WAS,L 14-21,,7,3,63,21.00,1,42.9%,9.00,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,,
11,1998,1998-11-08,9,22.217,NYG,@,DAL,L 6-16,,4,1,16,16.00,0,25.0%,4.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
12,1998,1998-11-15,10,22.224,NYG,,GNB,L 3-37,,8,3,48,16.00,0,37.5%,6.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
13,1998,1998-11-22,11,22.231,NYG,,PHI,W 20-0,,3,1,15,15.00,0,33.3%,5.00,1,4,4.00,0,0,0,,0,0,0,,0,0,0,0.0,,
