ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2004,2004-10-31,7,22.233,DAL,,DET,W 31-21,,0,0,0,,0,0.0%,,0,0,,0,1,21,21.00,0,0,0,,0,0,0,0.0,,
2,2004,2004-11-07,8,22.240,DAL,@,CIN,L 3-26,,0,0,0,,0,0.0%,,0,0,,0,2,37,18.50,0,0,0,,0,0,0,0.0,,
3,2004,2004-11-15,9,22.248,DAL,,PHI,L 21-49,,0,0,0,,0,0.0%,,0,0,,0,2,42,21.00,0,0,0,,0,0,0,0.0,,
4,2004,2004-11-21,10,22.254,DAL,@,BAL,L 10-30,,4,3,44,14.67,0,75.0%,11.00,0,0,,0,1,39,39.00,0,0,0,,0,0,0,0.0,,
5,2004,2004-11-25,11,22.258,DAL,,CHI,W 21-7,,5,2,22,11.00,0,40.0%,4.40,1,-1,-1.00,0,1,22,22.00,0,0,0,,0,0,0,0.0,,
6,2004,2004-12-06,12,22.269,DAL,@,SEA,W 43-39,,4,2,18,9.00,1,50.0%,4.50,0,0,,0,1,13,13.00,0,0,0,,0,1,6,0.0,,
7,2004,2004-12-12,13,22.275,DAL,,NOR,L 13-27,,3,0,0,,0,0.0%,0.00,0,0,,0,1,12,12.00,0,0,0,,0,0,0,0.0,,
8,2004,2004-12-19,14,22.282,DAL,@,PHI,L 7-12,,1,0,0,,0,0.0%,0.00,0,0,,0,3,55,18.33,0,0,0,,0,0,0,0.0,,
9,2004,2004-12-26,15,22.289,DAL,,WAS,W 13-10,,3,0,0,,0,0.0%,0.00,0,0,,0,2,26,13.00,0,0,0,,0,0,0,0.0,,
10,2004,2005-01-02,16,22.296,DAL,@,NYG,L 24-28,,0,0,0,,0,0.0%,,0,0,,0,2,40,20.00,0,0,0,,0,0,0,0.0,,
11,2005,2005-09-11,1,23.183,DAL,@,SDG,W 28-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
12,2005,2005-09-19,2,23.191,DAL,,WAS,L 13-14,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
13,2005,2005-09-25,3,23.197,DAL,@,SFO,W 34-31,,0,0,0,,0,0.0%,,0,0,,0,1,11,11.00,0,0,0,,0,0,0,0.0,,
14,2005,2005-10-02,4,23.204,DAL,@,OAK,L 13-19,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
15,2005,2005-10-09,5,23.211,DAL,,PHI,W 33-10,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
16,2005,2005-10-16,6,23.218,DAL,,NYG,W 16-13,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
17,2005,2005-10-23,7,23.225,DAL,@,SEA,L 10-13,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
18,2005,2005-10-30,8,23.232,DAL,,ARI,W 34-13,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
19,2005,2005-11-14,9,23.247,DAL,@,PHI,W 21-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
20,2005,2005-11-20,10,23.253,DAL,,DET,W 20-7,,0,0,0,,0,0.0%,,0,0,,0,1,21,21.00,0,0,0,,0,0,0,0.0,,
21,2005,2005-11-24,11,23.257,DAL,,DEN,L 21-24,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
22,2005,2005-12-04,12,23.267,DAL,@,NYG,L 10-17,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
23,2005,2005-12-11,13,23.274,DAL,,KAN,W 31-28,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
24,2005,2005-12-18,14,23.281,DAL,@,WAS,L 7-35,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
25,2005,2005-12-24,15,23.287,DAL,@,CAR,W 24-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
26,2005,2006-01-01,16,23.295,DAL,,STL,L 10-20,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
27,2006,2006-09-10,1,24.182,NOR,@,CLE,W 19-14,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
28,2006,2006-09-17,2,24.189,NOR,@,GNB,W 34-27,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
29,2006,2006-09-25,3,24.197,NOR,,ATL,W 23-3,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
30,2006,2006-10-01,4,24.203,NOR,@,CAR,L 18-21,,3,2,30,15.00,0,66.7%,10.00,0,0,,0,1,17,17.00,0,0,0,,0,0,0,0.0,,
31,2006,2006-10-08,5,24.210,NOR,,TAM,W 24-21,,0,0,0,,0,0.0%,,0,0,,0,2,41,20.50,0,0,0,,0,0,0,0.0,,
32,2006,2006-10-15,6,24.217,NOR,,PHI,W 27-24,,0,0,0,,0,0.0%,,0,0,,0,1,21,21.00,0,0,0,,0,0,0,0.0,,
33,2006,2006-10-29,7,24.231,NOR,,BAL,L 22-35,,1,1,25,25.00,0,100.0%,25.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
34,2006,2006-11-05,8,24.238,NOR,@,TAM,W 31-14,*,3,1,11,11.00,0,33.3%,3.67,1,8,8.00,0,0,0,,0,0,0,,0,0,0,0.0,,
35,2006,2006-11-12,9,24.245,NOR,@,PIT,L 31-38,*,12,6,92,15.33,1,50.0%,7.67,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,,
36,2006,2006-11-19,10,24.252,NOR,,CIN,L 16-31,,7,6,87,14.50,1,85.7%,12.43,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,,
37,2006,2006-11-26,11,24.259,NOR,@,ATL,W 31-13,,3,1,48,48.00,1,33.3%,16.00,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,,
38,2006,2006-12-03,12,24.266,NOR,,SFO,W 34-10,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
39,2006,2006-12-10,13,24.273,NOR,@,DAL,W 42-17,*,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
40,2006,2006-12-17,14,24.280,NOR,,WAS,L 10-16,,5,3,38,12.67,0,60.0%,7.60,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
41,2006,2006-12-24,15,24.287,NOR,@,NYG,W 30-7,*,5,2,46,23.00,0,40.0%,9.20,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
42,2007,2007-09-06,1,25.178,NOR,@,IND,L 10-41,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
43,2007,2007-09-16,2,25.188,NOR,@,TAM,L 14-31,,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
44,2007,2007-09-24,3,25.196,NOR,,TEN,L 14-31,,3,2,23,11.50,0,66.7%,7.67,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
45,2007,2007-10-07,4,25.209,NOR,,CAR,L 13-16,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
46,2007,2007-10-21,6,25.223,NOR,,ATL,W 22-16,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
47,2007,2007-10-28,7,25.230,NOR,@,SFO,W 31-10,,2,2,10,5.00,1,100.0%,5.00,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,,
48,2007,2007-11-04,8,25.237,NOR,,JAX,W 41-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
49,2007,2007-11-11,9,25.244,NOR,,STL,L 29-37,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
