ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1960,1960-09-25,1,23.174,SFO,,NYG,L 19-21,0,0,,0,1,7,7.00,0,0,0,0
2,1960,1960-10-02,2,23.181,SFO,,RAM,W 13-9,0,0,,0,3,13,4.33,0,1,0,0
3,1960,1960-10-09,3,23.188,SFO,@,DET,W 14-10,0,0,,0,2,8,4.00,0,0,0,0
4,1960,1960-10-23,5,23.202,SFO,@,GNB,L 14-41,0,0,,0,1,4,4.00,0,0,0,0
5,1960,1960-10-30,6,23.209,SFO,,CHI,W 25-7,0,0,,0,1,0,0.00,0,1,29,0
6,1960,1960-11-06,7,23.216,SFO,,DET,L 0-24,0,0,,0,1,4,4.00,0,0,0,0
7,1960,1960-12-10,11,23.250,SFO,,GNB,L 0-13,0,0,,0,2,7,3.50,0,0,0,0
8,1960,1960-12-18,12,23.258,SFO,,BAL,W 34-10,0,0,,0,0,0,,0,1,0,0
9,1961,1961-09-17,1,24.166,SFO,,WAS,W 35-3,0,0,,0,0,0,,0,1,28,0
10,1961,1961-10-29,7,24.208,SFO,@,PIT,L 10-20,0,0,,0,1,9,9.00,0,1,5,0
11,1961,1961-11-05,8,24.215,SFO,,DET,T 20-20,0,0,,0,1,4,4.00,0,0,0,0
12,1961,1961-11-12,9,24.222,SFO,@,RAM,L 7-17,0,0,,0,2,16,8.00,0,0,0,0
13,1961,1961-11-26,11,24.236,SFO,,MIN,W 38-28,0,0,,0,0,0,,0,1,8,0
14,1961,1961-12-03,12,24.243,SFO,@,BAL,L 17-20,0,0,,0,1,0,0.00,0,0,0,0
15,1961,1961-12-10,13,24.250,SFO,,GNB,W 22-21,0,0,,0,1,20,20.00,0,0,0,0
16,1962,1962-09-30,3,25.179,SFO,,MIN,W 21-7,0,0,,0,1,0,0.00,0,1,0,0
17,1962,1962-11-18,10,25.228,SFO,@,RAM,W 24-17,0,0,,0,2,13,6.50,0,0,0,0
18,1962,1962-12-02,12,25.242,SFO,@,MIN,W 35-12,0,0,,0,2,8,4.00,0,0,0,0
19,1963,1963-09-29,3,26.178,NYG,@,PHI,W 37-14,1,12,12.00,0,2,95,47.50,0,0,0,0
20,1963,1963-10-06,4,26.185,NYG,@,WAS,W 24-14,0,0,,0,2,0,0.00,0,0,0,0
21,1963,1963-10-20,6,26.199,NYG,,DAL,W 37-21,0,0,,0,2,12,6.00,0,0,0,0
22,1963,1963-11-10,9,26.220,NYG,,PHI,W 42-14,0,,,0,2,1,0.50,0,1,75,0
23,1963,1963-11-17,10,26.227,NYG,,SFO,W 48-14,0,0,,0,1,2,2.00,0,1,0,0
24,1963,1963-11-24,11,26.234,NYG,,STL,L 17-24,0,0,,0,5,75,15.00,0,0,0,0
25,1963,1963-12-01,12,26.241,NYG,@,DAL,W 34-27,1,24,24.00,0,2,9,4.50,0,0,0,0
26,1963,1963-12-08,13,26.248,NYG,,WAS,W 44-14,1,20,20.00,0,0,0,,0,0,0,0
27,1963,1963-12-15,14,26.255,NYG,,PIT,W 33-17,0,0,,0,1,4,4.00,0,0,0,0
