ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
16,2015,2015-09-27,3,25.141,CAR,,NOR,W 27-22,*,2,1,13,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,0,0
17,2015,2015-10-04,4,25.148,CAR,@,TAM,W 37-23,*,4,4,54,13.50,0,100.0%,13.50,0,0,,0,0,0,,0,0,0
18,2015,2015-10-18,5,25.162,CAR,@,SEA,W 27-23,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
19,2015,2015-10-25,6,25.169,CAR,,PHI,W 27-16,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
20,2015,2015-11-02,7,25.177,CAR,,IND,W 29-26,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
21,2015,2015-11-08,8,25.183,CAR,,GNB,W 37-29,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
22,2015,2015-11-22,10,25.197,CAR,,WAS,W 44-16,,1,1,15,15.00,0,100.0%,15.00,0,0,,0,0,0,,0,0,0
23,2015,2015-11-26,11,25.201,CAR,@,DAL,W 33-14,,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,0,0
24,2015,2016-01-03,16,25.239,CAR,,TAM,W 38-10,,2,2,25,12.50,0,100.0%,12.50,0,0,,0,0,0,,0,0,0
25,2016,2016-09-18,2,26.132,CAR,,SFO,W 46-27,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
26,2016,2016-10-10,5,26.154,CAR,,TAM,L 14-17,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
27,2016,2016-10-16,6,26.160,CAR,@,NOR,L 38-41,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
28,2016,2016-10-30,7,26.174,CAR,,ARI,W 30-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
29,2016,2016-11-06,8,26.181,CAR,@,LAR,W 13-10,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
30,2016,2016-11-13,9,26.188,CAR,,KAN,L 17-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
31,2016,2016-12-04,12,26.209,CAR,@,SEA,L 7-40,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0
32,2016,2016-12-11,13,26.216,CAR,,SDG,W 28-16,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
33,2016,2016-12-19,14,26.224,CAR,@,WAS,W 26-15,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
34,2016,2017-01-01,16,26.237,CAR,@,TAM,L 16-17,,5,1,10,10.00,0,20.0%,2.00,0,0,,0,0,0,,0,0,0
35,2017,2017-11-05,9,27.180,CAR,,ATL,W 20-17,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
36,2017,2017-11-13,10,27.188,CAR,,MIA,W 45-21,,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,0,0
37,2017,2017-11-26,11,27.201,CAR,@,NYJ,W 35-27,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
38,2017,2017-12-03,12,27.208,CAR,@,NOR,L 21-31,,2,1,18,18.00,0,50.0%,9.00,0,0,,0,0,0,,0,0,0
39,2017,2017-12-10,13,27.215,CAR,,MIN,W 31-24,,1,1,17,17.00,0,100.0%,17.00,0,0,,0,0,0,,0,0,0
40,2017,2017-12-17,14,27.222,CAR,,GNB,W 31-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
41,2017,2017-12-24,15,27.229,CAR,,TAM,W 22-19,*,4,3,45,15.00,0,75.0%,11.25,0,0,,0,0,0,,0,0,0
42,2017,2017-12-31,16,27.236,CAR,@,ATL,L 10-22,,4,2,36,18.00,0,50.0%,9.00,0,0,,0,0,0,,0,0,0
