ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1998,1998-12-27,16,24.319,BAL,,DET,W 19-10,,1,2,50.00,1,0,0,56.2,0,0,0.50,0.50,1,0,0.00,0
