ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists
1,2008,2008-09-28,3,23.346,HOU,@,JAX,L 27-30,,,,
2,2008,2008-11-09,9,24.022,HOU,,BAL,L 13-41,,0.0,1,2
3,2008,2008-11-16,10,24.029,HOU,@,IND,L 27-33,*,0.0,13,1
4,2008,2008-11-23,11,24.036,HOU,@,CLE,W 16-6,*,0.0,4,0
5,2008,2008-12-01,12,24.044,HOU,,JAX,W 30-17,*,0.0,4,1
6,2008,2008-12-07,13,24.050,HOU,@,GNB,W 24-21,*,0.0,3,3
7,2008,2008-12-14,14,24.057,HOU,,TEN,W 13-12,*,0.0,1,1
8,2009,2009-09-13,1,24.330,HOU,,NYJ,L 7-24,,0.0,2,0
9,2009,2009-09-20,2,24.337,HOU,@,TEN,W 34-31,,,,
10,2009,2009-09-27,3,24.344,HOU,,JAX,L 24-31,,,,
11,2009,2009-10-04,4,24.351,HOU,,OAK,W 29-6,,,,
12,2009,2009-10-11,5,24.358,HOU,@,ARI,L 21-28,,,,
13,2009,2009-10-18,6,25.000,HOU,@,CIN,W 28-17,,,,
14,2009,2009-10-25,7,25.007,HOU,,SFO,W 24-21,,,,
15,2009,2009-11-01,8,25.014,HOU,@,BUF,W 31-10,,0.0,0,0
16,2009,2009-11-08,9,25.021,HOU,@,IND,L 17-20,,,,
17,2009,2009-11-23,10,25.036,HOU,,TEN,L 17-20,,,,
18,2009,2009-11-29,11,25.042,HOU,,IND,L 27-35,,0.0,0,1
19,2009,2009-12-06,12,25.049,HOU,@,JAX,L 18-23,,0.0,0,1
20,2009,2009-12-13,13,25.056,HOU,,SEA,W 34-7,,0.0,0,0
21,2009,2009-12-20,14,25.063,HOU,@,STL,W 16-13,,0.0,0,0
22,2009,2009-12-27,15,25.070,HOU,@,MIA,W 27-20,,0.0,0,0
23,2009,2010-01-03,16,25.077,HOU,,NWE,W 34-27,,,,
24,2010,2010-09-12,1,25.329,HOU,,IND,W 34-24,,0.0,0,0
25,2010,2010-09-19,2,25.336,HOU,@,WAS,W 30-27,*,0.0,4,0
26,2010,2010-09-26,3,25.343,HOU,,DAL,L 13-27,*,0.0,2,2
27,2010,2010-10-03,4,25.350,HOU,@,OAK,W 31-24,*,0.0,2,0
28,2010,2010-10-10,5,25.357,HOU,,NYG,L 10-34,,,,
29,2010,2010-11-01,7,26.014,HOU,@,IND,L 17-30,,,,
30,2010,2010-11-21,10,26.034,HOU,@,NYJ,L 27-30,,0.0,1,1
31,2010,2010-12-13,13,26.056,HOU,,BAL,L 28-34,,,,
32,2010,2010-12-19,14,26.062,HOU,@,TEN,L 17-31,,0.0,0,0
33,2010,2010-12-26,15,26.069,HOU,@,DEN,L 23-24,,0.0,0,0
34,2010,2011-01-02,16,26.076,HOU,,JAX,W 34-17,,0.0,5,3
35,2011,2011-09-18,2,26.335,MIN,,TAM,L 20-24,,,,
36,2011,2011-11-20,10,27.033,MIN,,OAK,L 21-27,,,,
37,2011,2011-11-27,11,27.040,MIN,@,ATL,L 14-24,,,,
38,2011,2011-12-04,12,27.047,MIN,,DEN,L 32-35,,,,
39,2012,2012-10-28,8,28.010,TEN,,IND,L 13-19,,,,
40,2012,2012-11-04,9,28.017,TEN,,CHI,L 20-51,,,,
41,2012,2012-12-02,12,28.045,TEN,,HOU,L 10-24,,,,
42,2012,2012-12-09,13,28.052,TEN,@,IND,L 23-27,,,,
43,2012,2012-12-23,15,28.066,TEN,@,GNB,L 7-55,,,,
44,2012,2012-12-30,16,28.073,TEN,,JAX,W 38-20,,0.0,0,0
